,FM_deeplocalize040_faulty
MM_deeplocalize040_original0_GF_0.01_1,0.5301 (reliable)
MM_deeplocalize040_original0_LD_0.01_1,0.5203 (reliable)
MM_deeplocalize040_original0_LR_0.01_1,0.5185 (reliable)
MM_deeplocalize040_original0_NAI_0.01_1,0.5328 (reliable)
MM_deeplocalize040_original0_NEB_0.01_1,0.5256 (reliable)
MM_deeplocalize040_original0_NS_0.01_1,0.5257 (reliable)
MM_deeplocalize040_original0_WS_0.01_1,0.5363 (reliable)
MM_deeplocalize040_original1_GF_0.01_1,0.4790 (reliable)
MM_deeplocalize040_original1_LA_0.01_1,0.5187 (reliable)
MM_deeplocalize040_original1_LD_0.01_1,0.4680 (reliable)
MM_deeplocalize040_original1_LR_0.01_1,0.4748 (reliable)
MM_deeplocalize040_original1_NAI_0.01_1,0.4829 (reliable)
MM_deeplocalize040_original1_NEB_0.01_1,0.4819 (reliable)
MM_deeplocalize040_original1_NS_0.01_1,0.4792 (reliable)
MM_deeplocalize040_original1_WS_0.01_1,0.4853 (reliable)
MM_deeplocalize040_original2_GF_0.01_1,0.4503 (reliable)
MM_deeplocalize040_original2_LD_0.01_1,0.4492 (reliable)
MM_deeplocalize040_original2_LR_0.01_1,0.4571 (reliable)
MM_deeplocalize040_original2_NAI_0.01_1,0.4776 (reliable)
MM_deeplocalize040_original2_NEB_0.01_1,0.4517 (reliable)
MM_deeplocalize040_original2_NS_0.01_1,0.4624 (reliable)
MM_deeplocalize040_original2_WS_0.01_1,0.4604 (reliable)
MM_deeplocalize040_original3_GF_0.01_1,0.4553 (reliable)
MM_deeplocalize040_original3_LA_0.01_1,0.5426 (reliable)
MM_deeplocalize040_original3_LD_0.01_1,0.4354 (reliable)
MM_deeplocalize040_original3_LR_0.01_1,0.4453 (reliable)
MM_deeplocalize040_original3_NAI_0.01_1,0.4630 (reliable)
MM_deeplocalize040_original3_NEB_0.01_1,0.4390 (reliable)
MM_deeplocalize040_original3_NS_0.01_1,0.4584 (reliable)
MM_deeplocalize040_original3_WS_0.01_1,0.4503 (reliable)
MM_deeplocalize040_original4_GF_0.01_1,0.3989 (reliable)
MM_deeplocalize040_original4_LA_0.01_1,0.5249 (reliable)
MM_deeplocalize040_original4_LD_0.01_1,0.3829 (reliable)
MM_deeplocalize040_original4_LR_0.01_1,0.3865 (reliable)
MM_deeplocalize040_original4_NAI_0.01_1,0.4071 (reliable)
MM_deeplocalize040_original4_NEB_0.01_1,0.4266 (reliable)
MM_deeplocalize040_original4_NS_0.01_1,0.4027 (reliable)
MM_deeplocalize040_original4_WS_0.01_1,0.4078 (reliable)
