,FM_deepfd026_faulty
MM_deepfd026_original0_GF_0.01_1,0.9906 (reliable)
MM_deepfd026_original0_LA_0.01_1,0.5455 (reliable)
MM_deepfd026_original0_LD_0.01_1,0.0000 (unreliable)
MM_deepfd026_original0_LR_0.01_1,0.0000 (unreliable)
MM_deepfd026_original1_GF_0.01_1,0.9906 (reliable)
MM_deepfd026_original1_LA_0.01_1,0.0000 (reliable)
MM_deepfd026_original1_LD_0.01_1,0.0000 (reliable)
MM_deepfd026_original1_LR_0.01_1,0.0000 (reliable)
MM_deepfd026_original2_GF_0.01_1,0.2212 (reliable)
MM_deepfd026_original2_LD_0.01_1,0.6667 (reliable)
MM_deepfd026_original2_LR_0.01_1,0.6667 (reliable)
MM_deepfd026_original3_GF_0.01_1,0.3934 (reliable)
MM_deepfd026_original3_LA_0.01_1,0.0000 (reliable)
MM_deepfd026_original3_LD_0.01_1,0.0000 (reliable)
MM_deepfd026_original3_LR_0.01_1,0.0000 (reliable)
MM_deepfd026_original4_GF_0.01_1,0.9488 (reliable)
MM_deepfd026_original4_LA_0.01_1,0.6111 (reliable)
MM_deepfd026_original4_LD_0.01_1,0.7143 (reliable)
MM_deepfd026_original4_LR_0.01_1,0.7143 (reliable)
