,FM_defect4ml044_faulty
MM_defect4ml044_add_noise_mutated0_MP_100,0.1453 (reliable)
MM_defect4ml044_add_noise_mutated0_MP_12.5,0.4419 (unreliable)
MM_defect4ml044_add_noise_mutated0_MP_18.75,0.3835 (unreliable)
MM_defect4ml044_add_noise_mutated0_MP_21.88,0.3922 (unreliable)
MM_defect4ml044_add_noise_mutated0_MP_25.0,0.3908 (unreliable)
MM_defect4ml044_add_noise_mutated0_MP_50.0,0.4624 (unreliable)
MM_defect4ml044_add_noise_mutated0_MP_53.12,0.3897 (unreliable)
MM_defect4ml044_add_noise_mutated0_MP_56.25,0.3884 (unreliable)
MM_defect4ml044_add_noise_mutated0_MP_62.5,0.3643 (unreliable)
MM_defect4ml044_add_noise_mutated0_MP_75.0,0.2867 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l1_1,0.5132 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l1_10,0.1627 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l1_12,0.3776 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l1_2,0.3542 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l1_3,0.4331 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l1_4,0.3714 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l1_5,0.2736 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l1_6,0.2914 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l1_7,0.3073 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l1_l2_1,0.4356 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l1_l2_10,0.1825 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l1_l2_12,0.3760 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l1_l2_2,0.4312 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l1_l2_3,0.3712 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l1_l2_4,0.3099 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l1_l2_5,0.2973 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l1_l2_6,0.3333 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l1_l2_7,0.2800 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l2_1,0.4848 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l2_10,0.3704 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l2_12,0.4853 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l2_2,0.5000 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l2_3,0.3644 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l2_4,0.4271 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l2_5,0.3803 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l2_6,0.2985 (unreliable)
MM_defect4ml044_add_weights_regularisation_mutated0_MP_l2_7,0.3150 (unreliable)
MM_defect4ml044_change_activation_function_mutated0_MP_elu_1,0.3750 (unreliable)
MM_defect4ml044_change_activation_function_mutated0_MP_elu_10,0.4565 (unreliable)
MM_defect4ml044_change_activation_function_mutated0_MP_elu_12,0.0032 (reliable)
