,FM_deepfd036_faulty
MM_deepfd036_add_noise_mutated0_MP_100,0.0032 (reliable)
MM_deepfd036_add_noise_mutated0_MP_12.5,0.4104 (unreliable)
MM_deepfd036_add_noise_mutated0_MP_25.0,0.3356 (unreliable)
MM_deepfd036_add_noise_mutated0_MP_3.12,0.4866 (unreliable)
MM_deepfd036_add_noise_mutated0_MP_50.0,0.2950 (unreliable)
MM_deepfd036_add_noise_mutated0_MP_6.25,0.4366 (unreliable)
MM_deepfd036_add_noise_mutated0_MP_9.38,0.4341 (unreliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l1_1,0.3886 (unreliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l1_11,0.5414 (unreliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l1_3,0.2795 (reliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l1_7,0.2095 (reliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l1_9,0.5197 (unreliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l1_l2_1,0.4222 (unreliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l1_l2_11,0.5541 (unreliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l1_l2_3,0.2717 (reliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l1_l2_7,0.1885 (reliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l1_l2_9,0.4691 (unreliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l2_1,0.4529 (unreliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l2_11,0.4889 (unreliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l2_3,0.3834 (unreliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l2_7,0.4118 (unreliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l2_9,0.5385 (unreliable)
MM_deepfd036_change_activation_function_mutated0_MP_elu_1,0.4537 (unreliable)
MM_deepfd036_change_activation_function_mutated0_MP_elu_11,0.0371 (reliable)
MM_deepfd036_change_activation_function_mutated0_MP_elu_3,0.4759 (unreliable)
MM_deepfd036_change_activation_function_mutated0_MP_elu_7,0.4419 (unreliable)
MM_deepfd036_change_activation_function_mutated0_MP_elu_9,0.4579 (unreliable)
MM_deepfd036_change_activation_function_mutated0_MP_hard_sigmoid_1,0.3496 (unreliable)
MM_deepfd036_change_activation_function_mutated0_MP_hard_sigmoid_11,0.0126 (reliable)
MM_deepfd036_change_activation_function_mutated0_MP_hard_sigmoid_3,0.3469 (unreliable)
MM_deepfd036_change_activation_function_mutated0_MP_hard_sigmoid_7,0.2768 (reliable)
MM_deepfd036_change_activation_function_mutated0_MP_hard_sigmoid_9,0.4828 (unreliable)
MM_deepfd036_change_activation_function_mutated0_MP_linear_1,0.3902 (unreliable)
MM_deepfd036_change_activation_function_mutated0_MP_linear_11,0.0032 (reliable)
