,FM_deepfd037_faulty
MM_deepfd037_GF_0.01_1,0.0908 (reliable)
MM_deepfd037_GF_0.1_1,0.2419 (unreliable)
MM_deepfd037_GF_0.2_1,0.2680 (unreliable)
MM_deepfd037_GF_0.6_1,0.5780 (unreliable)
MM_deepfd037_GF_1.0_1,0.5829 (unreliable)
MM_deepfd037_LA_0.01_1,0.8635 (reliable)
MM_deepfd037_LD_0.01_1,0.0000 (unreliable)
MM_deepfd037_LR_0.01_1,0.0000 (unreliable)
MM_deepfd037_NAI_0.01_1,0.0451 (reliable)
MM_deepfd037_NAI_0.1_1,0.2510 (unreliable)
MM_deepfd037_NEB_0.01_1,0.2935 (reliable)
MM_deepfd037_NS_0.01_1,0.0250 (reliable)
MM_deepfd037_NS_0.1_1,0.2779 (reliable)
MM_deepfd037_NS_0.2_1,0.2228 (reliable)
MM_deepfd037_WS_0.01_1,0.2070 (reliable)
