,FM_deepfd031_faulty
MM_deepfd031_add_noise_mutated0_MP_100,0.9255 (unreliable)
MM_deepfd031_add_weights_regularisation_mutated0_MP_l1_1,0.7966 (reliable)
MM_deepfd031_add_weights_regularisation_mutated0_MP_l1_2,0.8442 (reliable)
MM_deepfd031_add_weights_regularisation_mutated0_MP_l1_3,0.8938 (reliable)
MM_deepfd031_add_weights_regularisation_mutated0_MP_l1_l2_1,0.8261 (unreliable)
MM_deepfd031_add_weights_regularisation_mutated0_MP_l1_l2_2,0.7447 (reliable)
MM_deepfd031_add_weights_regularisation_mutated0_MP_l1_l2_3,0.8723 (reliable)
MM_deepfd031_add_weights_regularisation_mutated0_MP_l2_1,0.8462 (reliable)
MM_deepfd031_add_weights_regularisation_mutated0_MP_l2_2,0.8605 (reliable)
MM_deepfd031_add_weights_regularisation_mutated0_MP_l2_3,0.8588 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_elu_1,0.8500 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_elu_2,0.8889 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_elu_3,0.8116 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_exponential_1,0.7355 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_exponential_2,0.5808 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_exponential_3,0.5792 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_hard_sigmoid_1,0.7391 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_hard_sigmoid_2,0.7391 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_hard_sigmoid_3,0.5792 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_linear_1,0.8983 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_linear_2,0.9016 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_linear_3,0.8291 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_relu_1,0.8879 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_relu_2,0.8356 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_selu_1,0.8723 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_selu_2,0.9692 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_selu_3,0.8123 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_sigmoid_1,0.7391 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_sigmoid_2,0.7391 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_sigmoid_3,0.5792 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_softmax_1,0.7391 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_softmax_2,0.7391 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_softmax_3,0.8868 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_softplus_1,0.8125 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_softplus_2,0.8660 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_softplus_3,0.5792 (unreliable)
MM_deepfd031_change_activation_function_mutated0_MP_softsign_1,0.7391 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_softsign_2,0.7391 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_softsign_3,0.9385 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_tanh_1,0.7391 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_tanh_2,0.7391 (reliable)
MM_deepfd031_change_activation_function_mutated0_MP_tanh_3,0.8720 (unreliable)
MM_deepfd031_change_batch_size_mutated0_MP_100_100,0.9330 (reliable)
MM_deepfd031_change_batch_size_mutated0_MP_13_13,0.9015 (reliable)
MM_deepfd031_change_batch_size_mutated0_MP_200_200,0.7447 (reliable)
MM_deepfd031_change_batch_size_mutated0_MP_25_25,0.8681 (reliable)
MM_deepfd031_change_epochs_mutated0_MP_1,0.7391 (reliable)
MM_deepfd031_change_epochs_mutated0_MP_2,0.7966 (reliable)
MM_deepfd031_change_epochs_mutated0_MP_4,0.9463 (unreliable)
MM_deepfd031_change_epochs_mutated0_MP_6,0.8992 (reliable)
MM_deepfd031_change_label_mutated0_MP_100,0.9544 (unreliable)
MM_deepfd031_change_learning_rate_mutated0_MP_False_1e-05,0.7391 (reliable)
MM_deepfd031_change_loss_function_mutated0_MP_binary_crossentropy,0.8442 (reliable)
MM_deepfd031_change_loss_function_mutated0_MP_categorical_hinge,0.7391 (reliable)
MM_deepfd031_change_loss_function_mutated0_MP_hinge,0.5916 (unreliable)
MM_deepfd031_change_loss_function_mutated0_MP_huber_loss,0.7391 (reliable)
MM_deepfd031_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.7500 (reliable)
MM_deepfd031_change_loss_function_mutated0_MP_logcosh,0.7500 (reliable)
MM_deepfd031_change_loss_function_mutated0_MP_mean_absolute_error,0.5760 (unreliable)
MM_deepfd031_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.5834 (unreliable)
MM_deepfd031_change_loss_function_mutated0_MP_mean_squared_error,0.7600 (reliable)
MM_deepfd031_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.7391 (reliable)
MM_deepfd031_change_loss_function_mutated0_MP_poisson,0.7391 (reliable)
MM_deepfd031_change_loss_function_mutated0_MP_squared_hinge,0.8537 (reliable)
MM_deepfd031_change_optimisation_function_mutated0_MP_adadelta,0.7391 (reliable)
MM_deepfd031_change_optimisation_function_mutated0_MP_adagrad,0.9423 (reliable)
MM_deepfd031_change_optimisation_function_mutated0_MP_adamax,0.9666 (unreliable)
MM_deepfd031_change_optimisation_function_mutated0_MP_nadam,0.5790 (unreliable)
MM_deepfd031_change_optimisation_function_mutated0_MP_rmsprop,0.5848 (unreliable)
MM_deepfd031_change_optimisation_function_mutated0_MP_sgd,0.8753 (unreliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_constant_1,0.7391 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_constant_2,0.7391 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_constant_3,0.7391 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_glorot_normal_1,0.8800 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_glorot_normal_2,0.8846 (unreliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_glorot_normal_3,0.8652 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_glorot_uniform_1,0.8033 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_glorot_uniform_2,0.9010 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_glorot_uniform_3,0.8261 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_he_normal_1,0.9216 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_he_normal_2,0.9465 (unreliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_he_normal_3,0.9215 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_he_uniform_1,0.9462 (unreliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_he_uniform_2,0.9370 (unreliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_he_uniform_3,0.9378 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_identity_1,0.9437 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_identity_2,0.9482 (unreliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_identity_3,0.9364 (unreliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_lecun_normal_1,0.9220 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_lecun_normal_2,0.8750 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_lecun_normal_3,0.8737 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_lecun_uniform_1,0.7778 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_lecun_uniform_2,0.8925 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_lecun_uniform_3,0.8588 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_ones_1,0.7391 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_ones_2,0.7391 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_ones_3,0.7391 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_orthogonal_1,0.8868 (unreliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_orthogonal_2,0.8952 (unreliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_orthogonal_3,0.8737 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_random_normal_1,0.7391 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_random_normal_2,0.7391 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_random_normal_3,0.7391 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_random_uniform_1,0.7391 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_random_uniform_2,0.7391 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_random_uniform_3,0.7391 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_truncated_normal_1,0.7391 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_truncated_normal_2,0.7391 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_truncated_normal_3,0.7391 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_variance_scaling_1,0.8763 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_variance_scaling_2,0.9130 (unreliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_variance_scaling_3,0.9015 (unreliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_zeros_1,0.7391 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_zeros_2,0.7391 (reliable)
MM_deepfd031_change_weights_initialisation_mutated0_MP_zeros_3,0.7391 (reliable)
MM_deepfd031_delete_training_data_mutated0_MP_49.5,0.9330 (unreliable)
MM_deepfd031_delete_training_data_mutated0_MP_74.25,0.7818 (reliable)
MM_deepfd031_delete_training_data_mutated0_MP_77.34,0.7391 (reliable)
MM_deepfd031_delete_training_data_mutated0_MP_80.44,0.7447 (reliable)
MM_deepfd031_delete_training_data_mutated0_MP_86.62,0.7391 (reliable)
MM_deepfd031_delete_training_data_mutated0_MP_99,0.7391 (reliable)
MM_deepfd031_disable_batching_mutated0_MP,0.7391 (reliable)
MM_deepfd031_make_output_classes_overlap_mutated0_MP_100,0.9431 (reliable)
MM_deepfd031_remove_activation_function_mutated0_MP_1,0.8974 (reliable)
MM_deepfd031_remove_activation_function_mutated0_MP_2,0.9048 (reliable)
MM_deepfd031_remove_activation_function_mutated0_MP_3,0.8219 (unreliable)
MM_deepfd031_remove_bias_mutated0_MP_1,0.8652 (reliable)
MM_deepfd031_remove_bias_mutated0_MP_2,0.8125 (reliable)
MM_deepfd031_remove_bias_mutated0_MP_3,0.8889 (unreliable)
MM_deepfd031_unbalance_train_data_mutated0_MP_100,0.8571 (unreliable)
MM_deepfd031_unbalance_train_data_mutated0_MP_50.0,0.9280 (unreliable)
MM_deepfd031_unbalance_train_data_mutated0_MP_75.0,0.9347 (unreliable)
MM_deepfd031_unbalance_train_data_mutated0_MP_87.5,0.9478 (reliable)
MM_deepfd031_unbalance_train_data_mutated0_MP_93.75,0.9093 (unreliable)
MM_deepfd031_unbalance_train_data_mutated0_MP_96.88,0.8482 (unreliable)
