,FM_cleanml002_faulty
MM_cleanml002_add_noise_mutated0_MP_100,0.4427 (reliable)
MM_cleanml002_add_noise_mutated0_MP_12.5,0.5214 (reliable)
MM_cleanml002_add_noise_mutated0_MP_15.62,0.4936 (reliable)
MM_cleanml002_add_noise_mutated0_MP_18.75,0.6206 (reliable)
MM_cleanml002_add_noise_mutated0_MP_25.0,0.5183 (reliable)
MM_cleanml002_add_noise_mutated0_MP_28.12,0.5093 (reliable)
MM_cleanml002_add_noise_mutated0_MP_31.25,0.5270 (reliable)
MM_cleanml002_add_noise_mutated0_MP_37.5,0.5483 (reliable)
MM_cleanml002_add_noise_mutated0_MP_50.0,0.5296 (reliable)
MM_cleanml002_add_noise_mutated0_MP_6.25,0.5543 (reliable)
MM_cleanml002_add_noise_mutated0_MP_9.38,0.5153 (reliable)
MM_cleanml002_add_weights_regularisation_mutated0_MP_l1_1,0.5685 (reliable)
MM_cleanml002_add_weights_regularisation_mutated0_MP_l1_2,0.6149 (reliable)
MM_cleanml002_add_weights_regularisation_mutated0_MP_l1_l2_1,0.5850 (reliable)
MM_cleanml002_add_weights_regularisation_mutated0_MP_l1_l2_2,0.6196 (reliable)
MM_cleanml002_add_weights_regularisation_mutated0_MP_l2_1,0.5551 (reliable)
MM_cleanml002_add_weights_regularisation_mutated0_MP_l2_2,0.6029 (reliable)
MM_cleanml002_change_activation_function_mutated0_MP_elu_1,0.5068 (reliable)
MM_cleanml002_change_activation_function_mutated0_MP_elu_2,0.5310 (reliable)
MM_cleanml002_change_activation_function_mutated0_MP_hard_sigmoid_1,0.5443 (reliable)
MM_cleanml002_change_activation_function_mutated0_MP_hard_sigmoid_2,0.5859 (reliable)
MM_cleanml002_change_activation_function_mutated0_MP_linear_1,0.4484 (reliable)
MM_cleanml002_change_activation_function_mutated0_MP_linear_2,0.5383 (reliable)
MM_cleanml002_change_activation_function_mutated0_MP_relu_1,0.4486 (reliable)
MM_cleanml002_change_activation_function_mutated0_MP_relu_2,0.6164 (reliable)
MM_cleanml002_change_activation_function_mutated0_MP_selu_1,0.5629 (reliable)
MM_cleanml002_change_activation_function_mutated0_MP_selu_2,0.5757 (reliable)
MM_cleanml002_change_activation_function_mutated0_MP_sigmoid_1,0.5373 (reliable)
