,FM_cleanml018_faulty
MM_cleanml018_original0_GF_0.01_1,0.4839 (reliable)
MM_cleanml018_original0_LA_0.01_1,0.2343 (reliable)
MM_cleanml018_original0_NAI_0.01_1,0.4927 (reliable)
MM_cleanml018_original0_NEB_0.01_1,0.4975 (reliable)
MM_cleanml018_original0_NS_0.01_1,0.4856 (reliable)
MM_cleanml018_original0_WS_0.01_1,0.4950 (reliable)
MM_cleanml018_original1_GF_0.01_1,0.5567 (reliable)
MM_cleanml018_original1_LA_0.01_1,0.4559 (reliable)
MM_cleanml018_original1_NAI_0.01_1,0.5572 (reliable)
MM_cleanml018_original1_NEB_0.01_1,0.5652 (reliable)
MM_cleanml018_original1_NS_0.01_1,0.5556 (reliable)
MM_cleanml018_original1_WS_0.01_1,0.5538 (reliable)
MM_cleanml018_original2_GF_0.01_1,0.4419 (reliable)
MM_cleanml018_original2_LA_0.01_1,0.2654 (reliable)
MM_cleanml018_original2_NAI_0.01_1,0.4496 (reliable)
MM_cleanml018_original2_NEB_0.01_1,0.4470 (reliable)
MM_cleanml018_original2_NS_0.01_1,0.4488 (reliable)
MM_cleanml018_original2_WS_0.01_1,0.4514 (reliable)
MM_cleanml018_original3_GF_0.01_1,0.5166 (reliable)
MM_cleanml018_original3_LA_0.01_1,0.2424 (reliable)
MM_cleanml018_original3_NAI_0.01_1,0.5283 (reliable)
MM_cleanml018_original3_NEB_0.01_1,0.5333 (reliable)
MM_cleanml018_original3_NS_0.01_1,0.5288 (reliable)
MM_cleanml018_original3_WS_0.01_1,0.5441 (reliable)
MM_cleanml018_original4_GF_0.01_1,0.5174 (reliable)
MM_cleanml018_original4_LA_0.01_1,0.2005 (reliable)
MM_cleanml018_original4_NAI_0.01_1,0.5385 (reliable)
MM_cleanml018_original4_NEB_0.01_1,0.5405 (reliable)
MM_cleanml018_original4_NS_0.01_1,0.5385 (reliable)
MM_cleanml018_original4_WS_0.01_1,0.5208 (reliable)
