,FM_cleanml017_faulty
MM_cleanml017_GF_0.01_1,0.5560 (reliable)
MM_cleanml017_GF_0.1_1,0.4378 (reliable)
MM_cleanml017_GF_0.2_1,0.3999 (reliable)
MM_cleanml017_GF_0.6_1,0.3321 (reliable)
MM_cleanml017_GF_1.0_1,0.2869 (reliable)
MM_cleanml017_LA_0.01_1,0.6180 (reliable)
MM_cleanml017_NAI_0.01_1,0.4274 (reliable)
MM_cleanml017_NAI_0.1_1,0.2733 (reliable)
MM_cleanml017_NAI_0.2_1,0.2310 (reliable)
MM_cleanml017_NEB_0.01_1,0.5225 (reliable)
MM_cleanml017_NEB_0.1_1,0.3536 (reliable)
MM_cleanml017_NEB_0.2_1,0.2907 (reliable)
MM_cleanml017_NS_0.01_1,0.5452 (reliable)
MM_cleanml017_NS_0.1_1,0.3745 (reliable)
MM_cleanml017_WS_0.01_1,0.5061 (reliable)
MM_cleanml017_WS_0.1_1,0.4156 (reliable)
MM_cleanml017_WS_0.2_1,0.3501 (reliable)
