,FM_defect4ml047_faulty
MM_defect4ml047_add_noise_mutated0_MP_100,0.8909 (unreliable)
MM_defect4ml047_add_noise_mutated0_MP_25.0,0.7987 (reliable)
MM_defect4ml047_add_noise_mutated0_MP_37.5,0.8589 (reliable)
MM_defect4ml047_add_noise_mutated0_MP_40.62,0.7939 (unreliable)
MM_defect4ml047_add_noise_mutated0_MP_43.75,0.8266 (reliable)
MM_defect4ml047_add_noise_mutated0_MP_46.88,0.9046 (unreliable)
MM_defect4ml047_add_noise_mutated0_MP_50.0,0.8568 (unreliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_1,0.8556 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_13,0.8448 (unreliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_16,0.9027 (unreliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_21,0.9214 (unreliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_24,0.8727 (unreliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_27,0.8770 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_6,0.8622 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_9,0.7564 (unreliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_l2_1,0.7754 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_l2_13,0.6441 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_l2_16,0.7617 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_l2_21,0.9083 (unreliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_l2_24,0.8818 (unreliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_l2_27,0.8637 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_l2_6,0.8494 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l1_l2_9,0.8845 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l2_1,0.7504 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l2_13,0.7909 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l2_16,0.7891 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l2_21,0.7587 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l2_24,0.6914 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l2_27,0.7269 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l2_6,0.8929 (reliable)
MM_defect4ml047_add_weights_regularisation_mutated0_MP_l2_9,0.6120 (reliable)
MM_defect4ml047_change_activation_function_mutated0_MP_elu_28,0.3904 (reliable)
MM_defect4ml047_change_activation_function_mutated0_MP_exponential_28,0.7109 (reliable)
MM_defect4ml047_change_activation_function_mutated0_MP_hard_sigmoid_28,0.8133 (reliable)
MM_defect4ml047_change_activation_function_mutated0_MP_linear_28,0.4832 (reliable)
MM_defect4ml047_change_activation_function_mutated0_MP_selu_28,0.4576 (reliable)
MM_defect4ml047_change_activation_function_mutated0_MP_sigmoid_28,0.8271 (unreliable)
MM_defect4ml047_change_activation_function_mutated0_MP_softmax_28,0.7974 (reliable)
MM_defect4ml047_change_activation_function_mutated0_MP_softplus_28,0.9039 (unreliable)
MM_defect4ml047_change_activation_function_mutated0_MP_softsign_28,0.4518 (reliable)
