,FM_defect4ml011_faulty
MM_defect4ml011_GF_0.01_1,0.6210 (reliable)
MM_defect4ml011_GF_0.1_1,0.3880 (reliable)
MM_defect4ml011_GF_0.2_1,0.2766 (reliable)
MM_defect4ml011_GF_0.6_1,0.2358 (reliable)
MM_defect4ml011_LD_0.01_1,0.7127 (reliable)
MM_defect4ml011_LR_0.01_1,0.3212 (reliable)
MM_defect4ml011_NAI_0.01_1,0.6686 (reliable)
MM_defect4ml011_NAI_0.1_1,0.2215 (reliable)
MM_defect4ml011_NEB_0.01_1,0.6720 (reliable)
MM_defect4ml011_NEB_0.1_1,0.3040 (unreliable)
MM_defect4ml011_NEB_0.2_1,0.2099 (reliable)
MM_defect4ml011_NEB_0.6_1,0.1870 (reliable)
MM_defect4ml011_NS_0.01_1,0.6662 (reliable)
MM_defect4ml011_NS_0.1_1,0.2905 (unreliable)
MM_defect4ml011_NS_0.2_1,0.2403 (unreliable)
MM_defect4ml011_NS_0.6_1,0.2046 (reliable)
MM_defect4ml011_NS_1.0_1,0.1998 (reliable)
MM_defect4ml011_WS_0.01_1,0.4945 (reliable)
MM_defect4ml011_WS_0.1_1,0.2481 (reliable)
MM_defect4ml011_WS_0.2_1,0.2143 (reliable)
