,FM_defect4ml051_faulty
MM_defect4ml051_add_noise_mutated0_MP_100,0.0106 (reliable)
MM_defect4ml051_add_noise_mutated0_MP_12.5,0.3371 (unreliable)
MM_defect4ml051_add_noise_mutated0_MP_15.62,0.2807 (unreliable)
MM_defect4ml051_add_noise_mutated0_MP_18.75,0.2846 (unreliable)
MM_defect4ml051_add_noise_mutated0_MP_25.0,0.3328 (unreliable)
MM_defect4ml051_add_noise_mutated0_MP_28.12,0.2961 (unreliable)
MM_defect4ml051_add_noise_mutated0_MP_3.12,0.3623 (unreliable)
MM_defect4ml051_add_noise_mutated0_MP_31.25,0.2803 (unreliable)
MM_defect4ml051_add_noise_mutated0_MP_37.5,0.3077 (unreliable)
MM_defect4ml051_add_noise_mutated0_MP_50.0,0.2662 (unreliable)
MM_defect4ml051_add_noise_mutated0_MP_6.25,0.3410 (unreliable)
MM_defect4ml051_add_weights_regularisation_mutated0_MP_l1_1,0.3364 (unreliable)
MM_defect4ml051_add_weights_regularisation_mutated0_MP_l1_11,0.3972 (unreliable)
MM_defect4ml051_add_weights_regularisation_mutated0_MP_l1_3,0.2729 (reliable)
MM_defect4ml051_add_weights_regularisation_mutated0_MP_l1_5,0.2765 (unreliable)
MM_defect4ml051_add_weights_regularisation_mutated0_MP_l1_8,0.3006 (unreliable)
MM_defect4ml051_add_weights_regularisation_mutated0_MP_l1_9,0.4264 (unreliable)
MM_defect4ml051_add_weights_regularisation_mutated0_MP_l1_l2_1,0.3452 (unreliable)
MM_defect4ml051_add_weights_regularisation_mutated0_MP_l1_l2_11,0.4530 (unreliable)
MM_defect4ml051_add_weights_regularisation_mutated0_MP_l1_l2_3,0.2672 (unreliable)
MM_defect4ml051_add_weights_regularisation_mutated0_MP_l1_l2_5,0.2373 (reliable)
MM_defect4ml051_add_weights_regularisation_mutated0_MP_l1_l2_8,0.3419 (unreliable)
MM_defect4ml051_add_weights_regularisation_mutated0_MP_l1_l2_9,0.3766 (unreliable)
MM_defect4ml051_add_weights_regularisation_mutated0_MP_l2_1,0.3390 (unreliable)
MM_defect4ml051_add_weights_regularisation_mutated0_MP_l2_11,0.3764 (unreliable)
MM_defect4ml051_add_weights_regularisation_mutated0_MP_l2_3,0.3125 (unreliable)
MM_defect4ml051_add_weights_regularisation_mutated0_MP_l2_5,0.3613 (unreliable)
MM_defect4ml051_add_weights_regularisation_mutated0_MP_l2_8,0.3633 (unreliable)
MM_defect4ml051_add_weights_regularisation_mutated0_MP_l2_9,0.3601 (unreliable)
MM_defect4ml051_change_activation_function_mutated0_MP_elu_1,0.3505 (unreliable)
MM_defect4ml051_change_activation_function_mutated0_MP_elu_11,0.1421 (reliable)
MM_defect4ml051_change_activation_function_mutated0_MP_elu_3,0.3667 (unreliable)
MM_defect4ml051_change_activation_function_mutated0_MP_elu_5,0.3510 (unreliable)
MM_defect4ml051_change_activation_function_mutated0_MP_elu_8,0.3249 (unreliable)
MM_defect4ml051_change_activation_function_mutated0_MP_elu_9,0.4242 (unreliable)
MM_defect4ml051_change_activation_function_mutated0_MP_exponential_8,0.0114 (reliable)
MM_defect4ml051_change_activation_function_mutated0_MP_hard_sigmoid_1,0.0411 (unreliable)
MM_defect4ml051_change_activation_function_mutated0_MP_hard_sigmoid_11,0.0110 (reliable)
MM_defect4ml051_change_activation_function_mutated0_MP_hard_sigmoid_3,0.2028 (reliable)
MM_defect4ml051_change_activation_function_mutated0_MP_hard_sigmoid_5,0.0578 (reliable)
MM_defect4ml051_change_activation_function_mutated0_MP_hard_sigmoid_8,0.2701 (unreliable)
MM_defect4ml051_change_activation_function_mutated0_MP_hard_sigmoid_9,0.1613 (reliable)
MM_defect4ml051_change_activation_function_mutated0_MP_linear_1,0.2971 (unreliable)
MM_defect4ml051_change_activation_function_mutated0_MP_linear_3,0.3091 (unreliable)
MM_defect4ml051_change_activation_function_mutated0_MP_linear_5,0.3827 (unreliable)
MM_defect4ml051_change_activation_function_mutated0_MP_linear_8,0.3366 (unreliable)
MM_defect4ml051_change_activation_function_mutated0_MP_linear_9,0.3798 (unreliable)
MM_defect4ml051_change_activation_function_mutated0_MP_relu_1,0.3643 (unreliable)
MM_defect4ml051_change_activation_function_mutated0_MP_relu_3,0.3534 (unreliable)
MM_defect4ml051_change_activation_function_mutated0_MP_relu_5,0.3541 (unreliable)
MM_defect4ml051_change_activation_function_mutated0_MP_relu_8,0.3328 (unreliable)
MM_defect4ml051_change_activation_function_mutated0_MP_relu_9,0.4317 (unreliable)
MM_defect4ml051_change_activation_function_mutated0_MP_selu_1,0.3736 (unreliable)
MM_defect4ml051_change_activation_function_mutated0_MP_selu_11,0.1801 (reliable)
