,FM_defect4ml088_faulty
MM_defect4ml088_GF_0.01_1,0.8000 (reliable)
MM_defect4ml088_GF_0.1_1,0.6250 (reliable)
MM_defect4ml088_GF_0.2_1,0.7000 (reliable)
MM_defect4ml088_GF_0.6_1,0.7356 (reliable)
MM_defect4ml088_GF_1.0_1,0.8796 (reliable)
MM_defect4ml088_LD_0.01_1,0.0000 (unreliable)
MM_defect4ml088_LR_0.01_1,0.5385 (reliable)
MM_defect4ml088_NAI_0.01_1,0.5238 (reliable)
MM_defect4ml088_NAI_0.1_1,0.6825 (reliable)
MM_defect4ml088_NEB_0.01_1,0.7600 (reliable)
MM_defect4ml088_NEB_0.1_1,0.5658 (reliable)
MM_defect4ml088_NEB_0.2_1,0.5976 (reliable)
MM_defect4ml088_NS_0.01_1,1.0000 (reliable)
MM_defect4ml088_NS_0.1_1,0.5957 (reliable)
MM_defect4ml088_NS_0.2_1,0.4659 (reliable)
MM_defect4ml088_NS_0.6_1,0.5492 (reliable)
MM_defect4ml088_NS_1.0_1,0.6304 (reliable)
MM_defect4ml088_WS_0.01_1,0.6667 (reliable)
MM_defect4ml088_WS_0.1_1,0.6615 (reliable)
MM_defect4ml088_WS_0.2_1,0.7857 (reliable)
