,FM_cleanml005_faulty
MM_cleanml005_add_noise_mutated0_MP_100,0.3857 (reliable)
MM_cleanml005_add_noise_mutated0_MP_12.5,0.3333 (reliable)
MM_cleanml005_add_noise_mutated0_MP_18.75,0.3905 (reliable)
MM_cleanml005_add_noise_mutated0_MP_21.88,0.3541 (reliable)
MM_cleanml005_add_noise_mutated0_MP_25.0,0.4708 (reliable)
MM_cleanml005_add_noise_mutated0_MP_50.0,0.2175 (reliable)
MM_cleanml005_add_noise_mutated0_MP_6.25,0.5694 (reliable)
MM_cleanml005_add_noise_mutated0_MP_9.38,0.4737 (reliable)
MM_cleanml005_add_weights_regularisation_mutated0_MP_l1_1,0.4340 (reliable)
MM_cleanml005_add_weights_regularisation_mutated0_MP_l1_2,0.4570 (reliable)
MM_cleanml005_add_weights_regularisation_mutated0_MP_l1_l2_1,0.4316 (reliable)
MM_cleanml005_add_weights_regularisation_mutated0_MP_l1_l2_2,0.4441 (reliable)
MM_cleanml005_add_weights_regularisation_mutated0_MP_l2_1,0.4886 (reliable)
MM_cleanml005_add_weights_regularisation_mutated0_MP_l2_2,0.6054 (reliable)
MM_cleanml005_change_activation_function_mutated0_MP_elu_1,0.5490 (reliable)
MM_cleanml005_change_activation_function_mutated0_MP_elu_2,0.3697 (reliable)
MM_cleanml005_change_activation_function_mutated0_MP_exponential_1,0.4754 (reliable)
MM_cleanml005_change_activation_function_mutated0_MP_exponential_2,0.5452 (reliable)
MM_cleanml005_change_activation_function_mutated0_MP_hard_sigmoid_1,0.4336 (reliable)
MM_cleanml005_change_activation_function_mutated0_MP_hard_sigmoid_2,0.5801 (reliable)
MM_cleanml005_change_activation_function_mutated0_MP_linear_1,0.3940 (reliable)
MM_cleanml005_change_activation_function_mutated0_MP_linear_2,0.3870 (reliable)
MM_cleanml005_change_activation_function_mutated0_MP_relu_1,0.5037 (reliable)
MM_cleanml005_change_activation_function_mutated0_MP_relu_2,0.4451 (reliable)
MM_cleanml005_change_activation_function_mutated0_MP_selu_1,0.4373 (reliable)
MM_cleanml005_change_activation_function_mutated0_MP_selu_2,0.3329 (reliable)
MM_cleanml005_change_activation_function_mutated0_MP_sigmoid_1,0.4316 (reliable)
MM_cleanml005_change_activation_function_mutated0_MP_sigmoid_2,0.6000 (reliable)
MM_cleanml005_change_activation_function_mutated0_MP_softmax_1,0.5013 (reliable)
MM_cleanml005_change_activation_function_mutated0_MP_softmax_2,0.0153 (reliable)
MM_cleanml005_change_activation_function_mutated0_MP_softplus_1,0.5346 (reliable)
MM_cleanml005_change_activation_function_mutated0_MP_softplus_2,0.6000 (reliable)
MM_cleanml005_change_activation_function_mutated0_MP_softsign_1,0.5189 (reliable)
MM_cleanml005_change_activation_function_mutated0_MP_softsign_2,0.4825 (reliable)
MM_cleanml005_change_activation_function_mutated0_MP_tanh_1,0.5315 (reliable)
MM_cleanml005_change_activation_function_mutated0_MP_tanh_2,0.5686 (reliable)
MM_cleanml005_change_batch_size_mutated0_MP_100_100,0.5604 (reliable)
MM_cleanml005_change_batch_size_mutated0_MP_400_400,0.5522 (reliable)
MM_cleanml005_change_batch_size_mutated0_MP_50_50,0.4209 (reliable)
MM_cleanml005_change_batch_size_mutated0_MP_800_800,0.5981 (reliable)
MM_cleanml005_change_epochs_mutated0_MP_1,0.3840 (reliable)
MM_cleanml005_change_epochs_mutated0_MP_100,0.5890 (reliable)
MM_cleanml005_change_epochs_mutated0_MP_150,0.5594 (reliable)
MM_cleanml005_change_epochs_mutated0_MP_162,0.6639 (reliable)
MM_cleanml005_change_epochs_mutated0_MP_165,0.4813 (reliable)
MM_cleanml005_change_epochs_mutated0_MP_166,0.5620 (reliable)
MM_cleanml005_change_epochs_mutated0_MP_167,0.5236 (reliable)
MM_cleanml005_change_epochs_mutated0_MP_168,0.6368 (reliable)
MM_cleanml005_change_epochs_mutated0_MP_175,0.6137 (reliable)
MM_cleanml005_change_epochs_mutated0_MP_50,0.5783 (reliable)
MM_cleanml005_change_epochs_mutated0_MP_56,0.5618 (reliable)
MM_cleanml005_change_epochs_mutated0_MP_59,0.5476 (reliable)
MM_cleanml005_change_epochs_mutated0_MP_60,0.5698 (reliable)
MM_cleanml005_change_epochs_mutated0_MP_61,0.5729 (reliable)
MM_cleanml005_change_epochs_mutated0_MP_62,0.5879 (reliable)
MM_cleanml005_change_epochs_mutated0_MP_75,0.6472 (reliable)
MM_cleanml005_change_label_mutated0_MP_100,0.0153 (reliable)
MM_cleanml005_change_label_mutated0_MP_12.5,0.1175 (reliable)
MM_cleanml005_change_label_mutated0_MP_25.0,0.0658 (reliable)
MM_cleanml005_change_label_mutated0_MP_3.12,0.3333 (reliable)
MM_cleanml005_change_label_mutated0_MP_50.0,0.0181 (reliable)
MM_cleanml005_change_label_mutated0_MP_6.25,0.3203 (reliable)
MM_cleanml005_change_learning_rate_mutated0_MP_False_0.0001,0.4829 (reliable)
MM_cleanml005_change_learning_rate_mutated0_MP_False_0.00021,0.5292 (reliable)
MM_cleanml005_change_learning_rate_mutated0_MP_False_0.00027,0.5520 (reliable)
MM_cleanml005_change_learning_rate_mutated0_MP_False_0.00028,0.5758 (reliable)
MM_cleanml005_change_learning_rate_mutated0_MP_False_0.00029,0.5872 (reliable)
MM_cleanml005_change_learning_rate_mutated0_MP_False_0.0003,0.5870 (reliable)
MM_cleanml005_change_learning_rate_mutated0_MP_False_0.00033,0.6083 (reliable)
MM_cleanml005_change_learning_rate_mutated0_MP_False_0.00055,0.5090 (reliable)
MM_cleanml005_change_learning_rate_mutated0_MP_False_0.00078,0.5615 (reliable)
MM_cleanml005_change_learning_rate_mutated0_MP_False_0.00084,0.4677 (reliable)
MM_cleanml005_change_learning_rate_mutated0_MP_False_0.00085,0.6901 (reliable)
MM_cleanml005_change_learning_rate_mutated0_MP_False_0.00086,0.7159 (reliable)
MM_cleanml005_change_learning_rate_mutated0_MP_False_0.00089,0.6810 (reliable)
MM_cleanml005_change_loss_function_mutated0_MP_binary_crossentropy,0.6025 (reliable)
MM_cleanml005_change_loss_function_mutated0_MP_categorical_crossentropy,0.2231 (reliable)
MM_cleanml005_change_loss_function_mutated0_MP_categorical_hinge,0.4258 (reliable)
MM_cleanml005_change_loss_function_mutated0_MP_hinge,0.4301 (reliable)
MM_cleanml005_change_loss_function_mutated0_MP_huber_loss,0.6169 (reliable)
MM_cleanml005_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.0157 (reliable)
MM_cleanml005_change_loss_function_mutated0_MP_logcosh,0.3969 (reliable)
MM_cleanml005_change_loss_function_mutated0_MP_mean_absolute_error,0.4264 (reliable)
MM_cleanml005_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.2904 (reliable)
MM_cleanml005_change_loss_function_mutated0_MP_mean_squared_error,0.4325 (reliable)
