,FM_defect4ml075_faulty
MM_defect4ml075_add_noise_mutated0_MP_100,1.0
MM_defect4ml075_add_noise_mutated0_MP_12.5,1.0
MM_defect4ml075_add_noise_mutated0_MP_25.0,1.0
MM_defect4ml075_add_noise_mutated0_MP_3.12,1.0
MM_defect4ml075_add_noise_mutated0_MP_50.0,1.0
MM_defect4ml075_add_noise_mutated0_MP_53.12,1.0
MM_defect4ml075_add_noise_mutated0_MP_56.25,1.0
MM_defect4ml075_add_noise_mutated0_MP_6.25,1.0
MM_defect4ml075_add_noise_mutated0_MP_62.5,1.0
MM_defect4ml075_add_noise_mutated0_MP_75.0,1.0
MM_defect4ml075_add_weights_regularisation_mutated0_MP_l1_1,1.0
MM_defect4ml075_add_weights_regularisation_mutated0_MP_l1_2,1.0
MM_defect4ml075_add_weights_regularisation_mutated0_MP_l1_3,1.0
MM_defect4ml075_add_weights_regularisation_mutated0_MP_l1_l2_1,1.0
MM_defect4ml075_add_weights_regularisation_mutated0_MP_l1_l2_2,1.0
MM_defect4ml075_add_weights_regularisation_mutated0_MP_l1_l2_3,1.0
MM_defect4ml075_add_weights_regularisation_mutated0_MP_l2_1,1.0
MM_defect4ml075_add_weights_regularisation_mutated0_MP_l2_2,1.0
MM_defect4ml075_add_weights_regularisation_mutated0_MP_l2_3,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_elu_1,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_elu_2,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_elu_3,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_exponential_1,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_exponential_2,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_exponential_3,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_hard_sigmoid_1,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_hard_sigmoid_2,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_hard_sigmoid_3,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_linear_1,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_linear_2,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_linear_3,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_relu_1,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_relu_2,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_relu_3,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_selu_1,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_selu_2,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_selu_3,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_sigmoid_1,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_sigmoid_2,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_sigmoid_3,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_softmax_1,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_softmax_2,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_softmax_3,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_softplus_1,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_softplus_2,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_softplus_3,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_softsign_1,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_softsign_2,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_softsign_3,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_tanh_1,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_tanh_2,1.0
MM_defect4ml075_change_activation_function_mutated0_MP_tanh_3,1.0
MM_defect4ml075_change_batch_size_mutated0_MP_128_128,1.0
MM_defect4ml075_change_batch_size_mutated0_MP_16_16,1.0
MM_defect4ml075_change_batch_size_mutated0_MP_256_256,1.0
MM_defect4ml075_change_batch_size_mutated0_MP_32_32,1.0
MM_defect4ml075_change_epochs_mutated0_MP_1,1.0
MM_defect4ml075_change_learning_rate_mutated0_MP_False_0.001,1.0
MM_defect4ml075_change_loss_function_mutated0_MP_binary_crossentropy,1.0
MM_defect4ml075_change_loss_function_mutated0_MP_categorical_crossentropy,1.0
MM_defect4ml075_change_loss_function_mutated0_MP_categorical_hinge,1.0
MM_defect4ml075_change_loss_function_mutated0_MP_hinge,1.0
MM_defect4ml075_change_loss_function_mutated0_MP_huber_loss,1.0
MM_defect4ml075_change_loss_function_mutated0_MP_kullback_leibler_divergence,1.0
MM_defect4ml075_change_loss_function_mutated0_MP_logcosh,1.0
MM_defect4ml075_change_loss_function_mutated0_MP_mean_absolute_error,1.0
MM_defect4ml075_change_loss_function_mutated0_MP_mean_absolute_percentage_error,1.0
MM_defect4ml075_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,1.0
MM_defect4ml075_change_loss_function_mutated0_MP_poisson,1.0
MM_defect4ml075_change_loss_function_mutated0_MP_squared_hinge,1.0
MM_defect4ml075_change_optimisation_function_mutated0_MP_adadelta,1.0
MM_defect4ml075_change_optimisation_function_mutated0_MP_adagrad,1.0
MM_defect4ml075_change_optimisation_function_mutated0_MP_adamax,1.0
MM_defect4ml075_change_optimisation_function_mutated0_MP_nadam,1.0
MM_defect4ml075_change_optimisation_function_mutated0_MP_rmsprop,1.0
MM_defect4ml075_change_optimisation_function_mutated0_MP_sgd,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_constant_1,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_constant_2,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_constant_3,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_glorot_normal_1,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_glorot_normal_2,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_glorot_normal_3,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_glorot_uniform_1,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_glorot_uniform_2,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_glorot_uniform_3,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_he_normal_1,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_he_normal_2,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_he_normal_3,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_he_uniform_1,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_he_uniform_2,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_he_uniform_3,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_lecun_normal_1,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_lecun_normal_2,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_lecun_normal_3,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_lecun_uniform_1,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_lecun_uniform_2,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_lecun_uniform_3,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_ones_1,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_ones_2,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_ones_3,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_orthogonal_1,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_orthogonal_2,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_orthogonal_3,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_random_normal_1,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_random_normal_2,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_random_normal_3,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_random_uniform_1,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_random_uniform_2,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_random_uniform_3,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_truncated_normal_1,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_truncated_normal_2,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_truncated_normal_3,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_variance_scaling_1,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_variance_scaling_2,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_variance_scaling_3,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_zeros_1,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_zeros_2,1.0
MM_defect4ml075_change_weights_initialisation_mutated0_MP_zeros_3,1.0
MM_defect4ml075_disable_batching_mutated0_MP,1.0
MM_defect4ml075_remove_activation_function_mutated0_MP_1,1.0
MM_defect4ml075_remove_activation_function_mutated0_MP_2,1.0
MM_defect4ml075_remove_activation_function_mutated0_MP_3,1.0
MM_defect4ml075_remove_bias_mutated0_MP_1,1.0
MM_defect4ml075_remove_bias_mutated0_MP_2,1.0
MM_defect4ml075_remove_bias_mutated0_MP_3,1.0
