,FM_defect4ml100_faulty
MM_defect4ml100_original0_GF_0.01_1,0.5606 (reliable)
MM_defect4ml100_original0_LA_0.01_1,0.5276 (reliable)
MM_defect4ml100_original0_NAI_0.01_1,0.5543 (reliable)
MM_defect4ml100_original0_NEB_0.01_1,0.5754 (reliable)
MM_defect4ml100_original0_NS_0.01_1,0.6189 (reliable)
MM_defect4ml100_original0_WS_0.01_1,0.5804 (reliable)
MM_defect4ml100_original1_GF_0.01_1,0.6935 (reliable)
MM_defect4ml100_original1_LA_0.01_1,0.6807 (reliable)
MM_defect4ml100_original1_NAI_0.01_1,0.6923 (reliable)
MM_defect4ml100_original1_NEB_0.01_1,0.6847 (reliable)
MM_defect4ml100_original1_NS_0.01_1,0.7404 (reliable)
MM_defect4ml100_original1_WS_0.01_1,0.7151 (reliable)
MM_defect4ml100_original2_GF_0.01_1,0.6379 (reliable)
MM_defect4ml100_original2_LA_0.01_1,0.7567 (reliable)
MM_defect4ml100_original2_NAI_0.01_1,0.7250 (reliable)
MM_defect4ml100_original2_NEB_0.01_1,0.5827 (reliable)
MM_defect4ml100_original2_NS_0.01_1,0.6905 (reliable)
MM_defect4ml100_original2_WS_0.01_1,0.6175 (reliable)
MM_defect4ml100_original3_GF_0.01_1,0.6222 (reliable)
MM_defect4ml100_original3_LA_0.01_1,0.7097 (reliable)
MM_defect4ml100_original3_NAI_0.01_1,0.6579 (reliable)
MM_defect4ml100_original3_NEB_0.01_1,0.6648 (reliable)
MM_defect4ml100_original3_NS_0.01_1,0.7352 (reliable)
MM_defect4ml100_original3_WS_0.01_1,0.6169 (reliable)
MM_defect4ml100_original4_GF_0.01_1,0.6631 (reliable)
MM_defect4ml100_original4_LA_0.01_1,0.6730 (reliable)
MM_defect4ml100_original4_NAI_0.01_1,0.6988 (reliable)
MM_defect4ml100_original4_NEB_0.01_1,0.6882 (reliable)
MM_defect4ml100_original4_NS_0.01_1,0.7108 (reliable)
MM_defect4ml100_original4_WS_0.01_1,0.7076 (reliable)
