,FM_defect4ml061_faulty
MM_defect4ml061_add_noise_mutated0_MP_100,0.5161 (unreliable)
MM_defect4ml061_add_noise_mutated0_MP_50.0,0.7632 (unreliable)
MM_defect4ml061_add_noise_mutated0_MP_75.0,0.8000 (unreliable)
MM_defect4ml061_add_noise_mutated0_MP_87.5,0.5000 (unreliable)
MM_defect4ml061_add_noise_mutated0_MP_90.62,0.9655 (unreliable)
MM_defect4ml061_add_noise_mutated0_MP_93.75,0.5517 (unreliable)
MM_defect4ml061_add_noise_mutated0_MP_96.88,0.5882 (unreliable)
MM_defect4ml061_add_weights_regularisation_mutated0_MP_l1_1,0.6226 (unreliable)
MM_defect4ml061_add_weights_regularisation_mutated0_MP_l1_2,0.5238 (unreliable)
MM_defect4ml061_add_weights_regularisation_mutated0_MP_l1_l2_1,0.5882 (unreliable)
MM_defect4ml061_add_weights_regularisation_mutated0_MP_l1_l2_2,0.5556 (unreliable)
MM_defect4ml061_add_weights_regularisation_mutated0_MP_l2_1,0.8846 (unreliable)
MM_defect4ml061_add_weights_regularisation_mutated0_MP_l2_2,0.8000 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_elu_1,0.6000 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_exponential_1,0.2500 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_exponential_2,0.3636 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_hard_sigmoid_1,0.5833 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_hard_sigmoid_2,0.6406 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_linear_1,0.6000 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_linear_2,0.2722 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_relu_1,0.6000 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_selu_1,0.7500 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_sigmoid_1,0.6364 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_sigmoid_2,0.9000 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_softmax_1,0.7647 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_softmax_2,0.8667 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_softplus_1,0.5714 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_softplus_2,0.7273 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_softsign_1,0.4286 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_tanh_1,0.6875 (unreliable)
MM_defect4ml061_change_batch_size_mutated0_MP_10_10,0.4082 (unreliable)
MM_defect4ml061_change_batch_size_mutated0_MP_1_1,0.2500 (unreliable)
MM_defect4ml061_change_batch_size_mutated0_MP_20_20,0.4250 (unreliable)
MM_defect4ml061_change_batch_size_mutated0_MP_2_2,0.1250 (unreliable)
MM_defect4ml061_change_epochs_mutated0_MP_1,0.2438 (reliable)
MM_defect4ml061_change_epochs_mutated0_MP_26,0.3617 (unreliable)
MM_defect4ml061_change_epochs_mutated0_MP_32,0.3947 (unreliable)
MM_defect4ml061_change_epochs_mutated0_MP_35,0.5484 (unreliable)
