,FM_deepfd008_faulty
MM_deepfd008_add_activation_function_mutated0_MP_elu_1,0.7982 (reliable)
MM_deepfd008_add_activation_function_mutated0_MP_exponential_1,0.8741 (reliable)
MM_deepfd008_add_activation_function_mutated0_MP_hard_sigmoid_1,0.8043 (reliable)
MM_deepfd008_add_activation_function_mutated0_MP_linear_1,0.8852 (reliable)
MM_deepfd008_add_activation_function_mutated0_MP_relu_1,0.7818 (reliable)
MM_deepfd008_add_activation_function_mutated0_MP_selu_1,0.8333 (reliable)
MM_deepfd008_add_activation_function_mutated0_MP_sigmoid_1,0.8400 (reliable)
MM_deepfd008_add_activation_function_mutated0_MP_softmax_1,0.8577 (reliable)
MM_deepfd008_add_activation_function_mutated0_MP_softplus_1,0.8084 (reliable)
MM_deepfd008_add_activation_function_mutated0_MP_softsign_1,0.8776 (reliable)
MM_deepfd008_add_activation_function_mutated0_MP_tanh_1,0.9362 (reliable)
MM_deepfd008_add_noise_mutated0_MP_100,0.9200 (reliable)
MM_deepfd008_add_noise_mutated0_MP_25.0,0.8440 (reliable)
MM_deepfd008_add_noise_mutated0_MP_37.5,0.8846 (reliable)
MM_deepfd008_add_noise_mutated0_MP_43.75,0.8773 (reliable)
MM_deepfd008_add_noise_mutated0_MP_46.88,0.9068 (reliable)
MM_deepfd008_add_noise_mutated0_MP_50.0,0.8674 (reliable)
MM_deepfd008_add_noise_mutated0_MP_75.0,0.8988 (reliable)
MM_deepfd008_add_noise_mutated0_MP_78.12,0.8588 (reliable)
MM_deepfd008_add_noise_mutated0_MP_81.25,0.8800 (reliable)
MM_deepfd008_add_noise_mutated0_MP_87.5,0.8972 (reliable)
MM_deepfd008_add_weights_regularisation_mutated0_MP_l1_1,0.7579 (reliable)
MM_deepfd008_add_weights_regularisation_mutated0_MP_l1_l2_1,0.7389 (reliable)
MM_deepfd008_add_weights_regularisation_mutated0_MP_l2_1,0.8342 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_elu_2,0.8276 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_elu_3,0.6459 (unreliable)
MM_deepfd008_change_activation_function_mutated0_MP_exponential_2,0.8446 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_exponential_3,0.8359 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_hard_sigmoid_2,0.8329 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_hard_sigmoid_3,0.8825 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_linear_2,0.7802 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_linear_3,0.5615 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_relu_2,0.9008 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_selu_2,0.9074 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_selu_3,0.6327 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_sigmoid_2,0.8312 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_sigmoid_3,0.8951 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_softmax_2,0.6863 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_softmax_3,0.8106 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_softplus_2,0.8958 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_softplus_3,0.8723 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_softsign_2,0.8278 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_softsign_3,0.5851 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_tanh_2,0.8167 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_tanh_3,0.6019 (reliable)
MM_deepfd008_change_batch_size_mutated0_MP_128_128,0.8451 (reliable)
MM_deepfd008_change_batch_size_mutated0_MP_16_16,0.8321 (reliable)
MM_deepfd008_change_batch_size_mutated0_MP_64_64,0.8678 (reliable)
MM_deepfd008_change_batch_size_mutated0_MP_8_8,0.8647 (reliable)
MM_deepfd008_change_epochs_mutated0_MP_1,0.8365 (reliable)
MM_deepfd008_change_epochs_mutated0_MP_6,0.8656 (reliable)
MM_deepfd008_change_epochs_mutated0_MP_7,0.9023 (reliable)
MM_deepfd008_change_epochs_mutated0_MP_8,0.8322 (reliable)
MM_deepfd008_change_epochs_mutated0_MP_9,0.8442 (reliable)
MM_deepfd008_change_label_mutated0_MP_100,0.4426 (reliable)
MM_deepfd008_change_label_mutated0_MP_12.5,0.8344 (reliable)
MM_deepfd008_change_label_mutated0_MP_25.0,0.8919 (reliable)
MM_deepfd008_change_label_mutated0_MP_3.12,0.8696 (reliable)
MM_deepfd008_change_label_mutated0_MP_50.0,0.8477 (reliable)
MM_deepfd008_change_label_mutated0_MP_6.25,0.8705 (reliable)
MM_deepfd008_change_label_mutated0_MP_62.5,0.9162 (reliable)
MM_deepfd008_change_label_mutated0_MP_65.62,0.8585 (reliable)
