,FM_deeplocalize030_faulty
MM_deeplocalize030_add_noise_mutated0_MP_100,0.0508 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l1_1,0.9098 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l1_2,0.7177 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l1_3,0.0625 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l1_4,0.8833 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l1_5,0.6692 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l1_6,0.4074 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l1_l2_1,0.7153 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l1_l2_2,0.9244 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l1_l2_3,0.0000 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l1_l2_4,0.3111 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l1_l2_5,0.4853 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l1_l2_6,0.5415 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l2_1,0.0312 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l2_2,0.5385 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l2_3,0.0625 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l2_4,0.6536 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l2_5,0.8308 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l2_6,0.8952 (unreliable)
MM_deeplocalize030_change_activation_function_mutated0_MP_elu_1,0.6529 (unreliable)
MM_deeplocalize030_change_activation_function_mutated0_MP_elu_2,0.7826 (unreliable)
MM_deeplocalize030_change_activation_function_mutated0_MP_elu_3,0.9561 (unreliable)
MM_deeplocalize030_change_activation_function_mutated0_MP_elu_4,0.8162 (unreliable)
MM_deeplocalize030_change_activation_function_mutated0_MP_elu_5,0.5000 (unreliable)
MM_deeplocalize030_change_activation_function_mutated0_MP_elu_6,0.4178 (unreliable)
MM_deeplocalize030_change_activation_function_mutated0_MP_exponential_1,0.0588 (unreliable)
MM_deeplocalize030_change_activation_function_mutated0_MP_exponential_2,0.8661 (unreliable)
MM_deeplocalize030_change_activation_function_mutated0_MP_exponential_3,0.1034 (unreliable)
MM_deeplocalize030_change_activation_function_mutated0_MP_exponential_4,0.0323 (unreliable)
MM_deeplocalize030_change_activation_function_mutated0_MP_exponential_5,0.5723 (unreliable)
MM_deeplocalize030_change_activation_function_mutated0_MP_exponential_6,0.9098 (unreliable)
MM_deeplocalize030_change_activation_function_mutated0_MP_hard_sigmoid_1,0.7692 (unreliable)
MM_deeplocalize030_change_activation_function_mutated0_MP_hard_sigmoid_2,0.8730 (unreliable)
