,FM_deeplocalize011_faulty
MM_deeplocalize011_original0_GF_0.01_1,0.0000 (unreliable)
MM_deeplocalize011_original0_LA_0.01_1,0.0000 (unreliable)
MM_deeplocalize011_original0_NAI_0.01_1,0.0000 (unreliable)
MM_deeplocalize011_original0_NEB_0.01_1,0.0000 (unreliable)
MM_deeplocalize011_original1_GF_0.01_1,1.0000 (unreliable)
MM_deeplocalize011_original1_LA_0.01_1,0.6923 (unreliable)
MM_deeplocalize011_original1_NS_0.01_1,1.0000 (unreliable)
MM_deeplocalize011_original1_WS_0.01_1,1.0000 (unreliable)
MM_deeplocalize011_original2_GF_0.01_1,0.0000 (unreliable)
MM_deeplocalize011_original2_LA_0.01_1,0.0000 (unreliable)
MM_deeplocalize011_original2_NAI_0.01_1,0.0000 (unreliable)
MM_deeplocalize011_original2_NEB_0.01_1,0.0000 (unreliable)
MM_deeplocalize011_original2_NS_0.01_1,0.0000 (unreliable)
MM_deeplocalize011_original3_GF_0.01_1,1.0000 (unreliable)
MM_deeplocalize011_original3_LA_0.01_1,1.0000 (unreliable)
MM_deeplocalize011_original3_NAI_0.01_1,1.0000 (unreliable)
MM_deeplocalize011_original3_NEB_0.01_1,1.0000 (unreliable)
MM_deeplocalize011_original3_WS_0.01_1,1.0000 (unreliable)
MM_deeplocalize011_original4_GF_0.01_1,0.0000 (unreliable)
MM_deeplocalize011_original4_LA_0.01_1,0.0000 (unreliable)
MM_deeplocalize011_original4_NS_0.01_1,0.0000 (unreliable)
MM_deeplocalize011_original4_WS_0.01_1,0.0000 (unreliable)
