,FM_defect4ml067_faulty
MM_defect4ml067_add_noise_mutated0_MP_100,0.7734 (reliable)
MM_defect4ml067_add_noise_mutated0_MP_25.0,0.9452 (reliable)
MM_defect4ml067_add_noise_mutated0_MP_31.25,0.9607 (reliable)
MM_defect4ml067_add_noise_mutated0_MP_34.38,0.9460 (reliable)
MM_defect4ml067_add_noise_mutated0_MP_37.5,0.9291 (reliable)
MM_defect4ml067_add_noise_mutated0_MP_50.0,0.8947 (reliable)
MM_defect4ml067_add_weights_regularisation_mutated0_MP_l1_0,0.7714 (reliable)
MM_defect4ml067_add_weights_regularisation_mutated0_MP_l1_3,0.7922 (reliable)
MM_defect4ml067_add_weights_regularisation_mutated0_MP_l1_6,0.8483 (reliable)
MM_defect4ml067_add_weights_regularisation_mutated0_MP_l1_l2_0,0.7994 (reliable)
MM_defect4ml067_add_weights_regularisation_mutated0_MP_l1_l2_3,0.9316 (reliable)
MM_defect4ml067_add_weights_regularisation_mutated0_MP_l1_l2_6,0.9622 (reliable)
MM_defect4ml067_add_weights_regularisation_mutated0_MP_l2_0,0.9456 (reliable)
MM_defect4ml067_add_weights_regularisation_mutated0_MP_l2_3,0.9629 (reliable)
MM_defect4ml067_add_weights_regularisation_mutated0_MP_l2_6,0.9838 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_elu_0,0.9157 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_elu_1,0.9855 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_elu_3,0.8993 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_elu_4,0.9870 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_elu_6,0.9947 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_elu_7,0.7835 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_hard_sigmoid_0,0.9183 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_hard_sigmoid_1,0.9261 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_hard_sigmoid_3,0.9502 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_hard_sigmoid_4,0.9510 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_hard_sigmoid_6,0.7901 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_hard_sigmoid_7,0.6745 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_linear_0,0.9152 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_linear_1,0.9724 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_linear_3,0.9212 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_linear_4,0.9482 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_linear_6,0.9490 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_linear_7,0.7697 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_relu_0,0.9427 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_relu_1,0.8937 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_relu_3,0.9226 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_relu_4,0.8957 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_relu_6,0.7901 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_relu_7,0.7082 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_selu_0,0.9140 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_selu_1,0.9794 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_selu_3,0.9212 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_selu_4,0.9713 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_selu_6,0.9906 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_selu_7,0.7482 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_sigmoid_0,0.9468 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_sigmoid_1,0.9183 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_sigmoid_3,0.9403 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_sigmoid_4,0.9681 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_sigmoid_6,0.7901 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_sigmoid_7,0.8891 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_softmax_0,0.9290 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_softmax_1,0.8903 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_softmax_3,0.9274 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_softmax_4,0.9250 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_softmax_6,0.7901 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_softmax_7,0.9941 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_softplus_0,0.9081 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_softplus_1,0.8623 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_softplus_3,0.9717 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_softplus_4,0.9624 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_softplus_6,0.7901 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_softplus_7,0.9098 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_softsign_0,0.9561 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_softsign_1,0.9581 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_softsign_3,0.9896 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_softsign_4,0.9839 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_softsign_6,0.9692 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_softsign_7,0.6870 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_tanh_0,0.9329 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_tanh_1,0.9540 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_tanh_3,0.9648 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_tanh_4,0.9846 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_tanh_6,0.9823 (reliable)
MM_defect4ml067_change_activation_function_mutated0_MP_tanh_7,0.6965 (reliable)
MM_defect4ml067_change_batch_size_mutated0_MP_10_10,0.9052 (reliable)
MM_defect4ml067_change_batch_size_mutated0_MP_40_40,0.9638 (reliable)
MM_defect4ml067_change_batch_size_mutated0_MP_5_5,0.9301 (reliable)
MM_defect4ml067_change_batch_size_mutated0_MP_80_80,0.9094 (reliable)
MM_defect4ml067_change_dropout_rate_mutated0_MP_0.125_0.125_2,0.9537 (reliable)
MM_defect4ml067_change_dropout_rate_mutated0_MP_0.125_0.125_5,0.7624 (reliable)
MM_defect4ml067_change_dropout_rate_mutated0_MP_0.25_0.25_2,0.9606 (reliable)
MM_defect4ml067_change_dropout_rate_mutated0_MP_0.25_0.25_5,0.9103 (reliable)
MM_defect4ml067_change_dropout_rate_mutated0_MP_0.75_0.75_2,0.7887 (reliable)
