,FM_defect4ml051_faulty
MM_defect4ml051_GF_0.01_1,0.3425 (unreliable)
MM_defect4ml051_GF_0.1_1,0.2846 (unreliable)
MM_defect4ml051_GF_0.2_1,0.2260 (unreliable)
MM_defect4ml051_GF_0.6_1,0.0797 (reliable)
MM_defect4ml051_GF_1.0_1,0.0486 (reliable)
MM_defect4ml051_LA_0.01_1,0.0179 (unreliable)
MM_defect4ml051_LD_0.01_1,0.0000 (unreliable)
MM_defect4ml051_LR_0.01_1,0.0000 (unreliable)
MM_defect4ml051_NAI_0.01_1,0.0372 (reliable)
MM_defect4ml051_NEB_0.01_1,0.1796 (unreliable)
MM_defect4ml051_NEB_0.1_1,0.0369 (reliable)
MM_defect4ml051_NEB_0.2_1,0.0234 (unreliable)
MM_defect4ml051_NEB_0.6_1,0.0108 (reliable)
MM_defect4ml051_NS_0.01_1,0.1006 (unreliable)
MM_defect4ml051_NS_0.1_1,0.0336 (reliable)
MM_defect4ml051_NS_0.2_1,0.0222 (unreliable)
MM_defect4ml051_NS_1.0_1,0.0110 (reliable)
MM_defect4ml051_WS_0.01_1,0.0519 (unreliable)
MM_defect4ml051_WS_0.1_1,0.0345 (reliable)
MM_defect4ml051_WS_0.2_1,0.0218 (unreliable)
