,FM_cleanml017_faulty
MM_cleanml017_add_noise_mutated0_MP_100,0.3816 (reliable)
MM_cleanml017_add_noise_mutated0_MP_12.5,0.5778 (reliable)
MM_cleanml017_add_noise_mutated0_MP_15.62,0.5952 (reliable)
MM_cleanml017_add_noise_mutated0_MP_18.75,0.5476 (reliable)
MM_cleanml017_add_noise_mutated0_MP_21.88,0.5536 (reliable)
MM_cleanml017_add_noise_mutated0_MP_25.0,0.5491 (reliable)
MM_cleanml017_add_noise_mutated0_MP_50.0,0.4373 (reliable)
MM_cleanml017_add_noise_mutated0_MP_6.25,0.5644 (reliable)
MM_cleanml017_add_noise_mutated0_MP_9.38,0.6103 (reliable)
MM_cleanml017_add_weights_regularisation_mutated0_MP_l1_1,0.3300 (reliable)
MM_cleanml017_add_weights_regularisation_mutated0_MP_l1_2,0.4644 (reliable)
MM_cleanml017_add_weights_regularisation_mutated0_MP_l1_l2_1,0.3349 (reliable)
MM_cleanml017_add_weights_regularisation_mutated0_MP_l1_l2_2,0.4570 (reliable)
MM_cleanml017_add_weights_regularisation_mutated0_MP_l2_1,0.5149 (reliable)
MM_cleanml017_add_weights_regularisation_mutated0_MP_l2_2,0.6100 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_elu_1,0.6002 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_elu_2,0.3627 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_exponential_1,0.3969 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_exponential_2,0.3546 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_hard_sigmoid_1,0.4941 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_hard_sigmoid_2,0.5434 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_linear_1,0.3339 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_linear_2,0.3444 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_relu_1,0.6348 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_relu_2,0.3053 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_selu_1,0.5541 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_selu_2,0.4061 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_sigmoid_1,0.5396 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_sigmoid_2,0.5775 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_softmax_1,0.5277 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_softmax_2,0.2332 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_softplus_1,0.5562 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_softplus_2,0.4475 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_softsign_1,0.4689 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_softsign_2,0.4741 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_tanh_1,0.4438 (reliable)
MM_cleanml017_change_activation_function_mutated0_MP_tanh_2,0.4990 (reliable)
MM_cleanml017_change_batch_size_mutated0_MP_100_100,0.5704 (reliable)
MM_cleanml017_change_batch_size_mutated0_MP_400_400,0.6621 (reliable)
MM_cleanml017_change_batch_size_mutated0_MP_50_50,0.5431 (reliable)
MM_cleanml017_change_batch_size_mutated0_MP_800_800,0.6328 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_1,0.3137 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_100,0.6220 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_14,0.4401 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_150,0.6240 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_175,0.6537 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_188,0.6262 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_191,0.6360 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_192,0.6194 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_194,0.6046 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_2,0.3546 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_26,0.5000 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_4,0.3817 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_50,0.5573 (reliable)
MM_cleanml017_change_epochs_mutated0_MP_8,0.3921 (reliable)
MM_cleanml017_change_label_mutated0_MP_100,0.0970 (reliable)
MM_cleanml017_change_label_mutated0_MP_12.5,0.4259 (reliable)
MM_cleanml017_change_label_mutated0_MP_25.0,0.2749 (reliable)
MM_cleanml017_change_label_mutated0_MP_3.12,0.5513 (reliable)
MM_cleanml017_change_label_mutated0_MP_50.0,0.1234 (reliable)
MM_cleanml017_change_label_mutated0_MP_6.25,0.5359 (reliable)
MM_cleanml017_change_learning_rate_mutated0_MP_False_0.0001,0.4668 (reliable)
MM_cleanml017_change_learning_rate_mutated0_MP_False_0.00055,0.6258 (reliable)
MM_cleanml017_change_learning_rate_mutated0_MP_False_0.00078,0.6330 (reliable)
MM_cleanml017_change_learning_rate_mutated0_MP_False_0.00089,0.6258 (reliable)
MM_cleanml017_change_learning_rate_mutated0_MP_False_0.0009,0.6369 (reliable)
MM_cleanml017_change_learning_rate_mutated0_MP_False_0.00092,0.6367 (reliable)
MM_cleanml017_change_learning_rate_mutated0_MP_False_0.00094,0.6106 (reliable)
MM_cleanml017_change_loss_function_mutated0_MP_binary_crossentropy,0.6189 (reliable)
MM_cleanml017_change_loss_function_mutated0_MP_categorical_crossentropy,0.0970 (reliable)
MM_cleanml017_change_loss_function_mutated0_MP_categorical_hinge,0.4101 (reliable)
MM_cleanml017_change_loss_function_mutated0_MP_hinge,0.4046 (reliable)
MM_cleanml017_change_loss_function_mutated0_MP_huber_loss,0.5931 (reliable)
MM_cleanml017_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.2334 (reliable)
MM_cleanml017_change_loss_function_mutated0_MP_logcosh,0.6141 (reliable)
MM_cleanml017_change_loss_function_mutated0_MP_mean_absolute_error,0.4085 (reliable)
MM_cleanml017_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.0971 (reliable)
MM_cleanml017_change_loss_function_mutated0_MP_mean_squared_error,0.5876 (reliable)
MM_cleanml017_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.4933 (reliable)
MM_cleanml017_change_loss_function_mutated0_MP_poisson,0.5737 (reliable)
MM_cleanml017_change_loss_function_mutated0_MP_squared_hinge,0.2164 (reliable)
MM_cleanml017_change_optimisation_function_mutated0_MP_adadelta,0.2894 (reliable)
MM_cleanml017_change_optimisation_function_mutated0_MP_adagrad,0.3666 (reliable)
MM_cleanml017_change_optimisation_function_mutated0_MP_adamax,0.6041 (reliable)
MM_cleanml017_change_optimisation_function_mutated0_MP_nadam,0.6120 (reliable)
MM_cleanml017_change_optimisation_function_mutated0_MP_rmsprop,0.5819 (reliable)
MM_cleanml017_change_optimisation_function_mutated0_MP_sgd,0.4187 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_constant_1,0.2332 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_constant_2,0.6049 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_glorot_normal_1,0.6018 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_glorot_normal_2,0.6483 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_glorot_uniform_1,0.6494 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_glorot_uniform_2,0.6359 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_he_normal_1,0.6155 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_he_normal_2,0.6037 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_he_uniform_1,0.6332 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_he_uniform_2,0.5899 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_identity_1,0.6404 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_identity_2,0.6264 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_lecun_normal_1,0.6267 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_lecun_normal_2,0.6202 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_lecun_uniform_1,0.6424 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_lecun_uniform_2,0.6191 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_ones_1,0.3210 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_ones_2,0.4068 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_orthogonal_1,0.6193 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_orthogonal_2,0.5864 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_random_normal_1,0.6143 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_random_normal_2,0.6407 (reliable)
MM_cleanml017_change_weights_initialisation_mutated0_MP_random_uniform_1,0.5946 (reliable)
