,FM_cleanml001_faulty
MM_cleanml012_original0_GF_0.01_1,0.3018867924528302
MM_cleanml012_original0_LA_0.01_1,0.21940928270042195
MM_cleanml012_original0_NAI_0.01_1,0.26824457593688367
MM_cleanml012_original0_NEB_0.01_1,0.2758620689655173
MM_cleanml012_original0_NS_0.01_1,0.23545706371191136
MM_cleanml012_original0_WS_0.01_1,0.2173913043478261
MM_cleanml012_original1_GF_0.01_1,0.3241469816272966
MM_cleanml012_original1_LA_0.01_1,0.3076923076923077
MM_cleanml012_original1_NAI_0.01_1,0.3230769230769231
MM_cleanml012_original1_NEB_0.01_1,0.38934426229508196
MM_cleanml012_original1_NS_0.01_1,0.3643892339544514
MM_cleanml012_original1_WS_0.01_1,0.33333333333333337
MM_cleanml012_original2_GF_0.01_1,0.24675324675324672
MM_cleanml012_original2_LA_0.01_1,0.22680412371134018
MM_cleanml012_original2_NAI_0.01_1,0.2816229116945107
MM_cleanml012_original2_NEB_0.01_1,0.2878228782287823
MM_cleanml012_original2_NS_0.01_1,0.2557692307692308
MM_cleanml012_original2_WS_0.01_1,0.22107969151670956
MM_cleanml012_original3_GF_0.01_1,0.2819148936170213
MM_cleanml012_original3_LA_0.01_1,0.05752330226364847
MM_cleanml012_original3_NAI_0.01_1,0.2611940298507463
MM_cleanml012_original3_NEB_0.01_1,0.27405247813411077
MM_cleanml012_original3_NS_0.01_1,0.2620689655172414
MM_cleanml012_original3_WS_0.01_1,0.3022388059701493
MM_cleanml012_original4_GF_0.01_1,0.5467625899280575
MM_cleanml012_original4_LA_0.01_1,0.05056342097659636
MM_cleanml012_original4_NAI_0.01_1,0.4093959731543624
MM_cleanml012_original4_NEB_0.01_1,0.3138373751783168
MM_cleanml012_original4_NS_0.01_1,0.4542772861356932
MM_cleanml012_original4_WS_0.01_1,0.5722222222222223
