,FM_deepfd002_faulty
MM_deepfd002_add_noise_mutated0_MP_100,0.1333 (reliable)
MM_deepfd002_add_noise_mutated0_MP_25.0,0.5114 (reliable)
MM_deepfd002_add_noise_mutated0_MP_31.25,0.4866 (reliable)
MM_deepfd002_add_noise_mutated0_MP_34.38,0.4878 (reliable)
MM_deepfd002_add_noise_mutated0_MP_37.5,0.4786 (reliable)
MM_deepfd002_add_noise_mutated0_MP_50.0,0.4377 (reliable)
MM_deepfd002_add_weights_regularisation_mutated0_MP_l1_1,0.0081 (reliable)
MM_deepfd002_add_weights_regularisation_mutated0_MP_l1_3,0.0081 (reliable)
MM_deepfd002_add_weights_regularisation_mutated0_MP_l1_5,0.0134 (reliable)
MM_deepfd002_add_weights_regularisation_mutated0_MP_l1_l2_1,0.0081 (reliable)
MM_deepfd002_add_weights_regularisation_mutated0_MP_l1_l2_3,0.0081 (reliable)
MM_deepfd002_add_weights_regularisation_mutated0_MP_l1_l2_5,0.0115 (reliable)
MM_deepfd002_add_weights_regularisation_mutated0_MP_l2_1,0.1957 (reliable)
MM_deepfd002_add_weights_regularisation_mutated0_MP_l2_3,0.1591 (reliable)
MM_deepfd002_add_weights_regularisation_mutated0_MP_l2_5,0.1160 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_elu_1,0.3697 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_elu_3,0.4454 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_elu_5,0.0079 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_exponential_1,0.1558 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_exponential_3,0.4020 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_hard_sigmoid_1,0.0471 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_hard_sigmoid_3,0.0541 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_hard_sigmoid_5,0.0080 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_linear_1,0.4223 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_linear_3,0.3971 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_linear_5,0.0081 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_relu_1,0.5210 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_relu_3,0.5000 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_relu_5,0.0079 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_selu_1,0.4627 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_selu_3,0.4663 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_selu_5,0.0078 (reliable)
