,FM_cleanml016_faulty
MM_cleanml016_add_noise_mutated0_MP_100,0.3512 (reliable)
MM_cleanml016_add_noise_mutated0_MP_12.5,0.5424 (reliable)
MM_cleanml016_add_noise_mutated0_MP_18.75,0.5109 (reliable)
MM_cleanml016_add_noise_mutated0_MP_21.88,0.4972 (reliable)
MM_cleanml016_add_noise_mutated0_MP_25.0,0.4793 (reliable)
MM_cleanml016_add_noise_mutated0_MP_28.12,0.4791 (reliable)
MM_cleanml016_add_noise_mutated0_MP_31.25,0.4475 (reliable)
MM_cleanml016_add_noise_mutated0_MP_37.5,0.4477 (reliable)
MM_cleanml016_add_noise_mutated0_MP_50.0,0.4203 (reliable)
MM_cleanml016_add_weights_regularisation_mutated0_MP_l1_1,0.3406 (reliable)
MM_cleanml016_add_weights_regularisation_mutated0_MP_l1_2,0.5144 (reliable)
MM_cleanml016_add_weights_regularisation_mutated0_MP_l1_l2_1,0.3451 (reliable)
MM_cleanml016_add_weights_regularisation_mutated0_MP_l1_l2_2,0.4974 (reliable)
MM_cleanml016_add_weights_regularisation_mutated0_MP_l2_1,0.5246 (reliable)
MM_cleanml016_add_weights_regularisation_mutated0_MP_l2_2,0.6497 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_elu_1,0.6103 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_elu_2,0.3134 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_exponential_1,0.3934 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_exponential_2,0.4658 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_hard_sigmoid_1,0.4266 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_hard_sigmoid_2,0.4898 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_linear_1,0.3430 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_linear_2,0.3769 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_relu_1,0.5954 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_relu_2,0.3176 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_selu_1,0.5806 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_selu_2,0.3062 (reliable)
MM_cleanml016_change_activation_function_mutated0_MP_sigmoid_1,0.5504 (reliable)
