,FM_deepfd024_faulty
MM_deepfd024_add_noise_mutated0_MP_100,0.0
MM_deepfd024_add_noise_mutated0_MP_25.0,0.0
MM_deepfd024_add_noise_mutated0_MP_31.25,0.0
MM_deepfd024_add_noise_mutated0_MP_34.38,0.0
MM_deepfd024_add_noise_mutated0_MP_37.5,0.0
MM_deepfd024_add_noise_mutated0_MP_50.0,0.0
MM_deepfd024_add_weights_regularisation_mutated0_MP_l1_1,0.0
MM_deepfd024_add_weights_regularisation_mutated0_MP_l1_2,0.0
MM_deepfd024_add_weights_regularisation_mutated0_MP_l1_l2_1,0.0
MM_deepfd024_add_weights_regularisation_mutated0_MP_l1_l2_2,0.0
MM_deepfd024_add_weights_regularisation_mutated0_MP_l2_1,0.0
MM_deepfd024_add_weights_regularisation_mutated0_MP_l2_2,0.0
MM_deepfd024_change_activation_function_mutated0_MP_elu_1,0.0
MM_deepfd024_change_activation_function_mutated0_MP_exponential_1,0.0
MM_deepfd024_change_activation_function_mutated0_MP_exponential_2,0.0
MM_deepfd024_change_activation_function_mutated0_MP_hard_sigmoid_1,0.0
MM_deepfd024_change_activation_function_mutated0_MP_hard_sigmoid_2,0.0
MM_deepfd024_change_activation_function_mutated0_MP_linear_1,0.0
MM_deepfd024_change_activation_function_mutated0_MP_linear_2,0.0
MM_deepfd024_change_activation_function_mutated0_MP_relu_1,0.0
MM_deepfd024_change_activation_function_mutated0_MP_selu_1,0.0
MM_deepfd024_change_activation_function_mutated0_MP_selu_2,0.0
MM_deepfd024_change_activation_function_mutated0_MP_sigmoid_1,0.0
MM_deepfd024_change_activation_function_mutated0_MP_sigmoid_2,0.0
MM_deepfd024_change_activation_function_mutated0_MP_softmax_1,0.0
MM_deepfd024_change_activation_function_mutated0_MP_softmax_2,0.0
MM_deepfd024_change_activation_function_mutated0_MP_softplus_1,0.0
MM_deepfd024_change_activation_function_mutated0_MP_softplus_2,0.0
MM_deepfd024_change_activation_function_mutated0_MP_softsign_1,0.0
MM_deepfd024_change_activation_function_mutated0_MP_softsign_2,0.0
MM_deepfd024_change_activation_function_mutated0_MP_tanh_1,0.0
