,FM_cleanml014_faulty
MM_cleanml014_add_noise_mutated0_MP_100,0.3742926434923201
MM_cleanml014_add_noise_mutated0_MP_50.0,0.5274725274725275
MM_cleanml014_add_noise_mutated0_MP_75.0,0.5416068866571019
MM_cleanml014_add_noise_mutated0_MP_87.5,0.5826446280991735
MM_cleanml014_add_noise_mutated0_MP_93.75,0.49568106312292354
MM_cleanml014_add_noise_mutated0_MP_96.88,0.4932975871313674
MM_cleanml014_add_weights_regularisation_mutated0_MP_l1_1,0.6770623742454729
MM_cleanml014_add_weights_regularisation_mutated0_MP_l1_2,0.6211920529801326
MM_cleanml014_add_weights_regularisation_mutated0_MP_l1_l2_1,0.6750503018108652
MM_cleanml014_add_weights_regularisation_mutated0_MP_l1_l2_2,0.6233062330623306
MM_cleanml014_add_weights_regularisation_mutated0_MP_l2_1,0.547051442910916
MM_cleanml014_add_weights_regularisation_mutated0_MP_l2_2,0.5665529010238908
MM_cleanml014_change_activation_function_mutated0_MP_elu_1,0.5625859697386518
MM_cleanml014_change_activation_function_mutated0_MP_elu_2,0.5761802575107298
MM_cleanml014_change_activation_function_mutated0_MP_exponential_1,0.4693877551020408
MM_cleanml014_change_activation_function_mutated0_MP_exponential_2,0.6671087533156498
MM_cleanml014_change_activation_function_mutated0_MP_hard_sigmoid_1,0.6385696040868454
MM_cleanml014_change_activation_function_mutated0_MP_hard_sigmoid_2,0.5596816976127321
MM_cleanml014_change_activation_function_mutated0_MP_linear_1,0.6313276026743074
MM_cleanml014_change_activation_function_mutated0_MP_linear_2,0.5736894164193868
MM_cleanml014_change_activation_function_mutated0_MP_relu_1,0.4918648310387984
MM_cleanml014_change_activation_function_mutated0_MP_relu_2,0.6366120218579235
MM_cleanml014_change_activation_function_mutated0_MP_selu_1,0.5294811320754716
MM_cleanml014_change_activation_function_mutated0_MP_selu_2,0.5096322241681261
MM_cleanml014_change_activation_function_mutated0_MP_sigmoid_1,0.5911179173047475
MM_cleanml014_change_activation_function_mutated0_MP_sigmoid_2,0.5681511470985157
MM_cleanml014_change_activation_function_mutated0_MP_softmax_1,0.5431578947368422
MM_cleanml014_change_activation_function_mutated0_MP_softmax_2,0.08420378083947451
MM_cleanml014_change_activation_function_mutated0_MP_softplus_1,0.5635593220338982
MM_cleanml014_change_activation_function_mutated0_MP_softplus_2,0.6384439359267735
MM_cleanml014_change_activation_function_mutated0_MP_softsign_1,0.49999999999999994
MM_cleanml014_change_activation_function_mutated0_MP_softsign_2,0.4736297828335057
MM_cleanml014_change_activation_function_mutated0_MP_tanh_1,0.49126413155190124
MM_cleanml014_change_activation_function_mutated0_MP_tanh_2,0.37719298245614036
MM_cleanml014_change_batch_size_mutated0_MP_100_100,0.5449308755760368
MM_cleanml014_change_batch_size_mutated0_MP_400_400,0.5450704225352113
MM_cleanml014_change_batch_size_mutated0_MP_50_50,0.5696594427244582
MM_cleanml014_change_batch_size_mutated0_MP_800_800,0.5553869499241274
MM_cleanml014_change_epochs_mutated0_MP_1,0.47873107426099504
MM_cleanml014_change_epochs_mutated0_MP_100,0.5316455696202532
