,FM_deeplocalize035_faulty
MM_deeplocalize035_add_noise_mutated0_MP_100,0.0656 (reliable)
MM_deeplocalize035_add_noise_mutated0_MP_50.0,0.2142 (reliable)
MM_deeplocalize035_add_noise_mutated0_MP_62.5,0.2447 (reliable)
MM_deeplocalize035_add_noise_mutated0_MP_65.62,0.1616 (reliable)
MM_deeplocalize035_add_noise_mutated0_MP_68.75,0.1681 (reliable)
MM_deeplocalize035_add_noise_mutated0_MP_75.0,0.1269 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_10,0.0641 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_12,0.1017 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_2,0.3395 (unreliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_3,0.1184 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_4,0.1216 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_6,0.0798 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_7,0.0253 (unreliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_l2_10,0.0524 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_l2_12,0.1098 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_l2_2,0.3017 (unreliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_l2_3,0.1545 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_l2_4,0.0950 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_l2_6,0.0596 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l1_l2_7,0.0387 (unreliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l2_10,0.1670 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l2_12,0.2547 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l2_2,0.3534 (unreliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l2_3,0.2214 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l2_4,0.2955 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l2_6,0.2455 (reliable)
MM_deeplocalize035_add_weights_regularisation_mutated0_MP_l2_7,0.3402 (reliable)
MM_deeplocalize035_change_activation_function_mutated0_MP_elu_10,0.4187 (unreliable)
MM_deeplocalize035_change_activation_function_mutated0_MP_elu_12,0.0200 (reliable)
MM_deeplocalize035_change_activation_function_mutated0_MP_elu_2,0.6284 (unreliable)
MM_deeplocalize035_change_activation_function_mutated0_MP_elu_3,0.1555 (unreliable)
MM_deeplocalize035_change_activation_function_mutated0_MP_elu_4,0.2079 (unreliable)
MM_deeplocalize035_change_activation_function_mutated0_MP_elu_6,0.4819 (unreliable)
MM_deeplocalize035_change_activation_function_mutated0_MP_elu_7,0.2308 (unreliable)
MM_deeplocalize035_change_activation_function_mutated0_MP_exponential_10,0.2372 (reliable)
MM_deeplocalize035_change_activation_function_mutated0_MP_exponential_2,0.5142 (unreliable)
MM_deeplocalize035_change_activation_function_mutated0_MP_exponential_3,0.1169 (reliable)
MM_deeplocalize035_change_activation_function_mutated0_MP_exponential_4,0.1185 (reliable)
MM_deeplocalize035_change_activation_function_mutated0_MP_exponential_6,0.0684 (reliable)
