,FM_defect4ml047_faulty
MM_defect4ml047_original0_GF_0.01_1,0.6561 (reliable)
MM_defect4ml047_original0_LD_0.01_1,0.4830 (reliable)
MM_defect4ml047_original0_LR_0.01_1,0.4573 (reliable)
MM_defect4ml047_original0_NAI_0.01_1,0.4494 (reliable)
MM_defect4ml047_original0_NEB_0.01_1,0.4437 (reliable)
MM_defect4ml047_original0_NS_0.01_1,0.5055 (reliable)
MM_defect4ml047_original0_WS_0.01_1,0.5612 (reliable)
MM_defect4ml047_original1_GF_0.01_1,0.8249 (reliable)
MM_defect4ml047_original1_LD_0.01_1,0.6909 (reliable)
MM_defect4ml047_original1_LR_0.01_1,0.4495 (reliable)
MM_defect4ml047_original1_NAI_0.01_1,0.5431 (reliable)
MM_defect4ml047_original1_NEB_0.01_1,0.5992 (reliable)
MM_defect4ml047_original1_NS_0.01_1,0.6000 (reliable)
MM_defect4ml047_original1_WS_0.01_1,0.6282 (reliable)
MM_defect4ml047_original2_GF_0.01_1,0.8168 (reliable)
MM_defect4ml047_original2_LA_0.01_1,0.7043 (unreliable)
MM_defect4ml047_original2_LD_0.01_1,0.7025 (reliable)
MM_defect4ml047_original2_LR_0.01_1,0.6431 (unreliable)
MM_defect4ml047_original2_NAI_0.01_1,0.4297 (reliable)
MM_defect4ml047_original2_NEB_0.01_1,0.6701 (reliable)
MM_defect4ml047_original2_NS_0.01_1,0.5664 (reliable)
MM_defect4ml047_original2_WS_0.01_1,0.7547 (reliable)
MM_defect4ml047_original3_GF_0.01_1,0.7872 (reliable)
MM_defect4ml047_original3_LA_0.01_1,0.4218 (unreliable)
MM_defect4ml047_original3_LD_0.01_1,0.7738 (reliable)
MM_defect4ml047_original3_LR_0.01_1,0.8849 (unreliable)
MM_defect4ml047_original3_NAI_0.01_1,0.7071 (reliable)
MM_defect4ml047_original3_NEB_0.01_1,0.8123 (reliable)
MM_defect4ml047_original3_NS_0.01_1,0.7846 (reliable)
MM_defect4ml047_original3_WS_0.01_1,0.9030 (reliable)
MM_defect4ml047_original4_GF_0.01_1,0.8841 (reliable)
MM_defect4ml047_original4_LA_0.01_1,0.8895 (reliable)
MM_defect4ml047_original4_LD_0.01_1,0.8713 (reliable)
MM_defect4ml047_original4_LR_0.01_1,0.6958 (unreliable)
MM_defect4ml047_original4_NAI_0.01_1,0.6299 (reliable)
MM_defect4ml047_original4_NEB_0.01_1,0.9003 (unreliable)
MM_defect4ml047_original4_NS_0.01_1,0.6707 (unreliable)
MM_defect4ml047_original4_WS_0.01_1,0.8630 (reliable)
