,FM_defect4ml098_faulty
MM_defect4ml098_add_activation_function_mutated0_MP_elu_0,0.9747 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_elu_1,0.9427 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_elu_2,0.9367 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_elu_3,0.9600 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_exponential_0,0.9699 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_exponential_1,0.9605 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_exponential_2,0.9730 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_exponential_3,0.9560 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_hard_sigmoid_0,0.8907 (unreliable)
MM_defect4ml098_add_activation_function_mutated0_MP_hard_sigmoid_1,0.8879 (unreliable)
MM_defect4ml098_add_activation_function_mutated0_MP_hard_sigmoid_2,0.9502 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_hard_sigmoid_3,0.9644 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_linear_0,0.9676 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_linear_1,0.9870 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_linear_2,0.9576 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_linear_3,0.9761 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_relu_0,0.9636 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_relu_1,0.9248 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_relu_2,0.9456 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_relu_3,0.9383 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_selu_0,0.9544 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_selu_1,0.9660 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_selu_2,0.9428 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_selu_3,0.9586 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_sigmoid_0,0.9737 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_sigmoid_1,0.9187 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_sigmoid_2,0.9618 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_sigmoid_3,0.9669 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_softmax_0,0.9572 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_softmax_1,0.9733 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_softmax_2,0.9388 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_softmax_3,0.9612 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_softplus_0,0.9629 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_softplus_1,0.9489 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_softplus_2,0.9683 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_softplus_3,0.8908 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_softsign_0,0.9430 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_softsign_1,0.9492 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_softsign_2,0.9443 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_softsign_3,0.9481 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_tanh_0,0.9227 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_tanh_1,0.9835 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_tanh_2,0.9601 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_tanh_3,0.9685 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_100,0.9577 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_12.5,0.9709 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_25.0,0.9475 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_3.12,0.9401 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_50.0,0.9722 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_6.25,0.9377 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_62.5,0.9744 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_68.75,0.9639 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_71.88,0.9681 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_75.0,0.9683 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_81.25,0.9638 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_84.38,0.9475 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_87.5,0.9573 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_93.75,0.9227 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_96.88,0.9532 (reliable)
MM_defect4ml098_add_weights_regularisation_mutated0_MP_l1_0,0.9432 (reliable)
MM_defect4ml098_add_weights_regularisation_mutated0_MP_l1_1,0.9561 (reliable)
MM_defect4ml098_add_weights_regularisation_mutated0_MP_l1_2,0.9431 (reliable)
MM_defect4ml098_add_weights_regularisation_mutated0_MP_l1_3,0.9796 (reliable)
MM_defect4ml098_add_weights_regularisation_mutated0_MP_l1_5,0.9417 (reliable)
MM_defect4ml098_add_weights_regularisation_mutated0_MP_l1_6,0.9537 (reliable)
MM_defect4ml098_add_weights_regularisation_mutated0_MP_l1_7,0.9016 (reliable)
MM_defect4ml098_add_weights_regularisation_mutated0_MP_l1_l2_1,0.9733 (reliable)
MM_defect4ml098_add_weights_regularisation_mutated0_MP_l1_l2_3,0.9453 (reliable)
MM_defect4ml098_add_weights_regularisation_mutated0_MP_l1_l2_6,0.9325 (reliable)
MM_defect4ml098_add_weights_regularisation_mutated0_MP_l1_l2_7,0.9636 (reliable)
MM_defect4ml098_add_weights_regularisation_mutated0_MP_l2_0,0.9572 (reliable)
MM_defect4ml098_add_weights_regularisation_mutated0_MP_l2_1,0.9773 (reliable)
MM_defect4ml098_add_weights_regularisation_mutated0_MP_l2_2,0.9412 (reliable)
MM_defect4ml098_add_weights_regularisation_mutated0_MP_l2_3,0.9241 (reliable)
MM_defect4ml098_add_weights_regularisation_mutated0_MP_l2_5,0.9667 (reliable)
MM_defect4ml098_add_weights_regularisation_mutated0_MP_l2_6,0.9501 (reliable)
MM_defect4ml098_add_weights_regularisation_mutated0_MP_l2_7,0.9496 (reliable)
MM_defect4ml098_change_activation_function_mutated0_MP_elu_6,0.8972 (reliable)
MM_defect4ml098_change_activation_function_mutated0_MP_elu_7,0.9135 (reliable)
MM_defect4ml098_change_activation_function_mutated0_MP_exponential_6,0.9466 (reliable)
MM_defect4ml098_change_activation_function_mutated0_MP_exponential_7,0.9433 (reliable)
MM_defect4ml098_change_activation_function_mutated0_MP_hard_sigmoid_6,1.0000 (unreliable)
MM_defect4ml098_change_activation_function_mutated0_MP_hard_sigmoid_7,1.0000 (unreliable)
MM_defect4ml098_change_activation_function_mutated0_MP_linear_6,0.8875 (reliable)
MM_defect4ml098_change_activation_function_mutated0_MP_linear_7,0.8897 (reliable)
MM_defect4ml098_change_activation_function_mutated0_MP_relu_6,1.0000 (unreliable)
MM_defect4ml098_change_activation_function_mutated0_MP_relu_7,1.0000 (unreliable)
MM_defect4ml098_change_activation_function_mutated0_MP_selu_6,0.8977 (reliable)
MM_defect4ml098_change_activation_function_mutated0_MP_selu_7,0.9110 (reliable)
MM_defect4ml098_change_activation_function_mutated0_MP_sigmoid_6,0.9524 (reliable)
MM_defect4ml098_change_activation_function_mutated0_MP_sigmoid_7,0.9657 (reliable)
MM_defect4ml098_change_activation_function_mutated0_MP_softmax_6,0.9633 (reliable)
MM_defect4ml098_change_activation_function_mutated0_MP_softmax_7,0.9468 (reliable)
MM_defect4ml098_change_activation_function_mutated0_MP_softplus_6,0.9436 (reliable)
MM_defect4ml098_change_activation_function_mutated0_MP_softplus_7,0.9404 (reliable)
MM_defect4ml098_change_activation_function_mutated0_MP_softsign_6,0.9259 (reliable)
MM_defect4ml098_change_activation_function_mutated0_MP_softsign_7,0.8931 (reliable)
MM_defect4ml098_change_activation_function_mutated0_MP_tanh_6,0.9295 (reliable)
MM_defect4ml098_change_activation_function_mutated0_MP_tanh_7,0.9320 (reliable)
MM_defect4ml098_change_batch_size_mutated0_MP_128_128,0.9579 (reliable)
MM_defect4ml098_change_batch_size_mutated0_MP_16_16,0.9384 (reliable)
MM_defect4ml098_change_batch_size_mutated0_MP_2_2,0.9332 (reliable)
MM_defect4ml098_change_batch_size_mutated0_MP_32_32,0.9532 (reliable)
MM_defect4ml098_change_batch_size_mutated0_MP_4_4,0.9503 (reliable)
MM_defect4ml098_change_batch_size_mutated0_MP_64_64,0.8972 (reliable)
MM_defect4ml098_change_batch_size_mutated0_MP_8_8,0.9384 (reliable)
MM_defect4ml098_change_epochs_mutated0_MP_1,0.9688 (reliable)
MM_defect4ml098_change_epochs_mutated0_MP_2,0.9229 (reliable)
MM_defect4ml098_change_epochs_mutated0_MP_4,0.9491 (reliable)
MM_defect4ml098_change_epochs_mutated0_MP_5,0.9137 (reliable)
MM_defect4ml098_change_epochs_mutated0_MP_6,0.9680 (reliable)
MM_defect4ml098_change_label_mutated0_MP_100,0.9976 (reliable)
MM_defect4ml098_change_label_mutated0_MP_12.5,0.9179 (reliable)
MM_defect4ml098_change_label_mutated0_MP_15.62,0.9753 (reliable)
MM_defect4ml098_change_label_mutated0_MP_18.75,0.9502 (reliable)
MM_defect4ml098_change_label_mutated0_MP_25.0,0.9558 (reliable)
MM_defect4ml098_change_label_mutated0_MP_28.12,0.9321 (reliable)
MM_defect4ml098_change_label_mutated0_MP_3.12,0.9580 (reliable)
MM_defect4ml098_change_label_mutated0_MP_31.25,0.9486 (reliable)
MM_defect4ml098_change_label_mutated0_MP_37.5,0.9538 (reliable)
MM_defect4ml098_change_label_mutated0_MP_40.62,0.9894 (reliable)
MM_defect4ml098_change_label_mutated0_MP_43.75,0.9626 (reliable)
MM_defect4ml098_change_label_mutated0_MP_50.0,0.9735 (reliable)
MM_defect4ml098_change_label_mutated0_MP_6.25,0.9587 (reliable)
MM_defect4ml098_change_learning_rate_mutated0_MP_False_0.0001,0.9337 (reliable)
MM_defect4ml098_change_learning_rate_mutated0_MP_False_0.00011,0.9467 (reliable)
MM_defect4ml098_change_learning_rate_mutated0_MP_False_0.00012,0.9454 (reliable)
MM_defect4ml098_change_learning_rate_mutated0_MP_False_0.00013,0.9598 (reliable)
MM_defect4ml098_change_learning_rate_mutated0_MP_False_0.00015,0.9468 (reliable)
MM_defect4ml098_change_learning_rate_mutated0_MP_False_0.00021,0.9723 (reliable)
MM_defect4ml098_change_learning_rate_mutated0_MP_False_0.00033,0.9612 (reliable)
MM_defect4ml098_change_learning_rate_mutated0_MP_False_0.00055,0.9681 (reliable)
MM_defect4ml098_change_loss_function_mutated0_MP_categorical_hinge,0.8905 (reliable)
MM_defect4ml098_change_loss_function_mutated0_MP_hinge,0.8936 (reliable)
MM_defect4ml098_change_loss_function_mutated0_MP_huber_loss,0.9124 (reliable)
MM_defect4ml098_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.8907 (reliable)
MM_defect4ml098_change_loss_function_mutated0_MP_logcosh,0.8906 (reliable)
MM_defect4ml098_change_loss_function_mutated0_MP_mean_absolute_error,0.9001 (reliable)
MM_defect4ml098_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.9342 (unreliable)
MM_defect4ml098_change_loss_function_mutated0_MP_mean_squared_error,0.9124 (reliable)
MM_defect4ml098_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.8909 (reliable)
MM_defect4ml098_change_loss_function_mutated0_MP_poisson,0.8901 (reliable)
MM_defect4ml098_change_loss_function_mutated0_MP_squared_hinge,0.8904 (reliable)
MM_defect4ml098_change_optimisation_function_mutated0_MP_adadelta,0.9629 (reliable)
MM_defect4ml098_change_optimisation_function_mutated0_MP_adagrad,0.9716 (reliable)
MM_defect4ml098_change_optimisation_function_mutated0_MP_adamax,0.9476 (reliable)
MM_defect4ml098_change_optimisation_function_mutated0_MP_nadam,0.9022 (reliable)
MM_defect4ml098_change_optimisation_function_mutated0_MP_rmsprop,0.9500 (reliable)
MM_defect4ml098_change_optimisation_function_mutated0_MP_sgd,0.9404 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_constant_0,0.8886 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_constant_1,0.8886 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_constant_2,0.8886 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_constant_3,0.8886 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_constant_5,0.8886 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_constant_6,0.9551 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_constant_7,0.9721 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_glorot_normal_0,0.9603 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_glorot_normal_1,0.9527 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_glorot_normal_2,0.9605 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_glorot_normal_3,0.9224 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_glorot_normal_5,0.9261 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_glorot_normal_6,0.9238 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_glorot_normal_7,0.9694 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_glorot_uniform_0,0.9381 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_glorot_uniform_1,0.9358 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_glorot_uniform_2,0.9787 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_glorot_uniform_3,0.9577 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_glorot_uniform_5,0.9728 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_glorot_uniform_6,0.9483 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_glorot_uniform_7,0.9550 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_he_normal_0,0.9585 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_he_normal_1,0.9513 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_he_normal_2,0.9393 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_he_normal_3,0.9529 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_he_normal_5,0.9550 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_he_normal_6,0.9212 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_he_normal_7,0.9623 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_he_uniform_0,0.9616 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_he_uniform_1,0.9543 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_he_uniform_2,0.9288 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_he_uniform_3,0.9237 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_he_uniform_5,0.9335 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_he_uniform_6,0.9481 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_he_uniform_7,0.9539 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_identity_6,0.9641 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_lecun_normal_0,0.9733 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_lecun_normal_1,0.9533 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_lecun_normal_2,0.9594 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_lecun_normal_3,0.9375 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_lecun_normal_5,0.9416 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_lecun_normal_6,0.9429 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_lecun_normal_7,0.9397 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_lecun_uniform_0,0.9570 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_lecun_uniform_1,0.9611 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_lecun_uniform_2,0.9674 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_lecun_uniform_3,0.9587 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_lecun_uniform_5,0.9779 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_lecun_uniform_6,0.9437 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_lecun_uniform_7,0.9556 (reliable)
MM_defect4ml098_change_weights_initialisation_mutated0_MP_ones_0,0.9474 (reliable)
