,FM_deeplocalize006_faulty
MM_deeplocalize006_GF_0.01_1,0.9086 (reliable)
MM_deeplocalize006_GF_0.1_1,0.8575 (reliable)
MM_deeplocalize006_GF_0.2_1,0.8634 (reliable)
MM_deeplocalize006_GF_0.6_1,0.8788 (reliable)
MM_deeplocalize006_GF_1.0_1,0.9292 (reliable)
MM_deeplocalize006_LD_0.01_1,0.0000 (unreliable)
MM_deeplocalize006_LR_0.01_1,0.9176 (reliable)
MM_deeplocalize006_NAI_0.01_1,0.8663 (reliable)
MM_deeplocalize006_NAI_0.1_1,0.8797 (reliable)
MM_deeplocalize006_NEB_0.01_1,0.7394 (reliable)
MM_deeplocalize006_NEB_0.1_1,0.8355 (reliable)
MM_deeplocalize006_NS_0.01_1,0.7452 (reliable)
MM_deeplocalize006_NS_0.1_1,0.9219 (reliable)
MM_deeplocalize006_NS_0.2_1,0.8924 (reliable)
MM_deeplocalize006_NS_0.6_1,0.8925 (reliable)
MM_deeplocalize006_WS_0.01_1,0.8856 (reliable)
MM_deeplocalize006_WS_0.1_1,0.7866 (reliable)
MM_deeplocalize006_WS_0.2_1,0.8919 (reliable)
