,FM_deepfd014_faulty
MM_deepfd014_GF_0.01_1,0.1860 (reliable)
MM_deepfd014_GF_0.1_1,0.2167 (reliable)
MM_deepfd014_GF_0.2_1,0.1845 (reliable)
MM_deepfd014_GF_0.6_1,0.5406 (reliable)
MM_deepfd014_GF_1.0_1,0.3990 (reliable)
MM_deepfd014_LA_0.01_1,0.0000 (unreliable)
MM_deepfd014_NAI_0.01_1,0.1611 (reliable)
MM_deepfd014_NAI_0.1_1,0.2543 (reliable)
MM_deepfd014_NAI_0.2_1,0.5917 (reliable)
MM_deepfd014_NEB_0.01_1,0.1335 (reliable)
MM_deepfd014_NEB_0.1_1,0.1944 (reliable)
MM_deepfd014_NEB_0.2_1,0.3373 (reliable)
MM_deepfd014_NS_0.1_1,0.2220 (reliable)
MM_deepfd014_WS_0.01_1,0.4483 (reliable)
MM_deepfd014_WS_0.1_1,0.4034 (reliable)
MM_deepfd014_WS_0.2_1,0.3070 (reliable)
