,FM_defect4ml088_faulty
MM_defect4ml088_add_weights_regularisation_mutated0_MP_l1_1,0.5152 (reliable)
MM_defect4ml088_add_weights_regularisation_mutated0_MP_l1_11,0.5063 (reliable)
MM_defect4ml088_add_weights_regularisation_mutated0_MP_l1_14,0.5432 (reliable)
MM_defect4ml088_add_weights_regularisation_mutated0_MP_l1_4,0.5321 (reliable)
MM_defect4ml088_add_weights_regularisation_mutated0_MP_l1_7,0.4312 (reliable)
MM_defect4ml088_add_weights_regularisation_mutated0_MP_l1_l2_1,0.4286 (reliable)
MM_defect4ml088_add_weights_regularisation_mutated0_MP_l1_l2_11,0.4658 (reliable)
MM_defect4ml088_add_weights_regularisation_mutated0_MP_l1_l2_14,0.3875 (reliable)
MM_defect4ml088_add_weights_regularisation_mutated0_MP_l1_l2_4,0.4286 (reliable)
MM_defect4ml088_add_weights_regularisation_mutated0_MP_l1_l2_7,0.4159 (reliable)
MM_defect4ml088_add_weights_regularisation_mutated0_MP_l2_1,0.5000 (reliable)
MM_defect4ml088_add_weights_regularisation_mutated0_MP_l2_11,0.5128 (reliable)
MM_defect4ml088_add_weights_regularisation_mutated0_MP_l2_14,0.4151 (reliable)
MM_defect4ml088_add_weights_regularisation_mutated0_MP_l2_4,0.4268 (reliable)
MM_defect4ml088_add_weights_regularisation_mutated0_MP_l2_7,0.3333 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_elu_1,0.3506 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_elu_11,0.4952 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_elu_12,0.6019 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_elu_14,0.4359 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_elu_15,0.7726 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_elu_2,0.4886 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_elu_4,0.6486 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_elu_5,0.4359 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_elu_7,0.5600 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_elu_8,0.4783 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_exponential_1,0.4658 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_exponential_11,0.5345 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_exponential_12,0.7755 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_exponential_14,0.4043 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_exponential_15,0.4455 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_exponential_2,0.4706 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_exponential_4,0.4658 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_exponential_5,0.4658 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_exponential_7,0.5333 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_exponential_8,0.6000 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_hard_sigmoid_1,0.4658 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_hard_sigmoid_11,0.5714 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_hard_sigmoid_12,0.5281 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_hard_sigmoid_14,0.3919 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_hard_sigmoid_15,0.5352 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_hard_sigmoid_2,0.4507 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_hard_sigmoid_4,0.4658 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_hard_sigmoid_5,0.4694 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_hard_sigmoid_7,0.5844 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_hard_sigmoid_8,0.6272 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_linear_1,0.5747 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_linear_11,0.4762 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_linear_12,0.7080 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_linear_14,0.4691 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_linear_15,0.8968 (unreliable)
MM_defect4ml088_change_activation_function_mutated0_MP_linear_2,0.6404 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_linear_4,0.5122 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_linear_5,0.3690 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_linear_7,0.5278 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_linear_8,0.5824 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_relu_1,0.5119 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_relu_11,0.7000 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_relu_12,0.5915 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_relu_14,0.6169 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_relu_15,0.7797 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_relu_2,0.6543 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_relu_4,0.5526 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_relu_5,0.5972 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_relu_7,0.4557 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_relu_8,0.6214 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_selu_1,0.4762 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_selu_11,0.4713 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_selu_12,0.6923 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_selu_14,0.6075 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_selu_15,0.8958 (unreliable)
MM_defect4ml088_change_activation_function_mutated0_MP_selu_2,0.4891 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_selu_4,0.5833 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_selu_5,0.5432 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_selu_7,0.5227 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_selu_8,0.5446 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_sigmoid_1,0.4658 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_sigmoid_11,0.6364 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_sigmoid_12,0.6277 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_sigmoid_14,0.4211 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_sigmoid_15,0.3889 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_sigmoid_2,0.4658 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_sigmoid_4,0.4658 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_sigmoid_5,0.4658 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_sigmoid_7,0.5519 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_sigmoid_8,0.6302 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softmax_1,0.5594 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softmax_11,0.4390 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softmax_12,0.3229 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softmax_14,0.2614 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softmax_15,0.5942 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softmax_2,0.4609 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softmax_4,0.5167 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softmax_5,0.5357 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softmax_7,0.4658 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softmax_8,0.4658 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softplus_1,0.6369 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softplus_11,0.4505 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softplus_12,0.4835 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softplus_14,0.5522 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softplus_15,0.3514 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softplus_2,0.5128 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softplus_4,0.4658 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softplus_5,0.4658 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softplus_7,0.5536 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softplus_8,0.6718 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softsign_1,0.5581 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softsign_11,0.4390 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softsign_12,0.6126 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softsign_14,0.5333 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softsign_15,0.8415 (unreliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softsign_2,0.5185 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softsign_4,0.5333 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softsign_5,0.4189 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softsign_7,0.6111 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_softsign_8,0.5814 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_tanh_1,0.6731 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_tanh_11,0.4787 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_tanh_12,0.5250 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_tanh_14,0.6262 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_tanh_15,0.7284 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_tanh_2,0.3143 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_tanh_4,0.4028 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_tanh_5,0.6889 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_tanh_7,0.5652 (reliable)
MM_defect4ml088_change_activation_function_mutated0_MP_tanh_8,0.5327 (reliable)
MM_defect4ml088_change_batch_size_mutated0_MP_32_32,0.4773 (reliable)
MM_defect4ml088_change_batch_size_mutated0_MP_4_4,0.5398 (reliable)
MM_defect4ml088_change_batch_size_mutated0_MP_64_64,0.4938 (reliable)
MM_defect4ml088_change_batch_size_mutated0_MP_8_8,0.5859 (reliable)
MM_defect4ml088_change_dropout_rate_mutated0_MP_0.125_0.125_13,0.5607 (reliable)
MM_defect4ml088_change_dropout_rate_mutated0_MP_0.25_0.25_13,0.7117 (reliable)
MM_defect4ml088_change_dropout_rate_mutated0_MP_0.75_0.75_13,0.3171 (reliable)
MM_defect4ml088_change_dropout_rate_mutated0_MP_0.9_0.9_13,0.4583 (reliable)
MM_defect4ml088_change_epochs_mutated0_MP_1,0.6748 (reliable)
MM_defect4ml088_change_epochs_mutated0_MP_6,0.5965 (reliable)
MM_defect4ml088_change_epochs_mutated0_MP_7,0.5233 (reliable)
MM_defect4ml088_change_epochs_mutated0_MP_8,0.4512 (reliable)
MM_defect4ml088_change_learning_rate_mutated0_MP_False_0.0001,0.4766 (reliable)
