,FM_deepfd014_faulty
MM_deepfd014_add_noise_mutated0_MP_100,0.6260 (reliable)
MM_deepfd014_add_noise_mutated0_MP_25.0,0.6583 (reliable)
MM_deepfd014_add_noise_mutated0_MP_37.5,0.8714 (reliable)
MM_deepfd014_add_noise_mutated0_MP_40.62,0.6364 (reliable)
MM_deepfd014_add_noise_mutated0_MP_43.75,0.6286 (reliable)
MM_deepfd014_add_noise_mutated0_MP_50.0,0.6682 (reliable)
MM_deepfd014_add_noise_mutated0_MP_56.25,0.5853 (reliable)
MM_deepfd014_add_noise_mutated0_MP_59.38,0.6539 (reliable)
MM_deepfd014_add_noise_mutated0_MP_62.5,0.7314 (reliable)
MM_deepfd014_add_noise_mutated0_MP_75.0,0.7277 (reliable)
MM_deepfd014_add_weights_regularisation_mutated0_MP_l1_1,0.8023 (reliable)
MM_deepfd014_add_weights_regularisation_mutated0_MP_l1_2,0.9780 (reliable)
MM_deepfd014_add_weights_regularisation_mutated0_MP_l1_l2_1,0.7844 (reliable)
MM_deepfd014_add_weights_regularisation_mutated0_MP_l1_l2_2,0.9795 (reliable)
MM_deepfd014_add_weights_regularisation_mutated0_MP_l2_1,0.7009 (reliable)
MM_deepfd014_add_weights_regularisation_mutated0_MP_l2_2,0.9807 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_elu_1,0.2385 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_elu_2,0.4879 (unreliable)
MM_deepfd014_change_activation_function_mutated0_MP_exponential_1,0.6480 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_exponential_2,0.9756 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_hard_sigmoid_1,0.7935 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_hard_sigmoid_2,0.9801 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_linear_1,0.7585 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_linear_2,0.4918 (unreliable)
MM_deepfd014_change_activation_function_mutated0_MP_relu_1,0.3951 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_selu_1,0.3374 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_selu_2,0.5753 (unreliable)
MM_deepfd014_change_activation_function_mutated0_MP_sigmoid_1,0.6407 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_sigmoid_2,0.9663 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_softmax_1,0.5930 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_softmax_2,0.9712 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_softplus_1,0.6162 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_softplus_2,0.9718 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_softsign_1,0.2983 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_softsign_2,0.5383 (reliable)
MM_deepfd014_change_activation_function_mutated0_MP_tanh_1,0.1780 (reliable)
MM_deepfd014_change_batch_size_mutated0_MP_200_200,0.4469 (reliable)
MM_deepfd014_change_batch_size_mutated0_MP_25_25,0.1828 (reliable)
MM_deepfd014_change_batch_size_mutated0_MP_400_400,0.6591 (reliable)
MM_deepfd014_change_batch_size_mutated0_MP_50_50,0.3063 (reliable)
MM_deepfd014_change_epochs_mutated0_MP_10,0.5585 (reliable)
MM_deepfd014_change_epochs_mutated0_MP_55,0.3580 (reliable)
MM_deepfd014_change_epochs_mutated0_MP_60,0.4808 (reliable)
MM_deepfd014_change_epochs_mutated0_MP_66,0.1615 (reliable)
MM_deepfd014_change_epochs_mutated0_MP_78,0.4891 (reliable)
MM_deepfd014_change_label_mutated0_MP_100,0.5199 (reliable)
MM_deepfd014_change_label_mutated0_MP_12.5,0.4630 (reliable)
MM_deepfd014_change_label_mutated0_MP_15.62,0.5085 (reliable)
MM_deepfd014_change_label_mutated0_MP_18.75,0.5024 (reliable)
MM_deepfd014_change_label_mutated0_MP_25.0,0.6283 (reliable)
MM_deepfd014_change_label_mutated0_MP_3.12,0.4905 (reliable)
MM_deepfd014_change_label_mutated0_MP_50.0,0.6084 (reliable)
MM_deepfd014_change_label_mutated0_MP_6.25,0.5272 (reliable)
MM_deepfd014_change_learning_rate_mutated0_MP_False_0.0001,0.3820 (reliable)
MM_deepfd014_change_learning_rate_mutated0_MP_False_0.0006,0.4136 (reliable)
MM_deepfd014_change_learning_rate_mutated0_MP_False_0.0007,0.3009 (reliable)
MM_deepfd014_change_learning_rate_mutated0_MP_False_0.0008,0.3762 (reliable)
MM_deepfd014_change_loss_function_mutated0_MP_binary_crossentropy,0.6337 (reliable)
MM_deepfd014_change_loss_function_mutated0_MP_categorical_hinge,0.3310 (reliable)
MM_deepfd014_change_loss_function_mutated0_MP_hinge,0.4108 (reliable)
MM_deepfd014_change_loss_function_mutated0_MP_huber_loss,0.4536 (reliable)
MM_deepfd014_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.3007 (reliable)
MM_deepfd014_change_loss_function_mutated0_MP_logcosh,0.1303 (reliable)
MM_deepfd014_change_loss_function_mutated0_MP_mean_absolute_error,0.3857 (reliable)
MM_deepfd014_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.2134 (reliable)
