,FM_deeplocalize015_faulty
MM_deeplocalize015_GF_0.01_1,1.0000 (reliable)
MM_deeplocalize015_GF_0.1_1,0.9573 (reliable)
MM_deeplocalize015_GF_0.2_1,0.9568 (reliable)
MM_deeplocalize015_GF_0.6_1,0.9637 (reliable)
MM_deeplocalize015_GF_1.0_1,0.9312 (reliable)
MM_deeplocalize015_LA_0.01_1,0.9870 (reliable)
MM_deeplocalize015_NAI_0.01_1,0.9258 (reliable)
MM_deeplocalize015_NAI_0.1_1,0.9671 (reliable)
MM_deeplocalize015_NEB_0.01_1,0.9924 (reliable)
MM_deeplocalize015_NEB_0.1_1,0.7085 (reliable)
MM_deeplocalize015_NEB_0.2_1,0.8499 (reliable)
MM_deeplocalize015_NEB_0.6_1,0.9398 (unreliable)
MM_deeplocalize015_NS_0.01_1,0.9694 (reliable)
MM_deeplocalize015_NS_0.1_1,0.9748 (reliable)
MM_deeplocalize015_NS_0.2_1,0.9861 (reliable)
MM_deeplocalize015_NS_0.6_1,0.8805 (unreliable)
MM_deeplocalize015_NS_1.0_1,0.9133 (reliable)
MM_deeplocalize015_WS_0.01_1,0.9273 (reliable)
MM_deeplocalize015_WS_0.1_1,0.9915 (reliable)
MM_deeplocalize015_WS_0.2_1,0.8895 (reliable)
