,FM_deepfd022_faulty
MM_deepfd022_GF_0.01_1,0.6667 (reliable)
MM_deepfd022_GF_0.1_1,0.3538 (reliable)
MM_deepfd022_GF_0.2_1,0.2549 (reliable)
MM_deepfd022_GF_0.6_1,0.6429 (reliable)
MM_deepfd022_GF_1.0_1,0.8250 (reliable)
MM_deepfd022_LA_0.01_1,1.0000 (reliable)
MM_deepfd022_LD_0.01_1,0.0000 (unreliable)
MM_deepfd022_LR_0.01_1,0.2529 (reliable)
MM_deepfd022_NAI_0.01_1,0.5000 (reliable)
MM_deepfd022_NAI_0.1_1,0.7959 (reliable)
MM_deepfd022_NEB_0.01_1,0.6667 (reliable)
MM_deepfd022_NS_0.01_1,0.7500 (reliable)
MM_deepfd022_NS_0.2_1,0.6852 (reliable)
MM_deepfd022_WS_0.01_1,0.7778 (reliable)
