,FM_deepfd047_faulty
MM_deepfd047_add_noise_mutated0_MP_100,0.7595 (unreliable)
MM_deepfd047_add_noise_mutated0_MP_25.0,0.7428 (unreliable)
MM_deepfd047_add_noise_mutated0_MP_37.5,0.7456 (unreliable)
MM_deepfd047_add_noise_mutated0_MP_43.75,0.7766 (unreliable)
MM_deepfd047_add_noise_mutated0_MP_46.88,0.7506 (unreliable)
MM_deepfd047_add_noise_mutated0_MP_50.0,0.7708 (unreliable)
MM_deepfd047_add_noise_mutated0_MP_75.0,0.7645 (reliable)
MM_deepfd047_add_noise_mutated0_MP_87.5,0.7719 (unreliable)
MM_deepfd047_add_noise_mutated0_MP_90.62,0.7521 (unreliable)
MM_deepfd047_add_noise_mutated0_MP_93.75,0.7604 (unreliable)
MM_deepfd047_add_weights_regularisation_mutated0_MP_l1_1,0.6065 (reliable)
MM_deepfd047_add_weights_regularisation_mutated0_MP_l1_2,0.7557 (unreliable)
MM_deepfd047_add_weights_regularisation_mutated0_MP_l1_3,0.7982 (unreliable)
MM_deepfd047_add_weights_regularisation_mutated0_MP_l1_4,0.7882 (unreliable)
MM_deepfd047_add_weights_regularisation_mutated0_MP_l1_l2_1,0.5847 (reliable)
MM_deepfd047_add_weights_regularisation_mutated0_MP_l1_l2_2,0.7436 (unreliable)
MM_deepfd047_add_weights_regularisation_mutated0_MP_l1_l2_3,0.7591 (unreliable)
MM_deepfd047_add_weights_regularisation_mutated0_MP_l1_l2_4,0.7917 (unreliable)
MM_deepfd047_add_weights_regularisation_mutated0_MP_l2_1,0.7269 (unreliable)
MM_deepfd047_add_weights_regularisation_mutated0_MP_l2_2,0.7353 (unreliable)
MM_deepfd047_add_weights_regularisation_mutated0_MP_l2_3,0.7567 (unreliable)
MM_deepfd047_add_weights_regularisation_mutated0_MP_l2_4,0.7671 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_elu_1,0.7435 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_elu_2,0.7569 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_elu_3,0.7470 (reliable)
MM_deepfd047_change_activation_function_mutated0_MP_elu_4,0.1331 (reliable)
MM_deepfd047_change_activation_function_mutated0_MP_exponential_1,0.7620 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_exponential_2,0.7698 (reliable)
MM_deepfd047_change_activation_function_mutated0_MP_exponential_3,0.7742 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_exponential_4,0.7577 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_hard_sigmoid_1,0.7490 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_hard_sigmoid_2,0.7701 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_hard_sigmoid_3,0.7736 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_hard_sigmoid_4,0.3865 (reliable)
MM_deepfd047_change_activation_function_mutated0_MP_linear_1,0.7564 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_linear_2,0.7389 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_linear_3,0.7795 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_linear_4,0.1263 (reliable)
MM_deepfd047_change_activation_function_mutated0_MP_relu_1,0.7355 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_relu_2,0.7547 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_relu_3,0.7538 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_selu_1,0.7593 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_selu_2,0.7415 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_selu_3,0.7560 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_selu_4,0.1311 (reliable)
MM_deepfd047_change_activation_function_mutated0_MP_sigmoid_1,0.7601 (reliable)
MM_deepfd047_change_activation_function_mutated0_MP_sigmoid_2,0.7525 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_sigmoid_3,0.7477 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_sigmoid_4,0.7945 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_softmax_1,0.7213 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_softmax_2,0.7409 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_softmax_3,0.7352 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_softmax_4,0.7578 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_softplus_1,0.7447 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_softplus_2,0.7726 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_softplus_3,0.7442 (reliable)
MM_deepfd047_change_activation_function_mutated0_MP_softplus_4,0.7696 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_softsign_1,0.7583 (reliable)
MM_deepfd047_change_activation_function_mutated0_MP_softsign_2,0.7426 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_softsign_3,0.7469 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_softsign_4,0.1481 (reliable)
MM_deepfd047_change_activation_function_mutated0_MP_tanh_1,0.7669 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_tanh_2,0.7893 (unreliable)
MM_deepfd047_change_activation_function_mutated0_MP_tanh_3,0.7728 (unreliable)
MM_deepfd047_change_batch_size_mutated0_MP_128_128,0.7705 (reliable)
MM_deepfd047_change_batch_size_mutated0_MP_16_16,0.7331 (unreliable)
MM_deepfd047_change_batch_size_mutated0_MP_64_64,0.7717 (unreliable)
MM_deepfd047_change_batch_size_mutated0_MP_8_8,0.7300 (unreliable)
MM_deepfd047_change_epochs_mutated0_MP_1,0.7482 (unreliable)
MM_deepfd047_change_epochs_mutated0_MP_4,0.7606 (unreliable)
MM_deepfd047_change_epochs_mutated0_MP_5,0.7363 (unreliable)
MM_deepfd047_change_epochs_mutated0_MP_6,0.7850 (unreliable)
MM_deepfd047_change_label_mutated0_MP_100,0.3696 (reliable)
MM_deepfd047_change_label_mutated0_MP_25.0,0.7479 (unreliable)
MM_deepfd047_change_label_mutated0_MP_31.25,0.7592 (unreliable)
MM_deepfd047_change_label_mutated0_MP_34.38,0.7626 (unreliable)
MM_deepfd047_change_label_mutated0_MP_37.5,0.7435 (unreliable)
MM_deepfd047_change_label_mutated0_MP_50.0,0.7469 (unreliable)
MM_deepfd047_change_label_mutated0_MP_53.12,0.7627 (unreliable)
MM_deepfd047_change_label_mutated0_MP_56.25,0.7363 (unreliable)
MM_deepfd047_change_label_mutated0_MP_62.5,0.7185 (reliable)
MM_deepfd047_change_label_mutated0_MP_75.0,0.6714 (reliable)
MM_deepfd047_change_learning_rate_mutated0_MP_False_0.0001,0.7800 (unreliable)
MM_deepfd047_change_learning_rate_mutated0_MP_False_0.0002,0.7519 (unreliable)
MM_deepfd047_change_learning_rate_mutated0_MP_False_0.0003,0.7525 (unreliable)
MM_deepfd047_change_learning_rate_mutated0_MP_False_0.0006,0.7603 (unreliable)
MM_deepfd047_change_loss_function_mutated0_MP_binary_crossentropy,0.7518 (unreliable)
MM_deepfd047_change_loss_function_mutated0_MP_categorical_hinge,0.7623 (unreliable)
MM_deepfd047_change_loss_function_mutated0_MP_hinge,0.3002 (reliable)
MM_deepfd047_change_loss_function_mutated0_MP_huber_loss,0.7676 (unreliable)
MM_deepfd047_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.7725 (unreliable)
MM_deepfd047_change_loss_function_mutated0_MP_logcosh,0.7760 (unreliable)
MM_deepfd047_change_loss_function_mutated0_MP_mean_absolute_error,0.5721 (reliable)
MM_deepfd047_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.4854 (reliable)
MM_deepfd047_change_loss_function_mutated0_MP_mean_squared_error,0.7540 (unreliable)
MM_deepfd047_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.7667 (unreliable)
MM_deepfd047_change_loss_function_mutated0_MP_poisson,0.7642 (unreliable)
MM_deepfd047_change_loss_function_mutated0_MP_squared_hinge,0.7765 (unreliable)
MM_deepfd047_change_optimisation_function_mutated0_MP_adadelta,0.3154 (reliable)
MM_deepfd047_change_optimisation_function_mutated0_MP_adagrad,0.5993 (reliable)
MM_deepfd047_change_optimisation_function_mutated0_MP_adamax,0.7560 (unreliable)
MM_deepfd047_change_optimisation_function_mutated0_MP_nadam,0.7659 (unreliable)
MM_deepfd047_change_optimisation_function_mutated0_MP_rmsprop,0.7445 (unreliable)
MM_deepfd047_change_optimisation_function_mutated0_MP_sgd,0.7403 (unreliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_constant_1,0.1203 (reliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_constant_2,0.1203 (reliable)
MM_deepfd047_change_weights_initialisation_mutated0_MP_constant_3,0.1203 (reliable)
