,FM_defect4ml052_faulty
MM_defect4ml052_add_weights_regularisation_mutated0_MP_l1_1,0.3365 (reliable)
MM_defect4ml052_add_weights_regularisation_mutated0_MP_l1_5,0.0593 (reliable)
MM_defect4ml052_add_weights_regularisation_mutated0_MP_l1_6,0.2105 (reliable)
MM_defect4ml052_add_weights_regularisation_mutated0_MP_l1_l2_1,0.2914 (reliable)
MM_defect4ml052_add_weights_regularisation_mutated0_MP_l1_l2_5,0.0564 (reliable)
MM_defect4ml052_add_weights_regularisation_mutated0_MP_l1_l2_6,0.1985 (reliable)
MM_defect4ml052_add_weights_regularisation_mutated0_MP_l2_1,0.4677 (reliable)
MM_defect4ml052_add_weights_regularisation_mutated0_MP_l2_5,0.1521 (reliable)
MM_defect4ml052_add_weights_regularisation_mutated0_MP_l2_6,0.3948 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_elu_1,0.3829 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_elu_5,0.4953 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_elu_6,0.0246 (unreliable)
MM_defect4ml052_change_activation_function_mutated0_MP_exponential_1,0.0276 (unreliable)
MM_defect4ml052_change_activation_function_mutated0_MP_exponential_5,0.3935 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_exponential_6,0.0991 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_hard_sigmoid_1,0.0334 (unreliable)
MM_defect4ml052_change_activation_function_mutated0_MP_hard_sigmoid_5,0.4054 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_hard_sigmoid_6,0.0219 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_linear_1,0.3809 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_linear_5,0.2742 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_linear_6,0.0265 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_relu_1,0.5548 (unreliable)
MM_defect4ml052_change_activation_function_mutated0_MP_relu_5,0.5693 (unreliable)
MM_defect4ml052_change_activation_function_mutated0_MP_relu_6,0.0167 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_selu_1,0.3466 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_selu_5,0.4959 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_selu_6,0.0223 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_sigmoid_1,0.0370 (unreliable)
MM_defect4ml052_change_activation_function_mutated0_MP_sigmoid_5,0.3964 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_sigmoid_6,0.6007 (unreliable)
MM_defect4ml052_change_activation_function_mutated0_MP_softmax_1,0.1026 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_softmax_5,0.0484 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_softmax_6,0.5906 (unreliable)
MM_defect4ml052_change_activation_function_mutated0_MP_softplus_1,0.0278 (unreliable)
MM_defect4ml052_change_activation_function_mutated0_MP_softplus_5,0.4760 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_softplus_6,0.5265 (unreliable)
MM_defect4ml052_change_activation_function_mutated0_MP_softsign_1,0.3749 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_softsign_5,0.5236 (unreliable)
MM_defect4ml052_change_activation_function_mutated0_MP_softsign_6,0.0251 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_tanh_1,0.3585 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_tanh_5,0.5475 (unreliable)
MM_defect4ml052_change_activation_function_mutated0_MP_tanh_6,0.0212 (reliable)
MM_defect4ml052_change_dropout_rate_mutated0_MP_0.125_0.125_3,0.5777 (unreliable)
MM_defect4ml052_change_dropout_rate_mutated0_MP_0.5_0.5_3,0.5128 (reliable)
MM_defect4ml052_change_dropout_rate_mutated0_MP_0.75_0.75_3,0.3356 (reliable)
MM_defect4ml052_change_dropout_rate_mutated0_MP_0.9_0.9_3,0.1825 (reliable)
MM_defect4ml052_change_epochs_mutated0_MP_1,0.1646 (reliable)
MM_defect4ml052_change_epochs_mutated0_MP_16,0.5050 (unreliable)
MM_defect4ml052_change_epochs_mutated0_MP_17,0.5614 (reliable)
MM_defect4ml052_change_epochs_mutated0_MP_18,0.5496 (unreliable)
MM_defect4ml052_change_epochs_mutated0_MP_19,0.5475 (unreliable)
MM_defect4ml052_change_epochs_mutated0_MP_20,0.5567 (unreliable)
MM_defect4ml052_change_epochs_mutated0_MP_23,0.6002 (unreliable)
MM_defect4ml052_change_epochs_mutated0_MP_30,0.5583 (unreliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.0001,0.2053 (reliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.00055,0.4138 (reliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.00067,0.4775 (reliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.00072,0.5094 (reliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.00075,0.4951 (unreliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.00077,0.5074 (unreliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.00078,0.5294 (unreliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.00089,0.5678 (unreliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.0009,0.5523 (unreliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.00092,0.5535 (unreliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.00094,0.5451 (unreliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.00097,0.5302 (unreliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.00098,0.5840 (unreliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.00099,0.5356 (unreliable)
MM_defect4ml052_change_loss_function_mutated0_MP_categorical_hinge,0.0192 (reliable)
MM_defect4ml052_change_loss_function_mutated0_MP_hinge,0.0197 (reliable)
MM_defect4ml052_change_loss_function_mutated0_MP_huber_loss,0.0199 (reliable)
MM_defect4ml052_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.0204 (reliable)
MM_defect4ml052_change_loss_function_mutated0_MP_logcosh,0.0204 (reliable)
MM_defect4ml052_change_loss_function_mutated0_MP_mean_absolute_error,0.0202 (reliable)
MM_defect4ml052_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.0200 (reliable)
MM_defect4ml052_change_loss_function_mutated0_MP_mean_squared_error,0.0202 (reliable)
MM_defect4ml052_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.0195 (reliable)
MM_defect4ml052_change_loss_function_mutated0_MP_poisson,0.0204 (reliable)
MM_defect4ml052_change_loss_function_mutated0_MP_squared_hinge,0.0194 (reliable)
