,FM_cleanml009_faulty
MM_cleanml009_original0_GF_0.01_1,0.07892107892107893
MM_cleanml009_original0_LA_0.01_1,0.26848798869524254
MM_cleanml009_original0_NAI_0.01_1,0.3706896551724138
MM_cleanml009_original0_NEB_0.01_1,0.6107784431137723
MM_cleanml009_original0_NS_0.01_1,0.5833333333333334
MM_cleanml009_original0_WS_0.01_1,0.4936708860759494
MM_cleanml009_original1_GF_0.01_1,0.09947955390334573
MM_cleanml009_original1_LA_0.01_1,0.22057088936069827
MM_cleanml009_original1_NAI_0.01_1,0.3926940639269407
MM_cleanml009_original1_NEB_0.01_1,0.411764705882353
MM_cleanml009_original1_NS_0.01_1,0.29257641921397387
MM_cleanml009_original1_WS_0.01_1,0.29288702928870297
MM_cleanml009_original2_GF_0.01_1,0.10644474550029032
MM_cleanml009_original2_LA_0.01_1,0.26310817194142655
MM_cleanml009_original2_NAI_0.01_1,0.6198347107438016
MM_cleanml009_original2_NEB_0.01_1,0.9404761904761905
MM_cleanml009_original2_NS_0.01_1,0.3661971830985915
MM_cleanml009_original2_WS_0.01_1,0.6379310344827586
MM_cleanml009_original3_GF_0.01_1,0.09963588215822575
MM_cleanml009_original3_LA_0.01_1,0.26644581164221487
MM_cleanml009_original3_NAI_0.01_1,0.5621761658031088
MM_cleanml009_original3_NEB_0.01_1,0.8527607361963191
MM_cleanml009_original3_NS_0.01_1,0.6209677419354838
MM_cleanml009_original3_WS_0.01_1,0.851063829787234
MM_cleanml009_original4_GF_0.01_1,0.10911548860563923
MM_cleanml009_original4_LA_0.01_1,0.22610556348074182
MM_cleanml009_original4_NAI_0.01_1,0.5710227272727273
MM_cleanml009_original4_NEB_0.01_1,0.7323943661971832
MM_cleanml009_original4_WS_0.01_1,0.34754797441364604
