,FM_cleanml015_faulty
MM_cleanml015_add_noise_mutated0_MP_100,0.2834 (reliable)
MM_cleanml015_add_noise_mutated0_MP_50.0,0.3906 (reliable)
MM_cleanml015_add_noise_mutated0_MP_75.0,0.2674 (reliable)
MM_cleanml015_add_noise_mutated0_MP_87.5,0.2374 (reliable)
MM_cleanml015_add_noise_mutated0_MP_93.75,0.2087 (reliable)
MM_cleanml015_add_noise_mutated0_MP_96.88,0.2084 (reliable)
MM_cleanml015_add_weights_regularisation_mutated0_MP_l1_1,0.2551 (reliable)
MM_cleanml015_add_weights_regularisation_mutated0_MP_l1_2,0.3939 (reliable)
MM_cleanml015_add_weights_regularisation_mutated0_MP_l1_l2_1,0.2531 (reliable)
MM_cleanml015_add_weights_regularisation_mutated0_MP_l1_l2_2,0.3759 (reliable)
MM_cleanml015_add_weights_regularisation_mutated0_MP_l2_1,0.4440 (reliable)
MM_cleanml015_add_weights_regularisation_mutated0_MP_l2_2,0.5562 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_elu_1,0.5519 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_elu_2,0.3041 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_exponential_1,0.3172 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_exponential_2,0.4000 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_hard_sigmoid_1,0.3659 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_hard_sigmoid_2,0.4800 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_linear_1,0.2571 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_linear_2,0.2772 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_relu_1,0.5849 (unreliable)
MM_cleanml015_change_activation_function_mutated0_MP_relu_2,0.2509 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_selu_1,0.4515 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_selu_2,0.2284 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_sigmoid_1,0.4727 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_sigmoid_2,0.6579 (unreliable)
MM_cleanml015_change_activation_function_mutated0_MP_softmax_1,0.5176 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_softmax_2,0.1782 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_softplus_1,0.4824 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_softplus_2,0.4125 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_softsign_1,0.4802 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_softsign_2,0.3731 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_tanh_1,0.4125 (reliable)
MM_cleanml015_change_activation_function_mutated0_MP_tanh_2,0.3878 (reliable)
MM_cleanml015_change_batch_size_mutated0_MP_100_100,0.5739 (unreliable)
MM_cleanml015_change_batch_size_mutated0_MP_400_400,0.6310 (unreliable)
MM_cleanml015_change_batch_size_mutated0_MP_50_50,0.4499 (reliable)
MM_cleanml015_change_batch_size_mutated0_MP_800_800,0.6076 (unreliable)
MM_cleanml015_change_epochs_mutated0_MP_1,0.2285 (reliable)
MM_cleanml015_change_epochs_mutated0_MP_100,0.5630 (reliable)
MM_cleanml015_change_epochs_mutated0_MP_150,0.5758 (unreliable)
MM_cleanml015_change_epochs_mutated0_MP_175,0.6298 (unreliable)
MM_cleanml015_change_epochs_mutated0_MP_188,0.6029 (unreliable)
MM_cleanml015_change_epochs_mutated0_MP_189,0.5872 (unreliable)
MM_cleanml015_change_epochs_mutated0_MP_190,0.5676 (unreliable)
MM_cleanml015_change_epochs_mutated0_MP_191,0.6551 (unreliable)
MM_cleanml015_change_epochs_mutated0_MP_194,0.6039 (unreliable)
MM_cleanml015_change_label_mutated0_MP_100,0.0491 (reliable)
MM_cleanml015_change_label_mutated0_MP_12.5,0.3217 (reliable)
MM_cleanml015_change_label_mutated0_MP_25.0,0.1569 (reliable)
MM_cleanml015_change_label_mutated0_MP_3.12,0.5338 (unreliable)
MM_cleanml015_change_label_mutated0_MP_50.0,0.0672 (reliable)
MM_cleanml015_change_label_mutated0_MP_6.25,0.4527 (reliable)
MM_cleanml015_change_learning_rate_mutated0_MP_False_0.0001,0.3921 (reliable)
MM_cleanml015_change_learning_rate_mutated0_MP_False_0.00055,0.6488 (unreliable)
MM_cleanml015_change_learning_rate_mutated0_MP_False_0.00078,0.5809 (reliable)
MM_cleanml015_change_learning_rate_mutated0_MP_False_0.00084,0.6515 (unreliable)
MM_cleanml015_change_learning_rate_mutated0_MP_False_0.00086,0.6223 (unreliable)
MM_cleanml015_change_learning_rate_mutated0_MP_False_0.00087,0.6455 (unreliable)
MM_cleanml015_change_learning_rate_mutated0_MP_False_0.00089,0.6359 (unreliable)
MM_cleanml015_change_loss_function_mutated0_MP_binary_crossentropy,0.5829 (unreliable)
MM_cleanml015_change_loss_function_mutated0_MP_categorical_crossentropy,0.0491 (reliable)
MM_cleanml015_change_loss_function_mutated0_MP_categorical_hinge,0.3284 (reliable)
MM_cleanml015_change_loss_function_mutated0_MP_hinge,0.3190 (reliable)
MM_cleanml015_change_loss_function_mutated0_MP_huber_loss,0.5936 (reliable)
MM_cleanml015_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.1796 (reliable)
MM_cleanml015_change_loss_function_mutated0_MP_logcosh,0.5642 (unreliable)
MM_cleanml015_change_loss_function_mutated0_MP_mean_absolute_error,0.3260 (reliable)
MM_cleanml015_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.0494 (reliable)
MM_cleanml015_change_loss_function_mutated0_MP_mean_squared_error,0.5683 (reliable)
MM_cleanml015_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.4229 (reliable)
MM_cleanml015_change_loss_function_mutated0_MP_poisson,0.5343 (unreliable)
MM_cleanml015_change_loss_function_mutated0_MP_squared_hinge,0.1214 (reliable)
MM_cleanml015_change_optimisation_function_mutated0_MP_adadelta,0.2022 (reliable)
MM_cleanml015_change_optimisation_function_mutated0_MP_adagrad,0.2760 (reliable)
MM_cleanml015_change_optimisation_function_mutated0_MP_adamax,0.5286 (reliable)
MM_cleanml015_change_optimisation_function_mutated0_MP_nadam,0.6166 (unreliable)
MM_cleanml015_change_optimisation_function_mutated0_MP_rmsprop,0.5300 (reliable)
MM_cleanml015_change_optimisation_function_mutated0_MP_sgd,0.3476 (reliable)
MM_cleanml015_change_weights_initialisation_mutated0_MP_constant_1,0.1782 (reliable)
MM_cleanml015_change_weights_initialisation_mutated0_MP_constant_2,0.6027 (unreliable)
MM_cleanml015_change_weights_initialisation_mutated0_MP_glorot_normal_1,0.5473 (reliable)
MM_cleanml015_change_weights_initialisation_mutated0_MP_glorot_normal_2,0.6162 (unreliable)
MM_cleanml015_change_weights_initialisation_mutated0_MP_glorot_uniform_1,0.6138 (unreliable)
MM_cleanml015_change_weights_initialisation_mutated0_MP_glorot_uniform_2,0.5653 (unreliable)
MM_cleanml015_change_weights_initialisation_mutated0_MP_he_normal_1,0.5952 (unreliable)
MM_cleanml015_change_weights_initialisation_mutated0_MP_he_normal_2,0.5743 (reliable)
