,FM_deeplocalize028_faulty
MM_deeplocalize028_GF_0.01_1,0.7500 (unreliable)
MM_deeplocalize028_GF_0.1_1,0.7619 (unreliable)
MM_deeplocalize028_GF_0.2_1,0.5082 (unreliable)
MM_deeplocalize028_GF_0.6_1,0.7021 (unreliable)
MM_deeplocalize028_GF_1.0_1,0.5745 (unreliable)
MM_deeplocalize028_LD_0.01_1,0.0000 (unreliable)
MM_deeplocalize028_LR_0.01_1,0.0000 (unreliable)
MM_deeplocalize028_NAI_0.01_1,0.5342 (unreliable)
MM_deeplocalize028_NEB_0.01_1,0.8889 (unreliable)
MM_deeplocalize028_NEB_0.1_1,0.7407 (unreliable)
MM_deeplocalize028_NEB_0.2_1,0.9091 (unreliable)
MM_deeplocalize028_NS_0.01_1,0.7500 (unreliable)
MM_deeplocalize028_WS_0.01_1,0.7188 (unreliable)
MM_deeplocalize028_WS_0.1_1,0.4490 (unreliable)
