,FM_defect4ml095_faulty
MM_defect4ml095_add_weights_regularisation_mutated0_MP_l1_1,0.4615 (unreliable)
MM_defect4ml095_add_weights_regularisation_mutated0_MP_l1_2,0.5000 (unreliable)
MM_defect4ml095_add_weights_regularisation_mutated0_MP_l1_l2_1,0.3099 (unreliable)
MM_defect4ml095_add_weights_regularisation_mutated0_MP_l1_l2_2,0.5385 (unreliable)
MM_defect4ml095_add_weights_regularisation_mutated0_MP_l2_1,0.4390 (unreliable)
MM_defect4ml095_add_weights_regularisation_mutated0_MP_l2_2,0.5000 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_elu_1,0.6316 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_elu_2,0.2051 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_exponential_1,0.2857 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_exponential_2,0.2917 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_hard_sigmoid_1,0.3077 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_hard_sigmoid_2,0.4286 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_linear_1,0.4444 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_linear_2,0.4872 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_relu_1,0.5556 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_relu_2,0.3725 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_selu_1,0.4750 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_selu_2,0.3134 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_sigmoid_1,0.3158 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_sigmoid_2,0.4828 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_softmax_1,0.5455 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_softmax_2,0.1964 (reliable)
MM_defect4ml095_change_activation_function_mutated0_MP_softplus_1,0.4500 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_softplus_2,0.3390 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_softsign_1,0.4839 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_softsign_2,0.2388 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_tanh_1,0.3182 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_tanh_2,0.3673 (unreliable)
MM_defect4ml095_change_batch_size_mutated0_MP_128_128,0.3617 (unreliable)
MM_defect4ml095_change_batch_size_mutated0_MP_16_16,0.3462 (unreliable)
MM_defect4ml095_change_batch_size_mutated0_MP_256_256,0.3214 (unreliable)
MM_defect4ml095_change_batch_size_mutated0_MP_32_32,0.4286 (unreliable)
MM_defect4ml095_change_epochs_mutated0_MP_1,0.2763 (unreliable)
MM_defect4ml095_change_epochs_mutated0_MP_2,0.3210 (unreliable)
MM_defect4ml095_change_epochs_mutated0_MP_3,0.3529 (unreliable)
MM_defect4ml095_change_epochs_mutated0_MP_4,0.4400 (unreliable)
MM_defect4ml095_change_epochs_mutated0_MP_5,0.3833 (unreliable)
MM_defect4ml095_change_epochs_mutated0_MP_6,0.5476 (unreliable)
MM_defect4ml095_change_label_mutated0_MP_100,0.1964 (reliable)
MM_defect4ml095_change_label_mutated0_MP_12.5,0.2111 (reliable)
MM_defect4ml095_change_label_mutated0_MP_15.62,0.2340 (reliable)
MM_defect4ml095_change_label_mutated0_MP_18.75,0.2449 (reliable)
MM_defect4ml095_change_label_mutated0_MP_25.0,0.2136 (reliable)
MM_defect4ml095_change_label_mutated0_MP_50.0,0.1964 (reliable)
MM_defect4ml095_change_label_mutated0_MP_6.25,0.2877 (unreliable)
MM_defect4ml095_change_label_mutated0_MP_9.38,0.2903 (unreliable)
MM_defect4ml095_change_learning_rate_mutated0_MP_False_0.0001,0.3548 (unreliable)
MM_defect4ml095_change_learning_rate_mutated0_MP_False_0.00033,0.3962 (unreliable)
MM_defect4ml095_change_learning_rate_mutated0_MP_False_0.00044,0.3662 (unreliable)
MM_defect4ml095_change_learning_rate_mutated0_MP_False_0.00045,0.3492 (unreliable)
MM_defect4ml095_change_learning_rate_mutated0_MP_False_0.00046,0.3256 (unreliable)
MM_defect4ml095_change_learning_rate_mutated0_MP_False_0.00047,0.3111 (unreliable)
MM_defect4ml095_change_learning_rate_mutated0_MP_False_0.00049,0.4634 (unreliable)
MM_defect4ml095_change_learning_rate_mutated0_MP_False_0.00055,0.3704 (unreliable)
MM_defect4ml095_change_loss_function_mutated0_MP_categorical_crossentropy,0.2273 (unreliable)
MM_defect4ml095_change_loss_function_mutated0_MP_categorical_hinge,0.3269 (unreliable)
MM_defect4ml095_change_loss_function_mutated0_MP_hinge,0.3143 (unreliable)
MM_defect4ml095_change_loss_function_mutated0_MP_huber_loss,0.4000 (unreliable)
MM_defect4ml095_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.1964 (reliable)
MM_defect4ml095_change_loss_function_mutated0_MP_logcosh,0.6190 (unreliable)
MM_defect4ml095_change_loss_function_mutated0_MP_mean_absolute_error,0.4898 (unreliable)
MM_defect4ml095_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.2917 (unreliable)
MM_defect4ml095_change_loss_function_mutated0_MP_mean_squared_error,0.5000 (unreliable)
MM_defect4ml095_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.2917 (unreliable)
MM_defect4ml095_change_loss_function_mutated0_MP_poisson,0.3636 (unreliable)
MM_defect4ml095_change_loss_function_mutated0_MP_squared_hinge,0.2609 (unreliable)
MM_defect4ml095_change_optimisation_function_mutated0_MP_adadelta,0.3472 (unreliable)
MM_defect4ml095_change_optimisation_function_mutated0_MP_adagrad,0.4146 (unreliable)
MM_defect4ml095_change_optimisation_function_mutated0_MP_adamax,0.3023 (unreliable)
MM_defect4ml095_change_optimisation_function_mutated0_MP_nadam,0.4286 (unreliable)
MM_defect4ml095_change_optimisation_function_mutated0_MP_rmsprop,0.5135 (unreliable)
MM_defect4ml095_change_optimisation_function_mutated0_MP_sgd,0.3030 (unreliable)
MM_defect4ml095_change_weights_initialisation_mutated0_MP_constant_1,0.2273 (unreliable)
MM_defect4ml095_change_weights_initialisation_mutated0_MP_constant_2,0.2941 (unreliable)
MM_defect4ml095_change_weights_initialisation_mutated0_MP_glorot_normal_1,0.5833 (unreliable)
MM_defect4ml095_change_weights_initialisation_mutated0_MP_glorot_normal_2,0.4231 (unreliable)
MM_defect4ml095_change_weights_initialisation_mutated0_MP_glorot_uniform_1,0.4286 (unreliable)
MM_defect4ml095_change_weights_initialisation_mutated0_MP_glorot_uniform_2,0.4048 (unreliable)
MM_defect4ml095_change_weights_initialisation_mutated0_MP_he_normal_1,0.5135 (unreliable)
MM_defect4ml095_change_weights_initialisation_mutated0_MP_he_normal_2,0.5000 (unreliable)
MM_defect4ml095_change_weights_initialisation_mutated0_MP_he_uniform_1,0.3636 (unreliable)
