,FM_defect4ml011_faulty
MM_defect4ml011_add_noise_mutated0_MP_100,0.6432 (reliable)
MM_defect4ml011_add_noise_mutated0_MP_50.0,0.6474 (reliable)
MM_defect4ml011_add_noise_mutated0_MP_75.0,0.6454 (reliable)
MM_defect4ml011_add_noise_mutated0_MP_87.5,0.6281 (reliable)
MM_defect4ml011_add_noise_mutated0_MP_93.75,0.6560 (reliable)
MM_defect4ml011_add_noise_mutated0_MP_96.88,0.6508 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l1_1,0.6291 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l1_11,0.5297 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l1_3,0.4967 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l1_5,0.4917 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l1_8,0.2675 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l1_l2_1,0.6356 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l1_l2_11,0.4998 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l1_l2_3,0.5343 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l1_l2_5,0.5015 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l1_l2_8,0.2761 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l2_1,0.6245 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l2_11,0.6413 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l2_3,0.6433 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l2_5,0.5790 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l2_8,0.5039 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_elu_12,0.2065 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_elu_2,0.6383 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_elu_4,0.6313 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_elu_6,0.6327 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_elu_9,0.6260 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_exponential_12,0.6523 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_exponential_2,0.4710 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_exponential_4,0.4874 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_exponential_6,0.3116 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_exponential_9,0.5748 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_hard_sigmoid_12,0.1870 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_hard_sigmoid_2,0.4113 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_hard_sigmoid_4,0.4104 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_hard_sigmoid_6,0.2371 (unreliable)
MM_defect4ml011_change_activation_function_mutated0_MP_hard_sigmoid_9,0.5315 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_linear_2,0.6198 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_linear_4,0.6270 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_linear_6,0.6332 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_linear_9,0.6389 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_relu_2,0.6326 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_relu_4,0.6539 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_relu_6,0.6305 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_relu_9,0.6474 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_selu_2,0.6564 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_selu_4,0.6431 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_selu_6,0.6454 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_selu_9,0.6466 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_sigmoid_12,0.6467 (reliable)
