,FM_deeplocalize040_faulty
MM_deeplocalize040_add_noise_mutated0_MP_100,0.6279980420949585
MM_deeplocalize040_add_noise_mutated0_MP_12.5,0.5314009661835749
MM_deeplocalize040_add_noise_mutated0_MP_25.0,0.5165026056745803
MM_deeplocalize040_add_noise_mutated0_MP_3.12,0.48934911242603546
MM_deeplocalize040_add_noise_mutated0_MP_50.0,0.5498247371056584
MM_deeplocalize040_add_noise_mutated0_MP_6.25,0.546448087431694
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_1,0.5519713261648745
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_11,0.5249722530521642
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_3,0.6631578947368422
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_5,0.651702786377709
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_9,0.5290640394088669
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_l2_1,0.5395958492626981
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_l2_11,0.539903588644885
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_l2_3,0.6167608286252353
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_l2_5,0.7001934235976789
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_l2_9,0.5219136835061893
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l2_1,0.5331739390316796
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l2_11,0.5088793631353337
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l2_3,0.5182724252491695
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l2_5,0.5663716814159292
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l2_9,0.5781512605042017
MM_deeplocalize040_change_activation_function_mutated0_MP_elu_1,0.5922208281053951
MM_deeplocalize040_change_activation_function_mutated0_MP_elu_11,0.49744984699081946
MM_deeplocalize040_change_activation_function_mutated0_MP_elu_12,0.5484203296703295
MM_deeplocalize040_change_activation_function_mutated0_MP_elu_3,0.5433391506689935
MM_deeplocalize040_change_activation_function_mutated0_MP_elu_9,0.5440194292653309
MM_deeplocalize040_change_activation_function_mutated0_MP_exponential_1,0.615795090715048
MM_deeplocalize040_change_activation_function_mutated0_MP_exponential_11,0.5505376344086022
MM_deeplocalize040_change_activation_function_mutated0_MP_exponential_12,0.5357350377687391
MM_deeplocalize040_change_activation_function_mutated0_MP_exponential_3,0.6598488216985327
