,FM_defect4ml011_faulty
MM_defect4ml011_original0_GF_0.01_1,0.5249 (reliable)
MM_defect4ml011_original0_LD_0.01_1,0.4840 (reliable)
MM_defect4ml011_original0_LR_0.01_1,0.4407 (reliable)
MM_defect4ml011_original0_NAI_0.01_1,0.4210 (reliable)
MM_defect4ml011_original0_NEB_0.01_1,0.5203 (reliable)
MM_defect4ml011_original0_NS_0.01_1,0.5091 (reliable)
MM_defect4ml011_original0_WS_0.01_1,0.4559 (reliable)
MM_defect4ml011_original1_GF_0.01_1,0.5677 (reliable)
MM_defect4ml011_original1_LA_0.01_1,0.4913 (reliable)
MM_defect4ml011_original1_LD_0.01_1,0.4816 (reliable)
MM_defect4ml011_original1_LR_0.01_1,0.3935 (reliable)
MM_defect4ml011_original1_NAI_0.01_1,0.5047 (reliable)
MM_defect4ml011_original1_NEB_0.01_1,0.5602 (reliable)
MM_defect4ml011_original1_NS_0.01_1,0.5509 (reliable)
MM_defect4ml011_original1_WS_0.01_1,0.4888 (reliable)
MM_defect4ml011_original2_GF_0.01_1,0.4927 (reliable)
MM_defect4ml011_original2_LA_0.01_1,0.4610 (reliable)
MM_defect4ml011_original2_LD_0.01_1,0.4492 (reliable)
MM_defect4ml011_original2_LR_0.01_1,0.3895 (reliable)
MM_defect4ml011_original2_NAI_0.01_1,0.3166 (reliable)
MM_defect4ml011_original2_NEB_0.01_1,0.5214 (reliable)
MM_defect4ml011_original2_NS_0.01_1,0.5216 (reliable)
MM_defect4ml011_original2_WS_0.01_1,0.4634 (reliable)
MM_defect4ml011_original3_GF_0.01_1,0.5324 (reliable)
MM_defect4ml011_original3_LD_0.01_1,0.4787 (reliable)
MM_defect4ml011_original3_LR_0.01_1,0.2835 (reliable)
MM_defect4ml011_original3_NAI_0.01_1,0.4500 (reliable)
MM_defect4ml011_original3_NEB_0.01_1,0.5242 (reliable)
MM_defect4ml011_original3_NS_0.01_1,0.5285 (reliable)
MM_defect4ml011_original3_WS_0.01_1,0.4451 (reliable)
MM_defect4ml011_original4_GF_0.01_1,0.5579 (reliable)
MM_defect4ml011_original4_LA_0.01_1,0.4997 (reliable)
MM_defect4ml011_original4_LD_0.01_1,0.4997 (reliable)
MM_defect4ml011_original4_LR_0.01_1,0.3530 (reliable)
MM_defect4ml011_original4_NAI_0.01_1,0.4053 (reliable)
MM_defect4ml011_original4_NEB_0.01_1,0.5304 (reliable)
MM_defect4ml011_original4_NS_0.01_1,0.4483 (reliable)
MM_defect4ml011_original4_WS_0.01_1,0.3680 (reliable)
