,FM_deepfd002_faulty
MM_deepfd002_GF_0.01_1,0.6545 (reliable)
MM_deepfd002_GF_0.1_1,0.4976 (reliable)
MM_deepfd002_GF_0.2_1,0.4910 (reliable)
MM_deepfd002_GF_0.6_1,0.2907 (reliable)
MM_deepfd002_GF_1.0_1,0.2079 (reliable)
MM_deepfd002_LA_0.01_1,0.0991 (reliable)
MM_deepfd002_LD_0.01_1,0.0000 (unreliable)
MM_deepfd002_LR_0.01_1,0.0000 (unreliable)
MM_deepfd002_NAI_0.01_1,0.5000 (reliable)
MM_deepfd002_NAI_0.1_1,0.0123 (unreliable)
MM_deepfd002_NAI_0.2_1,0.0157 (unreliable)
MM_deepfd002_NEB_0.01_1,0.4519 (reliable)
MM_deepfd002_NEB_0.1_1,0.0652 (reliable)
MM_deepfd002_NEB_0.2_1,0.0351 (reliable)
MM_deepfd002_NEB_0.6_1,0.0153 (unreliable)
MM_deepfd002_NS_0.01_1,0.5810 (reliable)
MM_deepfd002_NS_0.1_1,0.0194 (unreliable)
MM_deepfd002_NS_0.2_1,0.0242 (reliable)
MM_deepfd002_NS_0.6_1,0.0129 (unreliable)
MM_deepfd002_NS_1.0_1,0.0091 (reliable)
MM_deepfd002_WS_0.01_1,0.6737 (reliable)
MM_deepfd002_WS_0.1_1,0.0678 (reliable)
MM_deepfd002_WS_0.2_1,0.0199 (unreliable)
MM_deepfd002_WS_0.6_1,0.0080 (reliable)
