,FM_defect4ml091_faulty
MM_defect4ml091_original0_GF_0.01_1,0.1162 (reliable)
MM_defect4ml091_original0_LA_0.01_1,0.1169 (reliable)
MM_defect4ml091_original0_NAI_0.01_1,0.1691 (reliable)
MM_defect4ml091_original0_NEB_0.01_1,0.1323 (reliable)
MM_defect4ml091_original0_NS_0.01_1,0.1163 (reliable)
MM_defect4ml091_original0_WS_0.01_1,0.1047 (reliable)
MM_defect4ml091_original1_GF_0.01_1,0.1299 (reliable)
MM_defect4ml091_original1_LA_0.01_1,0.1340 (reliable)
MM_defect4ml091_original1_NAI_0.01_1,0.1819 (reliable)
MM_defect4ml091_original1_NEB_0.01_1,0.1262 (reliable)
MM_defect4ml091_original1_NS_0.01_1,0.1335 (reliable)
MM_defect4ml091_original1_WS_0.01_1,0.0679 (reliable)
MM_defect4ml091_original2_GF_0.01_1,0.1000 (reliable)
MM_defect4ml091_original2_LA_0.01_1,0.1923 (reliable)
MM_defect4ml091_original2_NAI_0.01_1,0.1982 (reliable)
MM_defect4ml091_original2_NEB_0.01_1,0.0918 (reliable)
MM_defect4ml091_original2_NS_0.01_1,0.0793 (reliable)
MM_defect4ml091_original2_WS_0.01_1,0.1046 (reliable)
MM_defect4ml091_original3_GF_0.01_1,0.2045 (reliable)
MM_defect4ml091_original3_LA_0.01_1,0.1992 (reliable)
MM_defect4ml091_original3_NAI_0.01_1,0.2216 (reliable)
MM_defect4ml091_original3_NEB_0.01_1,0.1111 (reliable)
MM_defect4ml091_original3_NS_0.01_1,0.2684 (reliable)
MM_defect4ml091_original3_WS_0.01_1,0.2463 (reliable)
MM_defect4ml091_original4_GF_0.01_1,0.1659 (reliable)
MM_defect4ml091_original4_LA_0.01_1,0.1517 (reliable)
MM_defect4ml091_original4_NAI_0.01_1,0.2574 (reliable)
MM_defect4ml091_original4_NEB_0.01_1,0.1725 (reliable)
MM_defect4ml091_original4_NS_0.01_1,0.1626 (reliable)
MM_defect4ml091_original4_WS_0.01_1,0.1900 (reliable)
