,FM_cleanml014_faulty
MM_cleanml014_original0_GF_0.01_1,0.4532 (reliable)
MM_cleanml014_original0_LA_0.01_1,0.3131 (reliable)
MM_cleanml014_original0_NAI_0.01_1,0.4927 (reliable)
MM_cleanml014_original0_NEB_0.01_1,0.6204 (reliable)
MM_cleanml014_original0_NS_0.01_1,0.5354 (reliable)
MM_cleanml014_original0_WS_0.01_1,0.5033 (reliable)
MM_cleanml014_original1_GF_0.01_1,0.2904 (reliable)
MM_cleanml014_original1_LA_0.01_1,0.3028 (reliable)
MM_cleanml014_original1_NAI_0.01_1,0.3642 (reliable)
MM_cleanml014_original1_NEB_0.01_1,0.3536 (reliable)
MM_cleanml014_original1_NS_0.01_1,0.4405 (reliable)
MM_cleanml014_original1_WS_0.01_1,0.3920 (reliable)
MM_cleanml014_original2_GF_0.01_1,0.5559 (reliable)
MM_cleanml014_original2_LA_0.01_1,0.5086 (reliable)
MM_cleanml014_original2_NAI_0.01_1,0.6044 (reliable)
MM_cleanml014_original2_NEB_0.01_1,0.5208 (reliable)
MM_cleanml014_original2_NS_0.01_1,0.5011 (reliable)
MM_cleanml014_original2_WS_0.01_1,0.5593 (reliable)
MM_cleanml014_original3_GF_0.01_1,0.4366 (reliable)
MM_cleanml014_original3_LA_0.01_1,0.3049 (reliable)
MM_cleanml014_original3_NAI_0.01_1,0.5844 (reliable)
MM_cleanml014_original3_NEB_0.01_1,0.5271 (reliable)
MM_cleanml014_original3_WS_0.01_1,0.5123 (reliable)
MM_cleanml014_original4_GF_0.01_1,0.3959 (reliable)
MM_cleanml014_original4_LA_0.01_1,0.2962 (reliable)
MM_cleanml014_original4_NAI_0.01_1,0.4725 (reliable)
MM_cleanml014_original4_NEB_0.01_1,0.3307 (reliable)
MM_cleanml014_original4_NS_0.01_1,0.5031 (reliable)
MM_cleanml014_original4_WS_0.01_1,0.4140 (reliable)
