,FM_cleanml003_faulty
MM_cleanml003_add_noise_mutated0_MP_100,0.4287 (reliable)
MM_cleanml003_add_noise_mutated0_MP_25.0,0.5735 (reliable)
MM_cleanml003_add_noise_mutated0_MP_37.5,0.5471 (reliable)
MM_cleanml003_add_noise_mutated0_MP_43.75,0.5351 (reliable)
MM_cleanml003_add_noise_mutated0_MP_46.88,0.5339 (reliable)
MM_cleanml003_add_noise_mutated0_MP_50.0,0.5317 (reliable)
MM_cleanml003_add_noise_mutated0_MP_75.0,0.4828 (reliable)
MM_cleanml003_add_noise_mutated0_MP_87.5,0.4574 (reliable)
MM_cleanml003_add_noise_mutated0_MP_93.75,0.4521 (reliable)
MM_cleanml003_add_noise_mutated0_MP_96.88,0.4385 (reliable)
MM_cleanml003_add_weights_regularisation_mutated0_MP_l1_1,0.4038 (reliable)
MM_cleanml003_add_weights_regularisation_mutated0_MP_l1_2,0.5604 (reliable)
MM_cleanml003_add_weights_regularisation_mutated0_MP_l1_l2_1,0.4004 (reliable)
MM_cleanml003_add_weights_regularisation_mutated0_MP_l1_l2_2,0.5427 (reliable)
MM_cleanml003_add_weights_regularisation_mutated0_MP_l2_1,0.5714 (reliable)
MM_cleanml003_add_weights_regularisation_mutated0_MP_l2_2,0.6332 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_elu_1,0.5954 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_elu_2,0.4658 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_exponential_1,0.4494 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_exponential_2,0.5472 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_hard_sigmoid_1,0.4989 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_hard_sigmoid_2,0.5827 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_linear_1,0.3888 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_linear_2,0.4155 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_relu_1,0.6064 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_relu_2,0.4460 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_selu_1,0.5936 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_selu_2,0.4322 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_sigmoid_1,0.5513 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_sigmoid_2,0.6070 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_softmax_1,0.4709 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_softmax_2,0.1427 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_softplus_1,0.5601 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_softplus_2,0.5942 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_softsign_1,0.5101 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_softsign_2,0.5581 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_tanh_1,0.4979 (reliable)
MM_cleanml003_change_activation_function_mutated0_MP_tanh_2,0.5872 (reliable)
MM_cleanml003_change_batch_size_mutated0_MP_100_100,0.5696 (reliable)
MM_cleanml003_change_batch_size_mutated0_MP_400_400,0.6106 (reliable)
MM_cleanml003_change_batch_size_mutated0_MP_50_50,0.5175 (reliable)
MM_cleanml003_change_batch_size_mutated0_MP_800_800,0.6319 (reliable)
MM_cleanml003_change_epochs_mutated0_MP_1,0.4133 (reliable)
MM_cleanml003_change_epochs_mutated0_MP_100,0.6208 (reliable)
MM_cleanml003_change_epochs_mutated0_MP_150,0.6164 (reliable)
MM_cleanml003_change_epochs_mutated0_MP_175,0.6068 (reliable)
MM_cleanml003_change_epochs_mutated0_MP_188,0.6349 (reliable)
MM_cleanml003_change_epochs_mutated0_MP_191,0.6188 (reliable)
MM_cleanml003_change_epochs_mutated0_MP_192,0.6005 (reliable)
MM_cleanml003_change_epochs_mutated0_MP_194,0.6020 (reliable)
MM_cleanml003_change_label_mutated0_MP_100,0.0896 (reliable)
MM_cleanml003_change_label_mutated0_MP_12.5,0.3907 (reliable)
MM_cleanml003_change_label_mutated0_MP_25.0,0.2717 (reliable)
MM_cleanml003_change_label_mutated0_MP_3.12,0.5455 (reliable)
MM_cleanml003_change_label_mutated0_MP_50.0,0.1543 (reliable)
MM_cleanml003_change_label_mutated0_MP_6.25,0.4795 (reliable)
MM_cleanml003_change_learning_rate_mutated0_MP_False_0.0001,0.5358 (reliable)
MM_cleanml003_change_learning_rate_mutated0_MP_False_0.00055,0.6053 (reliable)
MM_cleanml003_change_learning_rate_mutated0_MP_False_0.00078,0.6488 (reliable)
MM_cleanml003_change_learning_rate_mutated0_MP_False_0.00089,0.6080 (reliable)
MM_cleanml003_change_learning_rate_mutated0_MP_False_0.0009,0.5767 (reliable)
MM_cleanml003_change_learning_rate_mutated0_MP_False_0.00091,0.5756 (reliable)
MM_cleanml003_change_learning_rate_mutated0_MP_False_0.00092,0.5938 (reliable)
MM_cleanml003_change_learning_rate_mutated0_MP_False_0.00094,0.6028 (reliable)
MM_cleanml003_change_loss_function_mutated0_MP_binary_crossentropy,0.6304 (reliable)
MM_cleanml003_change_loss_function_mutated0_MP_categorical_crossentropy,0.0896 (reliable)
MM_cleanml003_change_loss_function_mutated0_MP_categorical_hinge,0.4559 (reliable)
MM_cleanml003_change_loss_function_mutated0_MP_hinge,0.4622 (reliable)
MM_cleanml003_change_loss_function_mutated0_MP_huber_loss,0.5623 (reliable)
MM_cleanml003_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.1427 (reliable)
MM_cleanml003_change_loss_function_mutated0_MP_logcosh,0.5840 (reliable)
MM_cleanml003_change_loss_function_mutated0_MP_mean_absolute_error,0.4616 (reliable)
MM_cleanml003_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.0896 (reliable)
MM_cleanml003_change_loss_function_mutated0_MP_mean_squared_error,0.5800 (reliable)
MM_cleanml003_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.5565 (reliable)
MM_cleanml003_change_loss_function_mutated0_MP_poisson,0.5563 (reliable)
MM_cleanml003_change_loss_function_mutated0_MP_squared_hinge,0.3580 (reliable)
MM_cleanml003_change_optimisation_function_mutated0_MP_adadelta,0.2780 (reliable)
MM_cleanml003_change_optimisation_function_mutated0_MP_adagrad,0.4204 (reliable)
MM_cleanml003_change_optimisation_function_mutated0_MP_adamax,0.6372 (reliable)
MM_cleanml003_change_optimisation_function_mutated0_MP_nadam,0.6017 (reliable)
MM_cleanml003_change_optimisation_function_mutated0_MP_rmsprop,0.5895 (reliable)
MM_cleanml003_change_optimisation_function_mutated0_MP_sgd,0.4866 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_constant_1,0.1427 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_constant_2,0.5808 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_glorot_normal_1,0.6211 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_glorot_normal_2,0.5958 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_glorot_uniform_1,0.5926 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_glorot_uniform_2,0.5697 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_he_normal_1,0.5902 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_he_normal_2,0.6117 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_he_uniform_1,0.6090 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_he_uniform_2,0.6116 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_identity_1,0.5855 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_identity_2,0.5804 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_lecun_normal_1,0.5947 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_lecun_normal_2,0.6134 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_lecun_uniform_1,0.5837 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_lecun_uniform_2,0.6093 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_ones_1,0.3971 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_ones_2,0.5208 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_orthogonal_1,0.6197 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_orthogonal_2,0.5770 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_random_normal_1,0.6065 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_random_normal_2,0.6100 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_random_uniform_1,0.5947 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_random_uniform_2,0.5984 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_truncated_normal_1,0.6218 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_truncated_normal_2,0.5933 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_variance_scaling_1,0.5951 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_variance_scaling_2,0.6026 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_zeros_1,0.1427 (reliable)
MM_cleanml003_change_weights_initialisation_mutated0_MP_zeros_2,0.5841 (reliable)
