,FM_defect4ml053_faulty
MM_defect4ml053_original0_GF_0.01_1,0.7430 (reliable)
MM_defect4ml053_original0_LA_0.01_1,0.6031 (reliable)
MM_defect4ml053_original0_NAI_0.01_1,0.8078 (reliable)
MM_defect4ml053_original0_NEB_0.01_1,0.6942 (reliable)
MM_defect4ml053_original0_NS_0.01_1,0.7835 (reliable)
MM_defect4ml053_original0_WS_0.01_1,0.7543 (reliable)
MM_defect4ml053_original1_GF_0.01_1,0.7366 (reliable)
MM_defect4ml053_original1_LA_0.01_1,0.6024 (reliable)
MM_defect4ml053_original1_NAI_0.01_1,0.7797 (reliable)
MM_defect4ml053_original1_NEB_0.01_1,0.7272 (reliable)
MM_defect4ml053_original1_NS_0.01_1,0.7178 (reliable)
MM_defect4ml053_original1_WS_0.01_1,0.7369 (reliable)
MM_defect4ml053_original2_GF_0.01_1,0.7677 (reliable)
MM_defect4ml053_original2_LA_0.01_1,0.6671 (reliable)
MM_defect4ml053_original2_NAI_0.01_1,0.7139 (reliable)
MM_defect4ml053_original2_NEB_0.01_1,0.6751 (reliable)
MM_defect4ml053_original2_NS_0.01_1,0.7709 (reliable)
MM_defect4ml053_original2_WS_0.01_1,0.8058 (reliable)
MM_defect4ml053_original3_GF_0.01_1,0.7712 (reliable)
MM_defect4ml053_original3_LA_0.01_1,0.6786 (reliable)
MM_defect4ml053_original3_NAI_0.01_1,0.8435 (reliable)
MM_defect4ml053_original3_NEB_0.01_1,0.8506 (reliable)
MM_defect4ml053_original3_NS_0.01_1,0.8437 (reliable)
MM_defect4ml053_original3_WS_0.01_1,0.8244 (reliable)
MM_defect4ml053_original4_GF_0.01_1,0.7875 (reliable)
MM_defect4ml053_original4_LA_0.01_1,0.7065 (reliable)
MM_defect4ml053_original4_NAI_0.01_1,0.8361 (reliable)
MM_defect4ml053_original4_NEB_0.01_1,0.8804 (reliable)
MM_defect4ml053_original4_NS_0.01_1,0.8574 (reliable)
MM_defect4ml053_original4_WS_0.01_1,0.7658 (reliable)
