,FM_deeplocalize039_faulty
MM_deeplocalize039_add_noise_mutated0_MP_100,0.3051 (reliable)
MM_deeplocalize039_add_noise_mutated0_MP_25.0,0.6151 (reliable)
MM_deeplocalize039_add_noise_mutated0_MP_37.5,0.5281 (reliable)
MM_deeplocalize039_add_noise_mutated0_MP_43.75,0.5176 (reliable)
MM_deeplocalize039_add_noise_mutated0_MP_46.88,0.4845 (reliable)
MM_deeplocalize039_add_noise_mutated0_MP_50.0,0.4889 (reliable)
MM_deeplocalize039_add_noise_mutated0_MP_62.5,0.3991 (reliable)
MM_deeplocalize039_add_noise_mutated0_MP_65.62,0.4505 (reliable)
MM_deeplocalize039_add_noise_mutated0_MP_68.75,0.3935 (reliable)
MM_deeplocalize039_add_noise_mutated0_MP_75.0,0.3866 (reliable)
MM_deeplocalize039_add_weights_regularisation_mutated0_MP_l1_1,0.0686 (reliable)
MM_deeplocalize039_add_weights_regularisation_mutated0_MP_l1_3,0.6188 (reliable)
MM_deeplocalize039_add_weights_regularisation_mutated0_MP_l1_5,0.6086 (reliable)
MM_deeplocalize039_add_weights_regularisation_mutated0_MP_l1_l2_1,0.0664 (reliable)
MM_deeplocalize039_add_weights_regularisation_mutated0_MP_l1_l2_3,0.5406 (reliable)
MM_deeplocalize039_add_weights_regularisation_mutated0_MP_l1_l2_5,0.6543 (reliable)
MM_deeplocalize039_add_weights_regularisation_mutated0_MP_l2_1,0.2923 (reliable)
MM_deeplocalize039_add_weights_regularisation_mutated0_MP_l2_3,0.5967 (reliable)
MM_deeplocalize039_add_weights_regularisation_mutated0_MP_l2_5,0.6489 (reliable)
MM_deeplocalize039_change_batch_size_mutated0_MP_1024_1024,0.4808 (reliable)
MM_deeplocalize039_change_batch_size_mutated0_MP_128_128,0.4466 (reliable)
MM_deeplocalize039_change_batch_size_mutated0_MP_2048_2048,0.3190 (reliable)
MM_deeplocalize039_change_batch_size_mutated0_MP_256_256,0.5811 (unreliable)
MM_deeplocalize039_change_dropout_rate_mutated0_MP_0.125_0.125_2,0.5847 (unreliable)
MM_deeplocalize039_change_dropout_rate_mutated0_MP_0.125_0.125_4,0.6336 (reliable)
MM_deeplocalize039_change_dropout_rate_mutated0_MP_0.25_0.25_2,0.5336 (unreliable)
MM_deeplocalize039_change_dropout_rate_mutated0_MP_0.25_0.25_4,0.5999 (reliable)
MM_deeplocalize039_change_dropout_rate_mutated0_MP_0.75_0.75_2,0.4044 (reliable)
MM_deeplocalize039_change_dropout_rate_mutated0_MP_0.75_0.75_4,0.5319 (reliable)
MM_deeplocalize039_change_dropout_rate_mutated0_MP_0.9_0.9_2,0.1985 (reliable)
MM_deeplocalize039_change_dropout_rate_mutated0_MP_0.9_0.9_4,0.2800 (reliable)
MM_deeplocalize039_change_epochs_mutated0_MP_1,0.1544 (reliable)
MM_deeplocalize039_change_epochs_mutated0_MP_2,0.2123 (reliable)
