,FM_cleanml006_faulty
MM_cleanml006_original0_GF_0.01_1,0.5085 (reliable)
MM_cleanml006_original0_LA_0.01_1,0.3387 (reliable)
MM_cleanml006_original0_NAI_0.01_1,0.4190 (reliable)
MM_cleanml006_original0_NEB_0.01_1,0.4648 (reliable)
MM_cleanml006_original0_NS_0.01_1,0.5020 (reliable)
MM_cleanml006_original0_WS_0.01_1,0.5019 (reliable)
MM_cleanml006_original1_GF_0.01_1,0.5012 (reliable)
MM_cleanml006_original1_LA_0.01_1,0.4759 (reliable)
MM_cleanml006_original1_NAI_0.01_1,0.3902 (reliable)
MM_cleanml006_original1_NEB_0.01_1,0.4802 (reliable)
MM_cleanml006_original1_NS_0.01_1,0.4343 (reliable)
MM_cleanml006_original1_WS_0.01_1,0.5094 (reliable)
MM_cleanml006_original2_GF_0.01_1,0.5341 (unreliable)
MM_cleanml006_original2_LA_0.01_1,0.3601 (reliable)
MM_cleanml006_original2_NAI_0.01_1,0.4206 (reliable)
MM_cleanml006_original2_NEB_0.01_1,0.5424 (reliable)
MM_cleanml006_original2_NS_0.01_1,0.4944 (reliable)
MM_cleanml006_original2_WS_0.01_1,0.4975 (reliable)
MM_cleanml006_original3_GF_0.01_1,0.4679 (reliable)
MM_cleanml006_original3_LA_0.01_1,0.1830 (unreliable)
MM_cleanml006_original3_NAI_0.01_1,0.4464 (reliable)
MM_cleanml006_original3_NEB_0.01_1,0.4693 (reliable)
MM_cleanml006_original3_NS_0.01_1,0.4530 (reliable)
MM_cleanml006_original3_WS_0.01_1,0.4396 (reliable)
MM_cleanml006_original4_GF_0.01_1,0.4544 (reliable)
MM_cleanml006_original4_LA_0.01_1,0.3488 (reliable)
MM_cleanml006_original4_NAI_0.01_1,0.4159 (reliable)
MM_cleanml006_original4_NEB_0.01_1,0.4820 (reliable)
MM_cleanml006_original4_NS_0.01_1,0.4571 (reliable)
MM_cleanml006_original4_WS_0.01_1,0.4344 (reliable)
