,FM_defect4ml091_faulty
MM_defect4ml091_add_noise_mutated0_MP_100,0.2670 (reliable)
MM_defect4ml091_add_noise_mutated0_MP_25.0,0.1811 (reliable)
MM_defect4ml091_add_noise_mutated0_MP_31.25,0.2120 (reliable)
MM_defect4ml091_add_noise_mutated0_MP_34.38,0.2125 (reliable)
MM_defect4ml091_add_noise_mutated0_MP_37.5,0.2065 (reliable)
MM_defect4ml091_add_noise_mutated0_MP_43.75,0.1678 (reliable)
MM_defect4ml091_add_noise_mutated0_MP_46.88,0.1847 (reliable)
MM_defect4ml091_add_noise_mutated0_MP_50.0,0.1815 (reliable)
MM_defect4ml091_add_noise_mutated0_MP_75.0,0.1973 (reliable)
MM_defect4ml091_add_noise_mutated0_MP_78.12,0.1660 (reliable)
MM_defect4ml091_add_noise_mutated0_MP_81.25,0.2003 (reliable)
MM_defect4ml091_add_noise_mutated0_MP_87.5,0.1800 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l1_0,0.2171 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l1_1,0.2308 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l1_2,0.1987 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l1_3,0.1928 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l1_5,0.1628 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l1_6,0.2035 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l1_7,0.1668 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l1_8,0.1812 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l1_l2_1,0.2159 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l1_l2_3,0.1783 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l1_l2_6,0.2286 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l1_l2_7,0.2079 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l1_l2_8,0.1849 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l2_0,0.2045 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l2_1,0.2010 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l2_2,0.1739 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l2_3,0.2174 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l2_5,0.2773 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l2_6,0.2045 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l2_7,0.2249 (reliable)
MM_defect4ml091_add_weights_regularisation_mutated0_MP_l2_8,0.2290 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_elu_1,0.1935 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_elu_2,0.1733 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_elu_3,0.1958 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_elu_6,0.1917 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_elu_7,0.1751 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_elu_8,0.2357 (unreliable)
MM_defect4ml091_change_activation_function_mutated0_MP_exponential_1,0.2591 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_exponential_2,0.2474 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_exponential_3,0.2210 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_exponential_6,0.1918 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_exponential_7,0.1977 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_exponential_8,0.1886 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_hard_sigmoid_1,0.1813 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_hard_sigmoid_2,0.1995 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_hard_sigmoid_3,0.2087 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_hard_sigmoid_6,0.1621 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_hard_sigmoid_7,0.2057 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_hard_sigmoid_8,0.2048 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_linear_1,0.1823 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_linear_2,0.1932 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_linear_3,0.1937 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_linear_6,0.1912 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_linear_7,0.1989 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_linear_8,0.2777 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_relu_1,0.1873 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_relu_2,0.2134 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_relu_3,0.2072 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_relu_6,0.1667 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_relu_7,0.1983 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_selu_1,0.2125 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_selu_2,0.1867 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_selu_3,0.1893 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_selu_6,0.2014 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_selu_7,0.2023 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_selu_8,0.0820 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_sigmoid_1,0.1702 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_sigmoid_2,0.2240 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_sigmoid_3,0.1942 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_sigmoid_6,0.2067 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_sigmoid_7,0.1819 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_sigmoid_8,0.1865 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_softmax_1,0.1892 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_softmax_2,0.1944 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_softmax_3,0.2120 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_softmax_6,0.2163 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_softmax_7,0.1939 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_softmax_8,0.2366 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_softplus_1,0.2198 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_softplus_2,0.1826 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_softplus_3,0.1979 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_softplus_6,0.2262 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_softplus_7,0.1762 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_softplus_8,0.2337 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_softsign_1,0.1882 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_softsign_2,0.2035 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_softsign_3,0.2348 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_softsign_6,0.2000 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_softsign_7,0.2114 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_softsign_8,0.1659 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_tanh_1,0.1878 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_tanh_2,0.2027 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_tanh_3,0.1980 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_tanh_6,0.1913 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_tanh_7,0.1953 (reliable)
MM_defect4ml091_change_activation_function_mutated0_MP_tanh_8,0.1871 (unreliable)
MM_defect4ml091_change_batch_size_mutated0_MP_200_200,0.2176 (reliable)
MM_defect4ml091_change_batch_size_mutated0_MP_25_25,0.1804 (reliable)
MM_defect4ml091_change_batch_size_mutated0_MP_400_400,0.2735 (reliable)
MM_defect4ml091_change_batch_size_mutated0_MP_50_50,0.2306 (reliable)
