,FM_deeplocalize002_faulty
MM_deeplocalize002_add_noise_mutated0_MP_100,0.0838 (reliable)
MM_deeplocalize002_add_noise_mutated0_MP_50.0,0.1213 (reliable)
MM_deeplocalize002_add_noise_mutated0_MP_62.5,0.1200 (reliable)
MM_deeplocalize002_add_noise_mutated0_MP_65.62,0.1059 (reliable)
MM_deeplocalize002_add_noise_mutated0_MP_68.75,0.1081 (reliable)
MM_deeplocalize002_add_noise_mutated0_MP_75.0,0.1016 (reliable)
MM_deeplocalize002_add_noise_mutated0_MP_78.12,0.1029 (reliable)
MM_deeplocalize002_add_noise_mutated0_MP_81.25,0.1037 (reliable)
MM_deeplocalize002_add_noise_mutated0_MP_87.5,0.1073 (reliable)
MM_deeplocalize002_add_weights_regularisation_mutated0_MP_l1_1,0.0153 (reliable)
MM_deeplocalize002_add_weights_regularisation_mutated0_MP_l1_3,0.0145 (reliable)
MM_deeplocalize002_add_weights_regularisation_mutated0_MP_l1_5,0.0151 (reliable)
MM_deeplocalize002_add_weights_regularisation_mutated0_MP_l1_l2_1,0.0151 (reliable)
MM_deeplocalize002_add_weights_regularisation_mutated0_MP_l1_l2_3,0.0146 (reliable)
MM_deeplocalize002_add_weights_regularisation_mutated0_MP_l1_l2_5,0.0145 (reliable)
MM_deeplocalize002_add_weights_regularisation_mutated0_MP_l2_1,0.0999 (reliable)
MM_deeplocalize002_add_weights_regularisation_mutated0_MP_l2_3,0.1045 (reliable)
MM_deeplocalize002_add_weights_regularisation_mutated0_MP_l2_5,0.0785 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_elu_1,0.2578 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_elu_3,0.2286 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_elu_5,0.0163 (unreliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_exponential_1,0.1910 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_exponential_3,0.2492 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_exponential_5,0.0212 (unreliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_hard_sigmoid_1,0.0253 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_hard_sigmoid_3,0.0263 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_hard_sigmoid_5,0.0376 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_linear_1,0.2801 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_linear_3,0.2747 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_linear_5,0.0205 (unreliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_relu_1,0.1319 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_relu_3,0.1426 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_relu_5,0.0172 (unreliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_selu_1,0.3693 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_selu_3,0.4042 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_selu_5,0.0173 (unreliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_sigmoid_1,0.0300 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_sigmoid_3,0.0298 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_sigmoid_5,0.1247 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_softmax_1,0.0143 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_softmax_3,0.0150 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_softmax_5,0.1245 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_softplus_1,0.0559 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_softplus_3,0.0661 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_softplus_5,0.1449 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_softsign_1,0.1871 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_softsign_3,0.1336 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_softsign_5,0.0206 (unreliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_tanh_1,0.2625 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_tanh_3,0.2708 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_tanh_5,0.0265 (unreliable)
MM_deeplocalize002_change_batch_size_mutated0_MP_1000_1000,0.4254 (reliable)
MM_deeplocalize002_change_batch_size_mutated0_MP_4000_4000,0.0457 (reliable)
MM_deeplocalize002_change_batch_size_mutated0_MP_500_500,0.6959 (reliable)
MM_deeplocalize002_change_batch_size_mutated0_MP_8000_8000,0.0310 (reliable)
MM_deeplocalize002_change_dropout_rate_mutated0_MP_0.125_0.125_2,0.1290 (reliable)
MM_deeplocalize002_change_dropout_rate_mutated0_MP_0.125_0.125_4,0.1408 (reliable)
MM_deeplocalize002_change_dropout_rate_mutated0_MP_0.25_0.25_2,0.1197 (reliable)
MM_deeplocalize002_change_dropout_rate_mutated0_MP_0.25_0.25_4,0.1305 (reliable)
MM_deeplocalize002_change_dropout_rate_mutated0_MP_0.75_0.75_2,0.0886 (reliable)
MM_deeplocalize002_change_dropout_rate_mutated0_MP_0.75_0.75_4,0.1003 (reliable)
MM_deeplocalize002_change_dropout_rate_mutated0_MP_0.9_0.9_2,0.0589 (reliable)
MM_deeplocalize002_change_dropout_rate_mutated0_MP_0.9_0.9_4,0.0943 (reliable)
MM_deeplocalize002_change_epochs_mutated0_MP_1,0.0243 (reliable)
MM_deeplocalize002_change_epochs_mutated0_MP_3,0.0660 (reliable)
MM_deeplocalize002_change_epochs_mutated0_MP_4,0.0786 (reliable)
MM_deeplocalize002_change_label_mutated0_MP_100,0.0324 (reliable)
MM_deeplocalize002_change_label_mutated0_MP_25.0,0.1328 (reliable)
MM_deeplocalize002_change_label_mutated0_MP_31.25,0.1112 (reliable)
MM_deeplocalize002_change_label_mutated0_MP_34.38,0.1171 (reliable)
MM_deeplocalize002_change_label_mutated0_MP_37.5,0.0907 (reliable)
MM_deeplocalize002_change_label_mutated0_MP_40.62,0.0844 (reliable)
MM_deeplocalize002_change_label_mutated0_MP_43.75,0.0822 (reliable)
