,FM_deeplocalize038_faulty
MM_deeplocalize038_original0_GF_0.01_1,0.4789 (reliable)
MM_deeplocalize038_original0_LA_0.01_1,0.0000 (unreliable)
MM_deeplocalize038_original0_NAI_0.01_1,0.6667 (reliable)
MM_deeplocalize038_original0_WS_0.01_1,0.0000 (reliable)
MM_deeplocalize038_original1_GF_0.01_1,0.0000 (unreliable)
MM_deeplocalize038_original1_LA_0.01_1,0.0986 (reliable)
MM_deeplocalize038_original1_NAI_0.01_1,0.9630 (reliable)
MM_deeplocalize038_original1_NEB_0.01_1,1.0000 (reliable)
MM_deeplocalize038_original1_NS_0.01_1,0.9704 (reliable)
MM_deeplocalize038_original1_WS_0.01_1,0.4035 (reliable)
MM_deeplocalize038_original2_GF_0.01_1,0.5775 (reliable)
MM_deeplocalize038_original2_LA_0.01_1,0.0574 (unreliable)
MM_deeplocalize038_original2_NAI_0.01_1,1.0000 (reliable)
MM_deeplocalize038_original2_NEB_0.01_1,0.0000 (unreliable)
MM_deeplocalize038_original2_NS_0.01_1,0.9456 (reliable)
MM_deeplocalize038_original2_WS_0.01_1,1.0000 (reliable)
MM_deeplocalize038_original3_GF_0.01_1,0.0000 (unreliable)
MM_deeplocalize038_original3_LA_0.01_1,0.0619 (reliable)
MM_deeplocalize038_original3_NAI_0.01_1,0.0000 (reliable)
MM_deeplocalize038_original3_NEB_0.01_1,0.2083 (reliable)
MM_deeplocalize038_original3_NS_0.01_1,0.2521 (reliable)
MM_deeplocalize038_original3_WS_0.01_1,0.0000 (unreliable)
MM_deeplocalize038_original4_GF_0.01_1,0.2740 (reliable)
MM_deeplocalize038_original4_LA_0.01_1,0.0619 (reliable)
MM_deeplocalize038_original4_NAI_0.01_1,0.0000 (unreliable)
MM_deeplocalize038_original4_NEB_0.01_1,0.0000 (unreliable)
MM_deeplocalize038_original4_NS_0.01_1,1.0000 (reliable)
