,FM_cleanml018_faulty
MM_cleanml018_GF_0.01_1,0.5000 (reliable)
MM_cleanml018_GF_0.1_1,0.6226 (reliable)
MM_cleanml018_GF_0.2_1,0.6757 (reliable)
MM_cleanml018_GF_0.6_1,0.5464 (reliable)
MM_cleanml018_GF_1.0_1,0.4898 (reliable)
MM_cleanml018_LA_0.01_1,0.1799 (unreliable)
MM_cleanml018_NAI_0.01_1,0.5758 (reliable)
MM_cleanml018_NEB_0.01_1,0.3846 (reliable)
MM_cleanml018_NEB_0.1_1,0.5500 (reliable)
MM_cleanml018_NEB_0.2_1,0.5089 (reliable)
MM_cleanml018_NS_0.01_1,0.6486 (reliable)
MM_cleanml018_NS_0.1_1,0.5714 (reliable)
MM_cleanml018_WS_0.01_1,0.7000 (reliable)
MM_cleanml018_WS_0.1_1,0.6762 (reliable)
