,FM_defect4ml100_faulty
MM_defect4ml100_add_noise_mutated0_MP_100,0.7472 (reliable)
MM_defect4ml100_add_noise_mutated0_MP_50.0,0.7606 (reliable)
MM_defect4ml100_add_noise_mutated0_MP_56.25,0.7723 (reliable)
MM_defect4ml100_add_noise_mutated0_MP_59.38,0.7208 (reliable)
MM_defect4ml100_add_noise_mutated0_MP_62.5,0.7924 (reliable)
MM_defect4ml100_add_noise_mutated0_MP_75.0,0.7512 (reliable)
MM_defect4ml100_add_noise_mutated0_MP_87.5,0.7745 (reliable)
MM_defect4ml100_add_noise_mutated0_MP_93.75,0.7508 (reliable)
MM_defect4ml100_add_noise_mutated0_MP_96.88,0.7384 (reliable)
MM_defect4ml100_add_weights_regularisation_mutated0_MP_l1_1,0.6870 (reliable)
MM_defect4ml100_add_weights_regularisation_mutated0_MP_l1_l2_1,0.7191 (reliable)
MM_defect4ml100_add_weights_regularisation_mutated0_MP_l2_1,0.7732 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_elu_1,0.7993 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_elu_2,0.7934 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_elu_3,0.5057 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_exponential_1,0.7561 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_exponential_2,0.8016 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_exponential_3,0.7941 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_hard_sigmoid_1,0.5978 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_hard_sigmoid_2,0.6419 (unreliable)
MM_defect4ml100_change_activation_function_mutated0_MP_hard_sigmoid_3,0.6873 (unreliable)
MM_defect4ml100_change_activation_function_mutated0_MP_linear_1,0.8039 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_linear_2,0.7977 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_linear_3,0.5071 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_relu_1,0.7904 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_relu_2,0.7591 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_selu_1,0.7987 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_selu_2,0.8138 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_selu_3,0.5048 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_sigmoid_1,0.6570 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_sigmoid_2,0.6376 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_sigmoid_3,0.7831 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_softmax_1,0.4587 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_softmax_2,0.5145 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_softmax_3,0.7166 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_softplus_1,0.7106 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_softplus_2,0.7140 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_softplus_3,0.7092 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_softsign_1,0.6903 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_softsign_2,0.6931 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_softsign_3,0.5093 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_tanh_1,0.7625 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_tanh_2,0.7509 (reliable)
MM_defect4ml100_change_activation_function_mutated0_MP_tanh_3,0.5048 (reliable)
MM_defect4ml100_change_batch_size_mutated0_MP_128_128,0.6749 (unreliable)
MM_defect4ml100_change_batch_size_mutated0_MP_16_16,0.7874 (reliable)
MM_defect4ml100_change_batch_size_mutated0_MP_64_64,0.7002 (reliable)
MM_defect4ml100_change_batch_size_mutated0_MP_8_8,0.8248 (reliable)
MM_defect4ml100_change_epochs_mutated0_MP_1,0.5558 (reliable)
MM_defect4ml100_change_epochs_mutated0_MP_6,0.7421 (reliable)
MM_defect4ml100_change_epochs_mutated0_MP_8,0.7296 (reliable)
MM_defect4ml100_change_epochs_mutated0_MP_9,0.7743 (reliable)
MM_defect4ml100_change_label_mutated0_MP_100,0.5999 (reliable)
