,FM_defect4ml010_faulty
MM_defect4ml010_add_activation_function_mutated0_MP_elu_7,0.8525 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_elu_9,0.8592 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_exponential_7,0.8603 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_exponential_9,0.8448 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_hard_sigmoid_7,0.8346 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_hard_sigmoid_9,0.8425 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_linear_7,0.8221 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_linear_9,0.8182 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_relu_7,0.8431 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_relu_9,0.8556 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_selu_7,0.8182 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_selu_9,0.8635 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_sigmoid_7,0.8392 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_sigmoid_9,0.8202 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_softmax_7,0.8191 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_softmax_9,0.8324 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_softplus_7,0.8535 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_softplus_9,0.8408 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_softsign_7,0.8320 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_softsign_9,0.8599 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_tanh_7,0.8753 (unreliable)
MM_defect4ml010_add_activation_function_mutated0_MP_tanh_9,0.8464 (unreliable)
MM_defect4ml010_add_noise_mutated0_MP_100,0.8508 (unreliable)
MM_defect4ml010_add_noise_mutated0_MP_12.5,0.8207 (unreliable)
MM_defect4ml010_add_noise_mutated0_MP_18.75,0.8314 (unreliable)
MM_defect4ml010_add_noise_mutated0_MP_21.88,0.8174 (unreliable)
MM_defect4ml010_add_noise_mutated0_MP_25.0,0.8263 (unreliable)
MM_defect4ml010_add_noise_mutated0_MP_37.5,0.8237 (unreliable)
MM_defect4ml010_add_noise_mutated0_MP_43.75,0.8281 (unreliable)
MM_defect4ml010_add_noise_mutated0_MP_46.88,0.8481 (unreliable)
MM_defect4ml010_add_noise_mutated0_MP_50.0,0.8347 (unreliable)
MM_defect4ml010_add_noise_mutated0_MP_75.0,0.8711 (unreliable)
MM_defect4ml010_add_noise_mutated0_MP_87.5,0.8453 (unreliable)
MM_defect4ml010_add_noise_mutated0_MP_93.75,0.8667 (unreliable)
MM_defect4ml010_add_noise_mutated0_MP_96.88,0.8485 (unreliable)
MM_defect4ml010_add_weights_regularisation_mutated0_MP_l1_1,0.8659 (unreliable)
MM_defect4ml010_add_weights_regularisation_mutated0_MP_l1_10,0.7843 (unreliable)
MM_defect4ml010_add_weights_regularisation_mutated0_MP_l1_12,0.8156 (unreliable)
MM_defect4ml010_add_weights_regularisation_mutated0_MP_l1_4,0.8459 (unreliable)
MM_defect4ml010_add_weights_regularisation_mutated0_MP_l1_7,0.8486 (unreliable)
MM_defect4ml010_add_weights_regularisation_mutated0_MP_l1_9,0.7870 (unreliable)
MM_defect4ml010_add_weights_regularisation_mutated0_MP_l1_l2_1,0.8698 (unreliable)
MM_defect4ml010_add_weights_regularisation_mutated0_MP_l1_l2_10,0.7857 (unreliable)
MM_defect4ml010_add_weights_regularisation_mutated0_MP_l1_l2_12,0.8040 (unreliable)
MM_defect4ml010_add_weights_regularisation_mutated0_MP_l1_l2_4,0.8689 (unreliable)
MM_defect4ml010_add_weights_regularisation_mutated0_MP_l1_l2_7,0.8436 (unreliable)
MM_defect4ml010_add_weights_regularisation_mutated0_MP_l1_l2_9,0.7853 (unreliable)
MM_defect4ml010_add_weights_regularisation_mutated0_MP_l2_1,0.8363 (unreliable)
MM_defect4ml010_add_weights_regularisation_mutated0_MP_l2_10,0.7801 (unreliable)
MM_defect4ml010_add_weights_regularisation_mutated0_MP_l2_12,0.8300 (unreliable)
MM_defect4ml010_add_weights_regularisation_mutated0_MP_l2_4,0.8686 (unreliable)
MM_defect4ml010_add_weights_regularisation_mutated0_MP_l2_7,0.8140 (unreliable)
MM_defect4ml010_add_weights_regularisation_mutated0_MP_l2_9,0.7879 (unreliable)
MM_defect4ml010_change_activation_function_mutated0_MP_elu_11,0.8065 (unreliable)
MM_defect4ml010_change_activation_function_mutated0_MP_elu_13,0.7822 (unreliable)
MM_defect4ml010_change_activation_function_mutated0_MP_elu_2,0.8601 (unreliable)
MM_defect4ml010_change_activation_function_mutated0_MP_elu_5,0.7929 (unreliable)
MM_defect4ml010_change_activation_function_mutated0_MP_exponential_11,0.8084 (unreliable)
MM_defect4ml010_change_activation_function_mutated0_MP_exponential_13,0.8169 (unreliable)
MM_defect4ml010_change_activation_function_mutated0_MP_exponential_2,0.8658 (unreliable)
MM_defect4ml010_change_activation_function_mutated0_MP_exponential_5,0.8314 (unreliable)
