,FM_defect4ml054_faulty
MM_defect4ml054_original0_GF_0.01_1,0.5847 (reliable)
MM_defect4ml054_original0_LA_0.01_1,0.3445 (unreliable)
MM_defect4ml054_original0_LD_0.01_1,0.5634 (reliable)
MM_defect4ml054_original0_LR_0.01_1,0.5634 (reliable)
MM_defect4ml054_original0_NAI_0.01_1,0.5082 (reliable)
MM_defect4ml054_original0_NEB_0.01_1,0.6022 (reliable)
MM_defect4ml054_original0_NS_0.01_1,0.4905 (reliable)
MM_defect4ml054_original0_WS_0.01_1,0.5945 (reliable)
MM_defect4ml054_original1_GF_0.01_1,0.3918 (reliable)
MM_defect4ml054_original1_LA_0.01_1,0.3955 (reliable)
MM_defect4ml054_original1_LD_0.01_1,0.3955 (reliable)
MM_defect4ml054_original1_LR_0.01_1,0.3955 (reliable)
MM_defect4ml054_original1_NAI_0.01_1,0.4196 (reliable)
MM_defect4ml054_original1_NEB_0.01_1,0.4077 (reliable)
MM_defect4ml054_original1_NS_0.01_1,0.3990 (reliable)
MM_defect4ml054_original1_WS_0.01_1,0.4059 (reliable)
MM_defect4ml054_original2_GF_0.01_1,0.5682 (reliable)
MM_defect4ml054_original2_LA_0.01_1,0.4242 (reliable)
MM_defect4ml054_original2_LD_0.01_1,0.5330 (reliable)
MM_defect4ml054_original2_LR_0.01_1,0.5330 (reliable)
MM_defect4ml054_original2_NAI_0.01_1,0.5711 (reliable)
MM_defect4ml054_original2_NEB_0.01_1,0.5750 (reliable)
MM_defect4ml054_original2_NS_0.01_1,0.5816 (reliable)
MM_defect4ml054_original2_WS_0.01_1,0.5759 (reliable)
MM_defect4ml054_original3_GF_0.01_1,0.5568 (reliable)
MM_defect4ml054_original3_LA_0.01_1,0.2114 (reliable)
MM_defect4ml054_original3_LD_0.01_1,0.5276 (reliable)
MM_defect4ml054_original3_LR_0.01_1,0.5276 (reliable)
MM_defect4ml054_original3_NAI_0.01_1,0.5549 (reliable)
MM_defect4ml054_original3_NEB_0.01_1,0.5548 (reliable)
MM_defect4ml054_original3_NS_0.01_1,0.5430 (reliable)
MM_defect4ml054_original3_WS_0.01_1,0.5510 (reliable)
MM_defect4ml054_original4_GF_0.01_1,0.5950 (reliable)
MM_defect4ml054_original4_LA_0.01_1,0.4839 (reliable)
MM_defect4ml054_original4_LD_0.01_1,0.5813 (reliable)
MM_defect4ml054_original4_LR_0.01_1,0.5813 (reliable)
MM_defect4ml054_original4_NAI_0.01_1,0.6413 (reliable)
MM_defect4ml054_original4_NEB_0.01_1,0.6038 (reliable)
MM_defect4ml054_original4_NS_0.01_1,0.6309 (reliable)
MM_defect4ml054_original4_WS_0.01_1,0.4735 (reliable)
