,FM_defect4ml041_faulty
MM_defect4ml041_add_noise_mutated0_MP_100,0.5789 (reliable)
MM_defect4ml041_add_weights_regularisation_mutated0_MP_l1_1,0.6840 (reliable)
MM_defect4ml041_add_weights_regularisation_mutated0_MP_l1_2,0.5890 (reliable)
MM_defect4ml041_add_weights_regularisation_mutated0_MP_l1_6,0.2369 (reliable)
MM_defect4ml041_add_weights_regularisation_mutated0_MP_l1_7,0.5760 (reliable)
MM_defect4ml041_add_weights_regularisation_mutated0_MP_l1_l2_1,0.7558 (reliable)
MM_defect4ml041_add_weights_regularisation_mutated0_MP_l1_l2_2,0.6117 (reliable)
MM_defect4ml041_add_weights_regularisation_mutated0_MP_l1_l2_6,0.2412 (unreliable)
MM_defect4ml041_add_weights_regularisation_mutated0_MP_l1_l2_7,0.5810 (reliable)
MM_defect4ml041_add_weights_regularisation_mutated0_MP_l2_1,0.7241 (reliable)
MM_defect4ml041_add_weights_regularisation_mutated0_MP_l2_2,0.5461 (reliable)
MM_defect4ml041_add_weights_regularisation_mutated0_MP_l2_6,0.6253 (reliable)
MM_defect4ml041_add_weights_regularisation_mutated0_MP_l2_7,0.6033 (reliable)
MM_defect4ml041_change_activation_function_mutated0_MP_elu_1,0.7812 (reliable)
MM_defect4ml041_change_activation_function_mutated0_MP_elu_2,0.6068 (reliable)
MM_defect4ml041_change_activation_function_mutated0_MP_elu_6,0.6994 (reliable)
MM_defect4ml041_change_activation_function_mutated0_MP_elu_7,0.2346 (reliable)
MM_defect4ml041_change_activation_function_mutated0_MP_exponential_1,0.3183 (reliable)
MM_defect4ml041_change_activation_function_mutated0_MP_exponential_2,0.1914 (reliable)
MM_defect4ml041_change_activation_function_mutated0_MP_exponential_6,0.6062 (reliable)
MM_defect4ml041_change_activation_function_mutated0_MP_exponential_7,0.5938 (reliable)
MM_defect4ml041_change_activation_function_mutated0_MP_hard_sigmoid_1,0.2227 (reliable)
MM_defect4ml041_change_activation_function_mutated0_MP_hard_sigmoid_2,0.2308 (reliable)
