,FM_deeplocalize011_faulty
MM_deeplocalize011_add_noise_mutated0_MP_100,1.0
MM_deeplocalize011_add_weights_regularisation_mutated0_MP_l1_3,1.0
MM_deeplocalize011_add_weights_regularisation_mutated0_MP_l1_l2_3,1.0
MM_deeplocalize011_add_weights_regularisation_mutated0_MP_l2_3,1.0
MM_deeplocalize011_change_activation_function_mutated0_MP_elu_3,1.0
MM_deeplocalize011_change_activation_function_mutated0_MP_exponential_3,0.0
MM_deeplocalize011_change_activation_function_mutated0_MP_hard_sigmoid_3,1.0
MM_deeplocalize011_change_activation_function_mutated0_MP_linear_3,1.0
MM_deeplocalize011_change_activation_function_mutated0_MP_relu_3,1.0
MM_deeplocalize011_change_activation_function_mutated0_MP_selu_3,1.0
MM_deeplocalize011_change_activation_function_mutated0_MP_softmax_3,0.0
MM_deeplocalize011_change_activation_function_mutated0_MP_softsign_3,1.0
MM_deeplocalize011_change_activation_function_mutated0_MP_tanh_3,1.0
MM_deeplocalize011_change_batch_size_mutated0_MP_2_2,1.0
MM_deeplocalize011_change_batch_size_mutated0_MP_5_5,1.0
MM_deeplocalize011_change_label_mutated0_MP_25.0,0.0
MM_deeplocalize011_change_label_mutated0_MP_37.5,0.0
MM_deeplocalize011_change_label_mutated0_MP_43.75,0.0
MM_deeplocalize011_change_label_mutated0_MP_50,0.0
MM_deeplocalize011_change_learning_rate_mutated0_MP_False_0.0001,1.0
MM_deeplocalize011_change_learning_rate_mutated0_MP_False_0.00015,1.0
MM_deeplocalize011_change_learning_rate_mutated0_MP_False_0.00016,1.0
MM_deeplocalize011_change_learning_rate_mutated0_MP_False_0.00017,1.0
MM_deeplocalize011_change_learning_rate_mutated0_MP_False_0.00018,1.0
MM_deeplocalize011_change_learning_rate_mutated0_MP_False_0.00021,1.0
MM_deeplocalize011_change_learning_rate_mutated0_MP_False_0.00033,1.0
MM_deeplocalize011_change_learning_rate_mutated0_MP_False_0.00055,1.0
MM_deeplocalize011_change_loss_function_mutated0_MP_hinge,0.0
MM_deeplocalize011_change_loss_function_mutated0_MP_huber_loss,1.0
MM_deeplocalize011_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.0
MM_deeplocalize011_change_loss_function_mutated0_MP_logcosh,1.0
MM_deeplocalize011_change_loss_function_mutated0_MP_mean_absolute_error,1.0
