,FM_cleanml014_faulty
MM_cleanml014_add_noise_mutated0_MP_100,0.3743 (reliable)
MM_cleanml014_add_noise_mutated0_MP_50.0,0.5275 (reliable)
MM_cleanml014_add_noise_mutated0_MP_75.0,0.5416 (reliable)
MM_cleanml014_add_noise_mutated0_MP_87.5,0.5826 (reliable)
MM_cleanml014_add_noise_mutated0_MP_93.75,0.4957 (reliable)
MM_cleanml014_add_noise_mutated0_MP_96.88,0.4933 (reliable)
MM_cleanml014_add_weights_regularisation_mutated0_MP_l1_1,0.6771 (reliable)
MM_cleanml014_add_weights_regularisation_mutated0_MP_l1_2,0.6212 (reliable)
MM_cleanml014_add_weights_regularisation_mutated0_MP_l1_l2_1,0.6751 (reliable)
MM_cleanml014_add_weights_regularisation_mutated0_MP_l1_l2_2,0.6233 (reliable)
MM_cleanml014_add_weights_regularisation_mutated0_MP_l2_1,0.5471 (reliable)
MM_cleanml014_add_weights_regularisation_mutated0_MP_l2_2,0.5666 (reliable)
MM_cleanml014_change_activation_function_mutated0_MP_elu_1,0.5626 (reliable)
MM_cleanml014_change_activation_function_mutated0_MP_elu_2,0.5762 (reliable)
MM_cleanml014_change_activation_function_mutated0_MP_exponential_1,0.4694 (reliable)
MM_cleanml014_change_activation_function_mutated0_MP_exponential_2,0.6671 (reliable)
MM_cleanml014_change_activation_function_mutated0_MP_hard_sigmoid_1,0.6386 (reliable)
MM_cleanml014_change_activation_function_mutated0_MP_hard_sigmoid_2,0.5597 (reliable)
MM_cleanml014_change_activation_function_mutated0_MP_linear_1,0.6313 (reliable)
MM_cleanml014_change_activation_function_mutated0_MP_linear_2,0.5737 (reliable)
MM_cleanml014_change_activation_function_mutated0_MP_relu_1,0.4919 (reliable)
MM_cleanml014_change_activation_function_mutated0_MP_relu_2,0.6366 (reliable)
MM_cleanml014_change_activation_function_mutated0_MP_selu_1,0.5295 (reliable)
MM_cleanml014_change_activation_function_mutated0_MP_selu_2,0.5096 (reliable)
MM_cleanml014_change_activation_function_mutated0_MP_sigmoid_1,0.5911 (reliable)
MM_cleanml014_change_activation_function_mutated0_MP_sigmoid_2,0.5682 (reliable)
MM_cleanml014_change_activation_function_mutated0_MP_softmax_1,0.5432 (reliable)
MM_cleanml014_change_activation_function_mutated0_MP_softmax_2,0.0842 (reliable)
MM_cleanml014_change_activation_function_mutated0_MP_softplus_1,0.5636 (reliable)
MM_cleanml014_change_activation_function_mutated0_MP_softplus_2,0.6384 (reliable)
MM_cleanml014_change_activation_function_mutated0_MP_softsign_1,0.5000 (reliable)
MM_cleanml014_change_activation_function_mutated0_MP_softsign_2,0.4736 (reliable)
MM_cleanml014_change_activation_function_mutated0_MP_tanh_1,0.4913 (reliable)
MM_cleanml014_change_activation_function_mutated0_MP_tanh_2,0.3772 (reliable)
MM_cleanml014_change_batch_size_mutated0_MP_100_100,0.5449 (reliable)
MM_cleanml014_change_batch_size_mutated0_MP_400_400,0.5451 (reliable)
MM_cleanml014_change_batch_size_mutated0_MP_50_50,0.5697 (reliable)
MM_cleanml014_change_batch_size_mutated0_MP_800_800,0.5554 (reliable)
MM_cleanml014_change_epochs_mutated0_MP_1,0.4787 (reliable)
MM_cleanml014_change_epochs_mutated0_MP_100,0.5316 (reliable)
MM_cleanml014_change_epochs_mutated0_MP_150,0.4735 (reliable)
MM_cleanml014_change_epochs_mutated0_MP_162,0.5602 (reliable)
MM_cleanml014_change_epochs_mutated0_MP_168,0.5256 (reliable)
MM_cleanml014_change_epochs_mutated0_MP_169,0.6016 (reliable)
MM_cleanml014_change_epochs_mutated0_MP_170,0.5525 (reliable)
MM_cleanml014_change_epochs_mutated0_MP_172,0.5682 (reliable)
MM_cleanml014_change_epochs_mutated0_MP_175,0.5217 (reliable)
MM_cleanml014_change_label_mutated0_MP_100,0.0842 (reliable)
MM_cleanml014_change_label_mutated0_MP_12.5,0.3577 (reliable)
MM_cleanml014_change_label_mutated0_MP_25.0,0.2645 (reliable)
MM_cleanml014_change_label_mutated0_MP_3.12,0.5009 (reliable)
MM_cleanml014_change_label_mutated0_MP_50.0,0.1449 (reliable)
MM_cleanml014_change_label_mutated0_MP_6.25,0.3829 (reliable)
MM_cleanml014_change_learning_rate_mutated0_MP_False_0.0001,0.6184 (reliable)
MM_cleanml014_change_learning_rate_mutated0_MP_False_0.00055,0.5873 (reliable)
MM_cleanml014_change_learning_rate_mutated0_MP_False_0.00078,0.5375 (reliable)
MM_cleanml014_change_learning_rate_mutated0_MP_False_0.00084,0.5096 (reliable)
MM_cleanml014_change_learning_rate_mutated0_MP_False_0.00085,0.5776 (reliable)
MM_cleanml014_change_learning_rate_mutated0_MP_False_0.00086,0.5500 (reliable)
MM_cleanml014_change_learning_rate_mutated0_MP_False_0.00089,0.5279 (reliable)
