,FM_deeplocalize002_faulty
MM_deeplocalize002_GF_0.01_1,0.1230 (reliable)
MM_deeplocalize002_GF_0.1_1,0.0900 (reliable)
MM_deeplocalize002_GF_0.2_1,0.0812 (reliable)
MM_deeplocalize002_GF_0.6_1,0.0821 (reliable)
MM_deeplocalize002_GF_1.0_1,0.0633 (reliable)
MM_deeplocalize002_LA_0.01_1,0.0196 (unreliable)
MM_deeplocalize002_LD_0.01_1,0.0000 (unreliable)
MM_deeplocalize002_LR_0.01_1,0.0000 (unreliable)
MM_deeplocalize002_NAI_0.01_1,0.1133 (reliable)
MM_deeplocalize002_NAI_0.1_1,0.0215 (unreliable)
MM_deeplocalize002_NAI_0.2_1,0.0154 (reliable)
MM_deeplocalize002_NEB_0.01_1,0.0312 (reliable)
MM_deeplocalize002_NEB_0.1_1,0.0231 (reliable)
MM_deeplocalize002_NEB_0.2_1,0.0228 (reliable)
MM_deeplocalize002_NEB_0.6_1,0.0161 (reliable)
MM_deeplocalize002_NS_0.01_1,0.0306 (reliable)
MM_deeplocalize002_NS_0.1_1,0.0315 (reliable)
MM_deeplocalize002_NS_0.2_1,0.0207 (unreliable)
MM_deeplocalize002_NS_0.6_1,0.0167 (reliable)
MM_deeplocalize002_NS_1.0_1,0.0146 (reliable)
MM_deeplocalize002_WS_0.01_1,0.1054 (reliable)
MM_deeplocalize002_WS_0.1_1,0.0219 (reliable)
MM_deeplocalize002_WS_0.2_1,0.0176 (reliable)
MM_deeplocalize002_WS_0.6_1,0.0144 (reliable)
